,회사명,stock_code,업종,상장주선인,공모가 (원),공모금액 (천원),최초상장주식수 (주),call,kospi,modified_esi,6개월 확약,3개월 확약,1개월 확약,15일 확약,미확약,수요예측_최종값,회사명_bs,corp_code,상장일,업력,유동자산,유동부채,부채총계,자본금,자본총계,매출액,영업이익,당기순이익,TA,WC,log_TA,log_S,capital_deficit,wc_neg_dummy,ta_negative,current_ratio,wc_sales,wc_ta,cl_tl,de_ratio,equity_ratio,cs_te,debt_asset,op_margin,net_margin,roe,roe_sign_dummy,roe_nan,roa,oi_ta,ni_oi_ratio,asset_turnover,sales_equity,z_simplified,WICS_large,우리사주조합,기관투자자,일반투자자,target_1d,target_2d,target_7d,target_15d,target_1m,target_3m,target_6m
16,명신산업,9900,자동차 신품 부품 제조업,"미래에셋증권 주식회사,현대차증권주식회사",6500.0,"102,237,142","40,779,120",0.46,"2,745.44",90.8,3.69,22.24,18.83,3.71,51.53,1195.69,명신산업,173078,2020-12-07,39,220940,218720,277387,11922,124070,354760,22761,11889,401457,2220,12.90285819917614,12.779199602293495,0,0,0,1.0101499634235551,0.0062577517194723,0.0055298574940778,0.788501263577601,2.2357298299347144,0.3090492879685744,0.096090916418151,0.6909507120314256,0.0641588679670763,0.033512797384147,0.0958249375352623,0.0,0,0.0296146287149059,0.0566959848750924,0.5223408461842626,0.8836811912608324,2.859353590714919,0.8531947623627573,경기관련소비재,12.15,67.85,20.00,1,1,1,1,1,1,1
17,에이플러스에셋,244920,보험 및 연금관련 서비스업,"엔에이치투자증권주식회사,IBK투자증권(주)",7500.0,"16,788,518","22,607,693",0.49,"2,553.50",87.6,0.0,0.0,0.0,0.0,100.0,3.66,에이플러스에셋,684802,2020-11-20,10,23915,35524,38557,10000,22019,51009,-962,-1155,60576,-11609,11.011670562060852,10.839776970916972,0,1,0,0.6732068460758923,-0.2275872885177125,-0.1916435552033809,0.9213372409679176,1.7510786139243382,0.3634937929212889,0.4541532313002407,0.6365062070787111,-0.0188594169656335,-0.0226430629888843,-0.0524546982151778,1.0,0,-0.0190669572107765,-0.0158808769149498,1.2006237006237006,0.8420661648177497,2.3165902175393978,0.3380434699138017,금융,8.6,71.4,20.0,0,0,0,0,0,0,1
18,교촌에프앤비,339770,음·식료품 및 담배 도매업,미래에셋증권 주식회사,12300.0,"71,340,000","24,982,540",0.48,"2,475.62",87.6,0.04,4.44,3.07,0.77,91.68,999.44,교촌에프앤비,453284,2020-11-12,22,47170,54097,83749,10549,86366,215551,15322,5393,170115,-6927,12.044235836276656,12.28095745872189,0,1,0,0.8719522339501267,-0.0321362461783986,-0.0407195132704347,0.6459420410989982,0.9696987240349212,0.5076918555095082,0.1221429729291619,0.4923081444904917,0.0710829455674063,0.0250196009297103,0.062443554176412,0.0,0,0.0317020838844311,0.0900684830849719,0.3519775486228952,1.2670899097669224,2.4957853785054303,1.4910646669634506,필수소비재,18.07,61.93,20.00,1,1,1,1,1,1,1
19,빅히트,352820,오디오물 출판 및 원판 녹음업,"한국투자증권(주),제이피모간증권회사 서울지점,엔에이치투자증권주식회사",135000.0,"962,550,000","33,846,192",0.47,"2,361.21",84.2,24.83,17.87,30.879999999999995,4.8,21.620000000000005,1117.25,빅히트,1204056,2020-10-15,16,367787,229964,618616,13358,202044,293995,49754,33169,820660,137823,13.617865392079263,12.591321440786087,0,0,0,1.5993242420552782,0.4687936869674654,0.1679416567153266,0.3717394959069924,3.0617885213121894,0.2461969634196865,0.0661143117340777,0.7538030365803134,0.1692341706491607,0.1128216466266433,0.1641672111025321,0.0,0,0.040417468866522,0.060626812565496,0.6666599670378262,0.3582421465649599,1.4551038387677933,0.9194501120043068,커뮤니케이션서비스,19.94,0,80.06,1,1,1,1,1,1,1
20,에스케이바이오팜,326030,자연과학 및 공학 연구개발업,"엔에이치투자증권주식회사,씨티그룹글로벌마켓증권(주)",49000.0,"959,337,190","78,313,250",0.47,"2,135.37",75.5,37.25,12.91,1.99,0.1,47.75,835.66,에스케이바이오팜,878696,2020-07-02,10,143270,256057,265138,32500,-77213,3928,-65118,-66595,187925,-112787,12.143803547303296,8.27614021955846,1,1,0,0.5595238560164338,-10.0,-0.6001702806970866,0.9657499113669108,,,,1.4108713582546228,-10.0,-10.0,,,1,-0.3543700944525741,-0.3465105760276706,1.0226819005497712,0.0209019555673806,,-2.855757900309058,건강관리,12.50,0,87.50,1,1,1,1,1,1,1
21,센트랄모텍,308170,자동차 신품 부품 제조업,한국투자증권(주),6000.0,"12,600,000","8,400,000",1.27,"2,123.50",91.3,0.7,9.7,3.1,0.6,85.9,862.63,센트랄모텍,450010,2019-11-25,26,72593,87362,145963,3150,84810,152901,7279,4008,230773,-14769,12.34919415562396,11.93755247227634,0,1,0,0.8309448043771892,-0.0965919124139148,-0.0639979547000732,0.5985215431307934,1.72105883740125,0.3675039974347086,0.0371418464803678,0.6324960025652915,0.0476059672598609,0.0262130398100731,0.0472585779978776,0.0,0,0.0173677163272999,0.0315418181503035,0.5506250858634428,0.6625601781837563,1.802865228157057,0.871308958926785,경기관련소비재,12.8,67.2,20.0,1,1,1,1,1,1,1
22,현대에너지솔루션,322000,반도체 제조업,한국투자증권(주),18000.0,"57,600,000","11,200,000",1.29,"2,153.24",91.3,0.1,0.0,0.0,0.0,99.9,26.63,현대에너지솔루션,1199550,2019-11-19,4,219400,67121,72571,40000,247352,195507,10367,9864,319923,152279,12.675838746568315,12.18335657828644,0,0,0,3.2687236483365862,0.7788928273667951,0.4759864092297209,0.9249011313058936,0.2933916038681717,0.7731610418757013,0.1617128626410944,0.2268389581242986,0.0530262343547801,0.0504534364498457,0.0398783919272938,0.0,0,0.0308324190508341,0.03240467237429,0.9514806597858588,0.6111064224829099,0.7903999159093115,3.630550746556113,기타,-,3.8,96.2,0,0,0,0,0,1,1
23,한화시스템,272210,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","한국투자증권(주),씨티그룹글로벌마켓증권(주),엔에이치투자증권주식회사",12250.0,"402,552,444","110,230,389",1.32,"2,122.45",91.3,0.0,0.0,0.13,0.03,99.84,23.61,한화시스템,339391,2019-11-13,20,1224085,1044326,1243671,510336,841676,654698,35171,36498,2085347,179759,14.550446305762524,13.39193086701088,0,0,0,1.1721292010349258,0.2745678160006598,0.0862010015599322,0.8397124319856296,1.477612525484866,0.4036143625017803,0.6063330782866566,0.5963856374982197,0.0537209522558492,0.0557478409892805,0.0433634795336923,0.0,0,0.0175021231478502,0.01686577821341,1.0377299479684967,0.3139515869541136,0.777850384233363,0.7876041883260603,산업재,20.0,0,80.0,0,0,0,0,0,0,0
24,자이에스앤디,317400,부동산 임대 및 공급업,한국투자증권(주),5200.0,"45,760,000","26,782,520",1.24,"2,144.15",91.3,4.7,4.8,2.4,0.4,87.7,768.58,자이에스앤디,367844,2019-11-06,20,109576,71938,118854,17983,93944,133321,7762,5765,212798,37638,12.268103337190464,11.800522533809303,0,0,0,1.5232005337929884,0.2823111137780245,0.1768719630823598,0.6052636007202113,1.2651579664480967,0.4414703145706257,0.1914225496040194,0.5585296854293743,0.0582203853856481,0.043241499838735,0.0613663459082006,0.0,0,0.0270914200321431,0.0364759067284466,0.7427209482092244,0.6265143469393509,1.4191539640636974,1.3066140445377452,산업재,20.0,60.0,20.0,1,1,1,1,1,1,0
25,지누스,13890,가구 제조업,엔에이치투자증권주식회사,70000.0,"169,169,000","14,206,749",1.26,"2,080.27",93.0,6.38,23.31,0.31,0.0,70.0,45.68,지누스,150633,2019-10-30,41,385888,291670,376797,6225,217362,338460,42247,32619,594159,94218,13.294903922343178,12.732164150516596,0,0,0,1.3230294510919876,0.2783726289664953,0.1585737151166606,0.7740772883011277,1.7334998757832556,0.3658313683710926,0.0286388605183978,0.6341686316289075,0.1248212491874963,0.096374756248892,0.1500676291164049,0.0,0,0.05489944610786,0.0711038627707398,0.7721021611001965,0.569645498932104,1.557125900571397,1.2685479201902028,산업재,0,94.1,5.9,1,1,1,1,1,1,1
26,현대오토에버,307950,소프트웨어 개발 및 공급업,엔에이치투자증권주식회사,48000.0,"168,480,000","21,000,000",1.76,"2,128.10",95.4,40.7,20.2,12.5,1.8000000000000005,24.8,797.36,현대오토에버,362441,2019-03-28,19,665942,344858,353625,10326,441561,996486,49053,40089,795186,321084,13.58633258610234,13.811991372890082,0,0,0,1.9310614803774304,0.3222162679656312,0.4037847748828576,0.97520820077766,0.8008519774164838,0.5552927239664682,0.0233852174444753,0.4447072760335318,0.0492259800940504,0.0402303695184879,0.0907892680739467,0.0,0,0.0504146199757037,0.0616874542559853,0.817258883248731,1.2531483200156943,2.256734630096408,2.196542365814603,정보기술,18.8,61.2,20.0,1,1,1,1,1,1,1
27,드림텍,192650,전자부품 제조업,엔에이치투자증권주식회사,13000.0,"59,092,098","27,585,500",1.75,"2,155.68",95.4,0.01,1.25,0.0,0.2299999999999999,98.51,395.96,드림텍,415646,2019-03-14,21,132485,118870,150995,2515,135108,466151,33237,28062,286103,13615,12.564110660065948,13.052267040180078,0,0,0,1.1145368890384453,0.0292072740378117,0.0475877568567963,0.7872446107487003,1.1175874115522395,0.4722355235701828,0.0186147378393581,0.5277644764298173,0.0713009303852185,0.0601993774549448,0.2077005062616573,0.0,0,0.0980835573202657,0.1161714487439838,0.8443000270782561,1.629311821267166,3.4502102022086034,1.6261648227338354,정보기술,18.6,61.4,20.0,1,1,1,1,1,0,0
28,에어부산,298690,항공 여객 운송업,"미래에셋증권 주식회사,엔에이치투자증권주식회사",3600.0,"18,745,200","52,070,000",1.82,"2,028.44",96.1,0.0,6.04,0.0,0.0,93.96,23.89,에어부산,651901,2018-12-27,12,104867,120636,147714,50000,143599,496364,30291,26428,291313,-15769,12.582157002211474,13.115066822171691,0,1,0,0.8692844590337876,-0.0317690243450371,-0.0541307802947345,0.8166862991998051,1.0286561884135683,0.4929371500756918,0.348191839776043,0.5070628499243082,0.0610257794682934,0.0532431844372275,0.1840402788320252,0.0,0,0.0907202905465942,0.1039809414615894,0.8724703707371827,1.703885511460182,3.4565978871719163,1.3112860776015312,산업재,13.26,66.74,20.00,1,1,1,1,1,1,1
29,아시아나IDT,267850,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",KB증권(주),15000.0,"39,600,000","11,100,000",1.52,"2,057.48",96.5,0.0,0.0,0.0,0.0,100.0,7.04,아시아나IDT,458234,2018-11-23,28,86835,53119,62629,5000,141935,121220,8358,9685,204564,33716,12.228641052372646,11.705370604935034,0,0,0,1.6347258043261357,0.2781389209701369,0.1648188342034766,0.8481534113589552,0.4412512769929897,0.6938415361451673,0.0352273928206573,0.3061584638548327,0.0689490183138096,0.0798960567563108,0.0682354598936132,0.0,0,0.0473445963121565,0.0408576289083123,1.1587700406795884,0.5925773840949532,0.8540529115440166,2.6295412432404675,정보기술,16.4,5.9,13.1,0,0,0,0,0,1,1
30,하나제약,293480,의약품 제조업,미래에셋증권 주식회사,26000.0,"106,117,960","16,200,000",1.51,"2,309.57",96.9,5.8,0.0,0.4,0.0,93.8,101.5,하나제약,248974,2018-10-02,40,79398,48713,60253,6059,81298,139331,31930,24302,141551,30685,11.860422419723168,11.844614853415006,0,0,0,1.6299139859996306,0.2202309608055637,0.2167769920382053,0.808474266841485,0.7411375433590002,0.574337164696823,0.0745282786784422,0.4256628353031769,0.2291665171426316,0.1744191888380906,0.298924942803021,0.0,0,0.171683704106647,0.2255724085312007,0.7611024115252114,0.9843166067353816,1.7138305985387094,2.558233593449621,건강관리,20.0,60.0,20.0,1,1,1,1,0,0,0
31,우진아이엔에스,10400,건물설비 설치 공사업,신영증권(주),15000.0,"31,500,000","7,622,000",1.51,"2,318.25",97.4,0.0,0.0,0.0,0.9399999999999998,99.06,129.06,우진아이엔에스,143262,2018-09-14,44,72606,24054,25344,3111,77319,34343,3459,2593,102663,48552,11.539216798924295,10.444182609904397,0,0,0,3.0184584684459965,1.4137378796261246,0.4729259811227024,0.9491003787878788,0.3277848911651728,0.7531340405014465,0.040235905792884,0.2468659594985535,0.100719214978307,0.0755030137145852,0.0335363882098837,0.0,0,0.0252573955563348,0.0336927617544782,0.749638623879734,0.3345216874628639,0.4441728423802688,3.521129455414804,산업재,14.1,65.9,20.0,1,1,1,0,0,0,0
32,티웨이항공,91810,항공 여객 운송업,"신한투자증권 주식회사,대신증권(주)",12000.0,"192,000,000","46,974,812",1.5,"2,307.07",97.8,0.0,0.0,0.0,0.0,100.0,23.03,티웨이항공,671376,2018-08-01,16,195267,160215,187508,17508,81592,203849,46392,36310,269100,35052,12.502842052798766,12.2251397082474,0,0,0,1.2187810130137628,0.1719508067245853,0.1302564102564102,0.8544435437421337,2.298117462496323,0.3032032701597919,0.2145798607706638,0.6967967298402081,0.2275802186912862,0.1781220413148948,0.4450191195215217,0.0,0,0.1349312523225566,0.172396878483835,0.7826780479392998,0.7575213675213676,2.4983944504363174,1.3196993882810732,산업재,19.8,60.0,20.2,0,0,0,0,0,0,0
33,롯데정보통신,286940,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",미래에셋증권 주식회사,29800.0,"127,722,800","14,286,000",1.49,"2,294.99",98.3,16.59,3.83,14.22,1.63,63.73,79.33,롯데정보통신,1262032,2018-07-27,2,264691,295968,336272,50000,222433,183861,5737,4542,558705,-31277,13.233378674605612,12.121940755200418,0,1,0,0.8943230349226944,-0.1701122043282697,-0.0559812423371904,0.8801446448113432,1.5117900671213351,0.3981224438657252,0.2247867897299411,0.6018775561342748,0.0312029195968693,0.0247034444498833,0.0204196319790678,0.0,0,0.0081295137863452,0.0102683885055619,0.7917029806519087,0.3290842215480441,0.8265904789307342,0.7956703816681068,정보기술,20.0,60.0,20.0,0,0,1,0,0,1,1
34,애경산업,18250,기타 화학제품 제조업,대신증권(주),29100.0,"197,880,000","26,122,335",1.5,"2,496.02",100.2,0.0,0.0,6.280000000000001,0.0,93.72,24.3,애경산업,139454,2018-03-22,33,149503,113216,126104,21322,115565,440581,41814,32922,241669,36287,12.395328438177026,12.995851859134106,0,0,0,1.320511235161108,0.0823616996647608,0.1501516537081711,0.897798642390408,1.091195431142647,0.4781953829411302,0.1845022281832734,0.5218046170588698,0.0949064984645275,0.0747240575512788,0.2848786397265608,0.0,0,0.136227650215791,0.1730217777207668,0.787343951786483,1.8230761909885007,3.812408601220093,1.8469637026037045,경기관련소비재,20.0,60.0,20.0,1,1,1,1,1,1,1
35,동양피스톤,92780,자동차용 엔진 및 자동차 제조업,"대신증권(주),IBK투자증권(주)",5700.0,"18,810,000","13,168,460",1.52,"2,464.00",101.7,0.0,0.0,0.0,0.0,100.0,62.8,동양피스톤,117726,2017-12-08,41,112974,162719,221078,4934,65556,148632,10665,7156,286634,-49745,12.56596490834358,11.90923545928964,0,1,0,0.6942889275376569,-0.3346856666128424,-0.1735488462638766,0.7360252942400419,3.3723534077735065,0.2287097832078539,0.0752638965159558,0.771290216792146,0.0717544001291781,0.0481457559610312,0.1091585819757154,0.0,0,0.0249656356189426,0.0372077283225297,0.6709798406000937,0.5185428106923812,2.267252425407285,0.3885388553588493,경기관련소비재,20.00,60.00,20.00,0,0,0,0,0,0,0
