일자,거래량_PUT,거래량_CALL,P/C Ratio
2020/09/11,598371,476684,1.26
2020/09/10,2001054,1730017,1.16
2020/09/09,1665448,1366344,1.22
2020/09/08,1503424,1333797,1.13
2020/09/07,1444266,1048728,1.38
2020/09/04,1352324,1319714,1.02
2020/09/03,1138201,1161284,0.98
2020/09/02,1127848,987207,1.14
2020/09/01,977588,1097326,0.89
2020/08/31,1334425,1231107,1.08
2020/08/28,1126057,999337,1.13
2020/08/27,887499,687961,1.29
2020/08/26,973822,779871,1.25
2020/08/25,817038,710332,1.15
2020/08/24,788048,842790,0.94
2020/08/21,1071165,1167399,0.92
2020/08/20,1463981,1122281,1.3
2020/08/19,628078,549882,1.14
2020/08/18,868237,744350,1.17
2020/08/14,786162,642932,1.22
2020/08/13,2234350,2422529,0.92
2020/08/12,1853296,1935409,0.96
2020/08/11,1550969,2493239,0.62
2020/08/10,1361411,1923221,0.71
2020/08/07,1453383,1588724,0.91
2020/08/06,981599,1633251,0.6
2020/08/05,788630,936544,0.84
2020/08/04,786596,942220,0.83
2020/08/03,803213,737863,1.09
2020/07/31,812032,835615,0.97
2020/07/30,551827,672250,0.82
2020/07/29,677792,1113051,0.61
2020/07/28,733515,1108114,0.66
2020/07/27,492095,652613,0.75
2020/07/24,712343,629396,1.13
2020/07/23,633365,521724,1.21
2020/07/22,441372,540122,0.82
2020/07/21,463013,594738,0.78
2020/07/20,462935,553077,0.84
2020/07/17,390460,457047,0.85
2020/07/16,487434,511472,0.95
2020/07/15,445249,599464,0.74
2020/07/14,467913,480373,0.97
2020/07/13,383998,472673,0.81
2020/07/10,594631,430096,1.38
2020/07/09,1656516,1895461,0.87
2020/07/08,1679713,1684329,1.0
2020/07/07,1735101,1599269,1.08
2020/07/06,1205944,1617439,0.75
2020/07/03,1091264,1050231,1.04
2020/07/02,778234,740744,1.05
2020/07/01,829342,751037,1.1
2020/06/30,959337,904380,1.06
2020/06/29,940010,806780,1.17
2020/06/26,730807,699592,1.04
2020/06/25,913502,765070,1.19
2020/06/24,671930,959073,0.7
2020/06/23,1228413,975161,1.26
2020/06/22,659886,618022,1.07
2020/06/19,1025500,834724,1.23
2020/06/18,749580,715969,1.05
2020/06/17,1210304,1095223,1.11
2020/06/16,974887,1177330,0.83
2020/06/15,1267764,855332,1.48
2020/06/12,1236289,784618,1.58
2020/06/11,3114895,2824230,1.1
2020/06/10,1626632,2244223,0.72
2020/06/09,2230186,2661706,0.84
2020/06/08,1894210,1789032,1.06
2020/06/05,1379291,1968395,0.7
2020/06/04,1868221,1758291,1.06
2020/06/03,1674597,2591166,0.65
2020/06/02,949085,1271703,0.75
2020/06/01,932200,1078462,0.86
2020/05/29,1146467,1158450,0.99
2020/05/28,1084251,1279057,0.85
2020/05/27,702304,948691,0.74
2020/05/26,713569,946832,0.75
2020/05/25,695811,715785,0.97
2020/05/22,1087907,746868,1.46
2020/05/21,482911,506719,0.95
2020/05/20,396826,495534,0.8
2020/05/19,646111,719999,0.9
2020/05/18,469947,423252,1.11
2020/05/15,615097,492763,1.25
2020/05/14,1987370,1886040,1.05
2020/05/13,1757545,1964134,0.89
2020/05/12,1631623,1557859,1.05
2020/05/11,1221242,1141071,1.07
2020/05/08,857778,888221,0.97
2020/05/07,733883,692458,1.06
2020/05/06,908279,643942,1.41
2020/05/04,876629,760819,1.15
2020/04/29,662662,748489,0.89
2020/04/28,730237,565785,1.29
2020/04/27,608728,590288,1.03
2020/04/24,701417,542917,1.29
2020/04/23,605580,707605,0.86
2020/04/22,718288,675589,1.06
2020/04/21,1350511,855331,1.58
2020/04/20,526830,519901,1.01
2020/04/17,806967,913749,0.88
2020/04/16,575115,490964,1.17
2020/04/14,442959,445566,0.99
2020/04/13,455184,382001,1.19
2020/04/10,450124,525434,0.86
2020/04/09,2192415,2289601,0.96
2020/04/08,2041526,2104378,0.97
2020/04/07,1873950,1979816,0.95
2020/04/06,1463460,1483845,0.99
2020/04/03,1184025,1074173,1.1
2020/04/02,1150254,1109735,1.04
2020/04/01,1461214,1071450,1.36
2020/03/31,1130680,922812,1.23
2020/03/30,872594,960938,0.91
2020/03/27,1265237,1159592,1.09
2020/03/26,982610,1002593,0.98
2020/03/25,989497,1556629,0.64
2020/03/24,619860,1263546,0.49
2020/03/23,547561,824305,0.66
2020/03/20,602263,1097035,0.55
2020/03/19,459450,727970,0.63
2020/03/18,511971,817902,0.63
2020/03/17,457110,885437,0.52
2020/03/16,454008,728135,0.62
2020/03/13,403797,736121,0.55
2020/03/12,3756036,3517641,1.07
2020/03/11,3176844,3254596,0.98
2020/03/10,2946445,2490481,1.18
2020/03/09,3520699,1988949,1.77
2020/03/06,2256151,1943408,1.16
2020/03/05,2202173,2162008,1.02
2020/03/04,2316062,1981018,1.17
2020/03/03,2387843,1961886,1.22
2020/03/02,2440470,1921007,1.27
2020/02/28,2705567,2578349,1.05
2020/02/27,2171984,1657388,1.31
2020/02/26,1977196,1927114,1.03
2020/02/25,1962053,1635113,1.2
2020/02/24,2354501,2050549,1.15
2020/02/21,1635050,1418718,1.15
2020/02/20,1586199,1446675,1.1
2020/02/19,1235776,1325664,0.93
2020/02/18,1123584,1033851,1.09
2020/02/17,827429,924128,0.9
2020/02/14,1078559,1176188,0.92
2020/02/13,3265768,3721785,0.88
2020/02/12,2461983,2952443,0.83
2020/02/11,2204101,3246205,0.68
2020/02/10,2320214,2253628,1.03
2020/02/07,2711536,2909273,0.93
2020/02/06,2338349,3662950,0.64
2020/02/05,2202215,2197368,1.0
2020/02/04,2359890,2800821,0.84
2020/02/03,3023319,2765297,1.09
2020/01/31,2169456,1945786,1.11
2020/01/30,2073590,1943483,1.07
2020/01/29,1284486,1320116,0.97
2020/01/28,1887603,1402579,1.35
2020/01/23,1284119,1048286,1.22
2020/01/22,956710,1141383,0.84
2020/01/21,956386,886441,1.08
2020/01/20,1022348,926111,1.1
2020/01/17,934296,948610,0.98
2020/01/16,702784,805809,0.87
2020/01/15,733570,770983,0.95
2020/01/14,889610,894537,0.99
2020/01/13,712686,726602,0.98
2020/01/10,850771,819234,1.04
2020/01/09,1868506,1802133,1.04
2020/01/08,2845474,2453052,1.16
2020/01/07,1586097,2060255,0.77
2020/01/06,1469865,1619288,0.91
2020/01/03,2576101,2161994,1.19
2020/01/02,1255862,1290000,0.97
2019/12/30,588748,598305,0.98
2019/12/27,1418285,1551276,0.91
2019/12/26,593395,647637,0.92
2019/12/24,603654,746310,0.81
2019/12/23,626994,639272,0.98
2019/12/20,718940,740524,0.97
2019/12/19,650825,844334,0.77
2019/12/18,723617,776484,0.93
2019/12/17,904725,1006249,0.9
2019/12/16,506963,524570,0.97
2019/12/13,854628,865666,0.99
2019/12/12,2077631,2143690,0.97
2019/12/11,1637425,1377695,1.19
2019/12/10,1342470,1275975,1.05
2019/12/09,1334654,1210891,1.1
2019/12/06,1316400,1344675,0.98
2019/12/05,1382447,1271463,1.09
2019/12/04,1259408,1217997,1.03
2019/12/03,1343659,1355039,0.99
2019/12/02,881309,1043247,0.84
2019/11/29,1612829,1499499,1.08
2019/11/28,772582,707195,1.09
2019/11/27,863632,821696,1.05
2019/11/26,1279228,1162505,1.1
2019/11/25,795437,911333,0.87
2019/11/22,746045,725775,1.03
2019/11/21,1637088,1697613,0.96
2019/11/20,969874,907089,1.07
2019/11/19,880024,914198,0.96
2019/11/18,637157,571473,1.11
2019/11/15,1034889,1005638,1.03
2019/11/14,2001616,1752744,1.14
2019/11/13,1708503,1598807,1.07
2019/11/12,1540331,1743030,0.88
2019/11/11,1675825,1633137,1.03
2019/11/08,1565061,1624406,0.96
2019/11/07,1041896,1200579,0.87
2019/11/06,1240155,1787382,0.69
2019/11/05,1107600,1119478,0.99
2019/11/04,1070463,1223982,0.87
2019/11/01,978583,939001,1.04
2019/10/31,1143233,1071273,1.07
2019/10/30,964577,866850,1.11
2019/10/29,723416,758079,0.95
2019/10/28,698427,827253,0.84
2019/10/25,749388,767095,0.98
2019/10/24,921431,980044,0.94
2019/10/23,864652,800218,1.08
2019/10/22,1066615,1135439,0.94
2019/10/21,644060,577814,1.11
2019/10/18,973600,940617,1.04
2019/10/17,590073,596847,0.99
2019/10/16,935000,886596,1.05
2019/10/15,541017,577812,0.94
2019/10/14,830959,731409,1.14
2019/10/11,813136,702705,1.16
2019/10/10,3131093,2911994,1.08
2019/10/08,2046533,1970797,1.04
2019/10/07,1468025,1452667,1.01
2019/10/04,1602757,1633833,0.98
2019/10/02,1460294,1564563,0.93
2019/10/01,1078055,1346300,0.8
2019/09/30,1030967,1218750,0.85
2019/09/27,1132097,1307404,0.87
2019/09/26,863927,1138170,0.76
2019/09/25,885252,929392,0.95
2019/09/24,866241,1071652,0.81
2019/09/23,581614,652299,0.89
2019/09/20,757576,737473,1.03
2019/09/19,996049,1258306,0.79
2019/09/18,665026,652027,1.02
2019/09/17,511253,512973,1.0
2019/09/16,824637,627194,1.31
2019/09/11,2203008,2538222,0.87
2019/09/10,1542177,1556068,0.99
2019/09/09,1456986,1659500,0.88
2019/09/06,1011095,1201281,0.84
2019/09/05,2013160,2517853,0.8
2019/09/04,1423966,1621831,0.88
2019/09/03,1102546,1093865,1.01
2019/09/02,864830,892555,0.97
2019/08/30,1447194,1538273,0.94
2019/08/29,1046884,933635,1.12
2019/08/28,970721,1115815,0.87
2019/08/27,982089,955622,1.03
2019/08/26,1156725,1157225,1.0
2019/08/23,684888,848231,0.81
2019/08/22,931542,993013,0.94
2019/08/21,750502,781255,0.96
2019/08/20,1073105,990657,1.08
2019/08/19,622138,519731,1.2
2019/08/16,953453,809577,1.18
2019/08/14,722182,738562,0.98
2019/08/13,898047,631010,1.42
2019/08/12,682596,552624,1.24
2019/08/09,814766,689491,1.18
2019/08/08,3337108,2879768,1.16
2019/08/07,2645063,2182304,1.21
2019/08/06,3792354,3369556,1.13
2019/08/05,2912549,2098081,1.39
2019/08/02,1844853,1527142,1.21
2019/08/01,1457784,1640700,0.89
2019/07/31,1955813,1808732,1.08
2019/07/30,794208,843028,0.94
2019/07/29,1544973,1601342,0.96
2019/07/26,888264,802913,1.11
2019/07/25,1150529,1075198,1.07
2019/07/24,1096186,1016115,1.08
2019/07/23,834204,1015035,0.82
2019/07/22,638261,791805,0.81
2019/07/19,927233,1144030,0.81
2019/07/18,851067,888508,0.96
2019/07/17,833681,745217,1.12
2019/07/16,852447,809025,1.05
2019/07/15,636019,586283,1.08
2019/07/12,812028,631977,1.28
2019/07/11,2662056,2809555,0.95
2019/07/10,2088403,1691079,1.23
2019/07/09,2052177,1759489,1.17
2019/07/08,2829452,2162720,1.31
2019/07/05,1519277,1699161,0.89
2019/07/04,1454575,1633134,0.89
2019/07/03,1776689,1823946,0.97
2019/07/02,1127484,1605064,0.7
2019/07/01,1521465,1382863,1.1
2019/06/28,784354,848889,0.92
2019/06/27,1262857,1457925,0.87
2019/06/26,678862,748085,0.91
2019/06/25,897323,1002750,0.89
2019/06/24,694930,672188,1.03
2019/06/21,765002,730957,1.05
2019/06/20,700764,700811,1.0
2019/06/19,829708,906088,0.92
2019/06/18,632389,633577,1.0
2019/06/17,704022,627120,1.12
2019/06/14,872420,786205,1.11
2019/06/13,3221635,3349005,0.96
2019/06/12,1566952,1724456,0.91
2019/06/11,1320489,1720329,0.77
2019/06/10,1838039,2364954,0.78
2019/06/07,1777544,2211620,0.8
2019/06/05,1324339,1245708,1.06
2019/06/04,1202357,1070930,1.12
2019/06/03,1520771,1588014,0.96
2019/05/31,1327616,1523646,0.87
2019/05/30,1138337,1206617,0.94
2019/05/29,1466087,1847682,0.79
2019/05/28,1028284,1009635,1.02
2019/05/27,860687,1108929,0.78
2019/05/24,1074608,1032976,1.04
2019/05/23,1065262,1033883,1.03
2019/05/22,1277493,1866283,0.68
2019/05/21,1284028,1466145,0.88
2019/05/20,892070,1134959,0.79
2019/05/17,1047446,1191811,0.88
2019/05/16,1182459,1375240,0.86
2019/05/15,946066,985937,0.96
2019/05/14,1229312,1237949,0.99
2019/05/13,1090112,1035156,1.05
2019/05/10,1909217,1457951,1.31
2019/05/09,3492279,3566588,0.98
2019/05/08,2180837,2277984,0.96
2019/05/07,2250256,2116557,1.06
2019/05/03,1315659,1663688,0.79
2019/05/02,1519585,2128164,0.71
2019/04/30,2244631,2285145,0.98
2019/04/29,1549079,2166979,0.71
2019/04/26,1515991,1470981,1.03
2019/04/25,956468,924400,1.03
2019/04/24,1721177,1472679,1.17
2019/04/23,710392,730585,0.97
2019/04/22,857769,1009533,0.85
2019/04/19,599983,674997,0.89
2019/04/18,1342420,1413315,0.95
2019/04/17,614240,592467,1.04
2019/04/16,729976,649693,1.12
2019/04/15,867565,909709,0.95
2019/04/12,1023766,992974,1.03
2019/04/11,2330872,2583941,0.9
2019/04/10,1541140,1844694,0.84
2019/04/09,1509668,2186005,0.69
2019/04/08,1385728,1684716,0.82
2019/04/05,1081220,1385293,0.78
2019/04/04,1628047,2344437,0.69
2019/04/03,1663855,2575705,0.65
2019/04/02,1039040,1094981,0.95
2019/04/01,1242792,1344602,0.92
2019/03/29,996788,1011216,0.99
2019/03/28,1145351,1401673,0.82
2019/03/27,1491853,1580183,0.94
2019/03/26,899537,885577,1.02
2019/03/25,1541662,1242816,1.24
2019/03/22,1268874,1059339,1.2
2019/03/21,1544134,1823720,0.85
2019/03/20,1282881,1260382,1.02
2019/03/19,623067,700680,0.89
2019/03/18,666174,617756,1.08
2019/03/15,1347730,1449607,0.93
2019/03/14,2545589,2401608,1.06
2019/03/13,2406325,2293776,1.05
2019/03/12,1415930,1621243,0.87
2019/03/11,1100082,1312409,0.84
2019/03/08,1682638,1780540,0.95
2019/03/07,1422984,1602758,0.89
2019/03/06,1112989,1311554,0.85
2019/03/05,1506263,1997414,0.75
2019/03/04,1751859,2297720,0.76
2019/02/28,1661198,2258122,0.74
2019/02/27,760628,842425,0.9
2019/02/26,975254,1078919,0.9
2019/02/25,986198,1012415,0.97
2019/02/22,926672,926262,1.0
2019/02/21,1147986,1524537,0.75
2019/02/20,1184867,1499463,0.79
2019/02/19,972311,1219214,0.8
2019/02/18,821356,823842,1.0
2019/02/15,1548424,1239463,1.25
2019/02/14,2061649,2491213,0.83
2019/02/13,1545779,1900346,0.81
2019/02/12,1473984,2272602,0.65
2019/02/11,1169136,1722296,0.68
2019/02/08,1945283,1997025,0.97
2019/02/07,1495676,2027843,0.74
2019/02/01,1269419,1624309,0.78
2019/01/31,1682868,2926098,0.58
2019/01/30,1743641,2737241,0.64
2019/01/29,1108855,1503339,0.74
2019/01/28,1217352,1617852,0.75
2019/01/25,1623913,2454044,0.66
2019/01/24,1278170,1212529,1.05
2019/01/23,872170,1216144,0.72
2019/01/22,744775,910239,0.82
2019/01/21,1083802,1060010,1.02
2019/01/18,706209,840332,0.84
2019/01/17,922534,1103945,0.84
2019/01/16,825905,742024,1.11
2019/01/15,976493,1193581,0.82
2019/01/14,670721,585144,1.15
2019/01/11,856863,889091,0.96
2019/01/10,2047948,2271693,0.9
2019/01/09,1973072,2855846,0.69
2019/01/08,1378806,1573716,0.88
2019/01/07,1564389,1723178,0.91
2019/01/04,1501468,1664198,0.9
2019/01/03,1097154,1630047,0.67
2019/01/02,1412447,1732727,0.82
2018/12/28,908239,860064,1.06
2018/12/27,972044,1078355,0.9
2018/12/26,1190186,1312421,0.91
2018/12/24,545081,551895,0.99
2018/12/21,435616,422429,1.03
2018/12/20,1014708,1032698,0.98
2018/12/19,545018,609839,0.89
2018/12/18,777445,680700,1.14
2018/12/17,461266,467897,0.99
2018/12/14,1051949,1075443,0.98
2018/12/13,2372320,2509421,0.95
2018/12/12,1908430,2006977,0.95
2018/12/11,1315050,1628015,0.81
2018/12/10,1579448,1848745,0.85
2018/12/07,1277003,1682511,0.76
2018/12/06,1777034,2138464,0.83
2018/12/05,1327480,1717362,0.77
2018/12/04,1327299,1855209,0.72
2018/12/03,1426134,1640816,0.87
2018/11/30,1197147,1458684,0.82
2018/11/29,1501097,1704023,0.88
2018/11/28,880650,1047164,0.84
2018/11/27,1127213,1282423,0.88
2018/11/26,1040154,1033002,1.01
2018/11/23,930243,1036164,0.9
2018/11/22,625809,672653,0.93
2018/11/21,1061133,1421328,0.75
2018/11/20,956687,874700,1.09
2018/11/19,892355,866500,1.03
2018/11/16,990051,1082280,0.91
2018/11/15,992474,1030754,0.96
2018/11/14,789814,746499,1.06
2018/11/13,1460934,1345125,1.09
2018/11/12,783187,810765,0.97
2018/11/09,1291216,1119696,1.15
2018/11/08,2520887,2884987,0.87
2018/11/07,2820842,3792363,0.74
2018/11/06,2376070,2741567,0.87
2018/11/05,2466023,2464828,1.0
2018/11/02,2673821,3916107,0.68
2018/11/01,2085976,2607493,0.8
2018/10/31,1853836,1851255,1.0
2018/10/30,2002484,2644231,0.76
2018/10/29,2211936,2511637,0.88
2018/10/26,2518599,2981611,0.84
2018/10/25,2563267,2749849,0.93
2018/10/24,1785163,1852352,0.96
2018/10/23,2034086,2042135,1.0
2018/10/22,1227952,1350920,0.91
2018/10/19,1516063,1787905,0.85
2018/10/18,1181505,1178978,1.0
2018/10/17,1092262,1155762,0.95
2018/10/16,878448,1055039,0.83
2018/10/15,946352,1075816,0.88
2018/10/12,1473023,1592224,0.93
2018/10/11,4543644,3510260,1.29
2018/10/10,2504876,2396699,1.05
2018/10/08,1500913,1648821,0.91
2018/10/05,2199015,2053764,1.07
2018/10/04,2354061,2196063,1.07
2018/10/02,1544764,1422849,1.09
2018/10/01,1246148,1237242,1.01
2018/09/28,1056666,1040030,1.02
2018/09/27,1329637,1440863,0.92
2018/09/21,801744,939437,0.85
2018/09/20,1248069,1400730,0.89
2018/09/19,694184,851987,0.81
2018/09/18,926927,958985,0.97
2018/09/17,852478,727235,1.17
2018/09/14,1206380,1138698,1.06
2018/09/13,1764814,1609524,1.1
2018/09/12,1629435,1521746,1.07
2018/09/11,1904648,1569298,1.21
2018/09/10,1249246,1125099,1.11
2018/09/07,2176410,1992751,1.09
2018/09/06,1321690,1405759,0.94
2018/09/05,1460778,1368338,1.07
2018/09/04,930819,996734,0.93
2018/09/03,877739,910077,0.96
2018/08/31,972181,1248128,0.78
2018/08/30,1138068,1182617,0.96
2018/08/29,673251,718667,0.94
2018/08/28,1115163,1022689,1.09
2018/08/27,962094,1024449,0.94
2018/08/24,1116858,1063361,1.05
2018/08/23,865541,732555,1.18
2018/08/22,1036319,932399,1.11
2018/08/21,1036928,1068830,0.97
2018/08/20,750574,845951,0.89
2018/08/17,606163,595415,1.02
2018/08/16,1191710,1300011,0.92
2018/08/14,673177,724577,0.93
2018/08/13,1121223,1054807,1.06
2018/08/10,969008,956993,1.01
2018/08/09,1826904,1837175,0.99
2018/08/08,1170409,1256128,0.93
2018/08/07,1236659,1232780,1.0
2018/08/06,1317358,1184795,1.11
2018/08/03,1204815,1148318,1.05
2018/08/02,1943450,1734236,1.12
2018/08/01,951567,985203,0.97
2018/07/31,700394,681482,1.03
2018/07/30,789003,759888,1.04
2018/07/27,795655,680615,1.17
2018/07/26,884878,922212,0.96
2018/07/25,900588,942203,0.96
2018/07/24,815751,979369,0.83
2018/07/23,906823,1191285,0.76
2018/07/20,1067187,1327756,0.8
2018/07/19,788043,865283,0.91
2018/07/18,701527,788969,0.89
2018/07/17,694465,794507,0.87
2018/07/16,568791,562233,1.01
2018/07/13,855527,1033173,0.83
2018/07/12,2285113,2048620,1.12
2018/07/11,2152163,2016353,1.07
2018/07/10,1315335,1439172,0.91
2018/07/09,1569769,1907925,0.82
2018/07/06,1701534,2033611,0.84
2018/07/05,1338324,1845920,0.73
2018/07/04,1147861,1375022,0.83
2018/07/03,1812902,2257521,0.8
2018/07/02,1535812,1993380,0.77
2018/06/29,1181604,1488897,0.79
2018/06/28,1075302,1266304,0.85
2018/06/27,927867,1025457,0.9
2018/06/26,1200789,1452341,0.83
2018/06/25,1131324,1158780,0.98
2018/06/22,1190809,1470190,0.81
2018/06/21,982777,1154683,0.85
2018/06/20,1091919,1313083,0.83
2018/06/19,1045317,1033865,1.01
2018/06/18,959521,957263,1.0
2018/06/15,811955,742738,1.09
2018/06/14,2158572,2362942,0.91
2018/06/12,1529029,1838492,0.83
2018/06/11,1033825,1344488,0.77
2018/06/08,1211161,1271448,0.95
2018/06/07,1144644,1383395,0.83
2018/06/05,1091604,1132751,0.96
2018/06/04,829749,980224,0.85
2018/06/01,1186411,1295585,0.92
2018/05/31,1001493,1118322,0.9
2018/05/30,2141259,2071030,1.03
2018/05/29,850529,908296,0.94
2018/05/28,750657,632314,1.19
2018/05/25,787305,794850,0.99
2018/05/24,702919,700619,1.0
2018/05/23,768709,814491,0.94
2018/05/21,729639,748465,0.97
2018/05/18,437125,492083,0.89
2018/05/17,669197,625327,1.07
2018/05/16,696403,801237,0.87
2018/05/15,729264,652665,1.12
2018/05/14,660215,499905,1.32
2018/05/11,716400,631677,1.13
2018/05/10,1730002,1823191,0.95
2018/05/09,2017705,1871680,1.08
2018/05/08,1383775,1539708,0.9
2018/05/04,975094,1643535,0.59
2018/05/03,915867,1242613,0.74
2018/05/02,810225,1159791,0.7
2018/04/30,862401,836242,1.03
2018/04/27,1269458,1531773,0.83
2018/04/26,1070637,1389039,0.77
2018/04/25,988354,1089157,0.91
2018/04/24,984660,1120906,0.88
2018/04/23,525034,722101,0.73
2018/04/20,617470,643110,0.96
2018/04/19,661750,736597,0.9
2018/04/18,746148,905597,0.82
2018/04/17,548421,572297,0.96
2018/04/16,515328,505992,1.02
2018/04/13,624195,637267,0.98
2018/04/12,1891721,2074378,0.91
2018/04/11,1429658,1735262,0.82
2018/04/10,1873191,2470972,0.76
2018/04/09,1434389,1594690,0.9
2018/04/06,1263669,1456553,0.87
2018/04/05,1781313,2057836,0.87
2018/04/04,1426643,1756544,0.81
2018/04/03,1117142,1612371,0.69
2018/04/02,909141,1287041,0.71
2018/03/30,898862,973775,0.92
2018/03/29,913654,1148535,0.8
2018/03/28,1225613,1307321,0.94
2018/03/27,1015378,1066893,0.95
2018/03/26,1490422,1456965,1.02
2018/03/23,1628691,1613122,1.01
2018/03/22,1048061,1203970,0.87
2018/03/21,514637,561058,0.92
2018/03/20,798824,1007240,0.79
2018/03/19,770843,862928,0.89
2018/03/16,808752,886157,0.91
2018/03/15,803811,945730,0.85
2018/03/14,576639,691197,0.83
2018/03/13,601282,676997,0.89
2018/03/12,746204,942912,0.79
2018/03/09,1051651,1453355,0.72
2018/03/08,2792322,2189905,1.28
2018/03/07,2436932,3301870,0.74
2018/03/06,1747715,2108185,0.83
2018/03/05,1792177,2200014,0.81
2018/03/02,1705980,1796451,0.95
2018/02/28,1494215,1928206,0.77
2018/02/27,1300202,1424101,0.91
2018/02/26,941776,1007483,0.93
2018/02/23,1103975,1249016,0.88
2018/02/22,968325,1019594,0.95
2018/02/21,1229507,1549228,0.79
2018/02/20,1000868,1281941,0.78
2018/02/19,1455531,1317014,1.11
2018/02/14,1055776,1003190,1.05
2018/02/13,1185297,1418947,0.84
2018/02/12,932565,826124,1.13
2018/02/09,1391440,1147869,1.21
2018/02/08,3489179,3415341,1.02
2018/02/07,3732838,3444320,1.08
2018/02/06,3888273,2946896,1.32
2018/02/05,2710328,2763736,0.98
2018/02/02,2304815,2795971,0.82
2018/02/01,1504121,1869334,0.8
2018/01/31,2350744,3250650,0.72
2018/01/30,1902575,2028742,0.94
2018/01/29,1318564,1915992,0.69
2018/01/26,945571,1102506,0.86
2018/01/25,1448916,1431784,1.01
2018/01/24,889867,1192656,0.75
2018/01/23,1059802,1415380,0.75
2018/01/22,1109743,1261851,0.88
2018/01/19,501888,594696,0.84
2018/01/18,853378,1096237,0.78
2018/01/17,750832,862001,0.87
2018/01/16,818448,978618,0.84
2018/01/15,751579,811824,0.93
2018/01/12,1128766,1138858,0.99
2018/01/11,2201396,2753746,0.8
2018/01/10,2248823,2853577,0.79
2018/01/09,1869769,2831173,0.66
2018/01/08,2083092,2848777,0.73
2018/01/05,1230196,1813016,0.68
2018/01/04,1990284,1978081,1.01
2018/01/03,1011089,1169198,0.86
2018/01/02,1042810,1015761,1.03
2017/12/28,1154062,1531382,0.75
2017/12/27,912680,1208359,0.76
2017/12/26,911873,1118283,0.82
2017/12/22,743301,845881,0.88
2017/12/21,1188599,1435466,0.83
2017/12/20,510548,658388,0.78
2017/12/19,904233,964196,0.94
2017/12/18,511799,522636,0.98
2017/12/15,840784,809881,1.04
2017/12/14,2825187,3047313,0.93
2017/12/13,1882031,2375617,0.79
2017/12/12,1219861,1379196,0.88
2017/12/11,1010040,1254253,0.81
2017/12/08,1062028,1343309,0.79
2017/12/07,1545923,1840473,0.84
2017/12/06,1615396,1845455,0.88
2017/12/05,1220232,1592013,0.77
2017/12/04,1088242,1326228,0.82
2017/12/01,1120210,1222070,0.92
2017/11/30,1581323,1904591,0.83
2017/11/29,791395,777494,1.02
2017/11/28,971059,1466620,0.66
2017/11/27,1418082,1562250,0.91
2017/11/24,491949,545397,0.9
2017/11/23,537287,554386,0.97
2017/11/22,984038,1056551,0.93
2017/11/21,698510,757219,0.92
2017/11/20,940715,927051,1.01
2017/11/17,1284131,1325625,0.97
2017/11/16,747099,792988,0.94
2017/11/15,958903,818193,1.17
2017/11/14,625634,629342,0.99
2017/11/13,822385,727435,1.13
2017/11/10,895573,777593,1.15
2017/11/09,2612912,2965287,0.88
2017/11/08,2384869,3144437,0.76
2017/11/07,1699725,2050814,0.83
2017/11/06,1934932,2496380,0.78
2017/11/03,1410313,1896465,0.74
2017/11/02,1329846,1674759,0.79
2017/11/01,1550262,2575676,0.6
2017/10/31,1413352,1691688,0.84
2017/10/30,816278,1018566,0.8
2017/10/27,772599,1192186,0.65
2017/10/26,731917,918991,0.8
2017/10/25,823462,819359,1.01
2017/10/24,504347,488713,1.03
2017/10/23,632224,681776,0.93
2017/10/20,713591,705605,1.01
2017/10/19,936858,921458,1.02
2017/10/18,554781,608039,0.91
2017/10/17,417828,464070,0.9
2017/10/16,558403,610725,0.91
2017/10/13,784033,606489,1.29
2017/10/12,1883113,2405870,0.78
2017/10/11,1832245,2030358,0.9
2017/10/10,1463368,2033679,0.72
2017/09/29,894432,1315584,0.68
2017/09/28,831864,1029591,0.81
2017/09/27,672506,687443,0.98
2017/09/26,931228,1092920,0.85
2017/09/25,821444,1030484,0.8
2017/09/22,1191251,1283293,0.93
2017/09/21,681821,718358,0.95
2017/09/20,864066,958365,0.9
2017/09/19,593409,571512,1.04
2017/09/18,1174563,1438381,0.82
2017/09/15,934477,747117,1.25
2017/09/14,2447806,2303052,1.06
2017/09/13,2192464,2048287,1.07
2017/09/12,1439944,1515394,0.95
2017/09/11,1698005,1813016,0.94
2017/09/08,831570,874872,0.95
2017/09/07,1107718,1540874,0.72
2017/09/06,780242,968947,0.81
2017/09/05,1121802,1054088,1.06
2017/09/04,1216500,1406894,0.86
2017/09/01,930753,1155483,0.81
2017/08/31,942329,985627,0.96
2017/08/30,637397,696490,0.92
2017/08/29,1773509,1876668,0.95
2017/08/28,836476,837618,1.0
2017/08/25,889545,1005235,0.88
2017/08/24,909483,912888,1.0
2017/08/23,919268,817513,1.12
2017/08/22,764092,675521,1.13
2017/08/21,617813,646034,0.96
2017/08/18,947056,885238,1.07
2017/08/17,1024085,881444,1.16
2017/08/16,935984,696229,1.34
2017/08/14,817702,722973,1.13
2017/08/11,1065615,885104,1.2
2017/08/10,3738498,3186058,1.17
2017/08/09,2520897,2195285,1.15
2017/08/08,2103010,1903348,1.1
2017/08/07,1596459,1423811,1.12
2017/08/04,1724535,1679850,1.03
2017/08/03,3068054,2688211,1.14
2017/08/02,945163,986624,0.96
2017/08/01,1799844,2443555,0.74
2017/07/31,1506712,1259411,1.2
2017/07/28,2221417,1953182,1.14
2017/07/27,780537,932524,0.84
