지수명,종가,대비,등락률,PER,PBR,배당수익률,거래일자
코스피 200 에너지/화학,1161.54,22.43,1.97,415.84,1.2,0.9,2016-02-18
코스피 200 정보기술,1286.31,12.59,0.99,9.7,1.34,1.35,2016-02-18
코스피 200 금융,639.83,2.55,0.4,9.55,0.64,2.32,2016-02-18
코스피 200 생활소비재,1389.74,31.34,2.31,24.17,1.36,1.17,2016-02-18
코스피 200 경기소비재,1726.2,8.97,0.52,9.63,1.2,1.22,2016-02-18
코스피 200 산업재,683.12,9.85,1.46,44.34,1.71,1.18,2016-02-18
코스피 200 헬스케어,2289.38,94.67,4.31,48.36,3.51,0.43,2016-02-18
음식료·담배,5383.48,94.41,1.79,39.04,1.87,0.7,2016-02-18
코스피,1916.24,7.4,0.39,15.62,1.08,1.36,2016-02-19
코스피 200,235.27,0.53,0.23,14.17,1.08,1.37,2016-02-19
코스피 100,1745.91,2.99,0.17,13.64,1.06,1.43,2016-02-19
코스피 50,1483.49,2.37,0.16,12.37,1.05,1.48,2016-02-19
코스피 200 중소형주,1097.89,9.58,0.88,22.06,1.35,0.84,2016-02-19
코스피 200 초대형제외 지수,217.44,0.48,0.22,,,,2016-02-19
코스피200제외 코스피지수,2523.52,20.33,0.81,,,,2016-02-19
코스피 200 커뮤니케이션서비스,1326.89,2.22,0.17,,,,2016-02-19
코스피 200 건설,279.23,2.1,0.75,23.13,0.92,1.02,2016-02-19
코스피 200 중공업,243.68,0.85,0.35,,0.48,0.88,2016-02-19
코스피 200 철강/소재,813.28,1.72,0.21,15.72,0.53,2.65,2016-02-19
코스피 200 에너지/화학,1185.23,23.69,2.04,424.69,1.23,0.89,2016-02-19
코스피 200 정보기술,1283.33,2.98,0.23,9.71,1.34,1.35,2016-02-19
코스피 200 금융,629.34,10.49,1.64,9.4,0.63,2.35,2016-02-19
코스피 200 생활소비재,1401.73,11.99,0.86,24.38,1.37,1.16,2016-02-19
코스피 200 경기소비재,1736.92,10.72,0.62,9.68,1.21,1.21,2016-02-19
코스피 200 산업재,685.92,2.8,0.41,44.53,1.72,1.18,2016-02-19
코스피 200 헬스케어,2330.45,41.07,1.79,49.27,3.58,0.42,2016-02-19
음식료·담배,5405.55,22.07,0.41,39.2,1.87,0.7,2016-02-19
코스피,1916.36,0.12,0.01,15.62,1.08,1.36,2016-02-22
코스피 200,234.95,0.32,0.14,14.16,1.08,1.37,2016-02-22
코스피 100,1741.85,4.06,0.23,13.61,1.06,1.43,2016-02-22
코스피 50,1478.04,5.45,0.37,12.33,1.05,1.49,2016-02-22
코스피 200 중소형주,1108.41,10.52,0.96,22.25,1.36,0.83,2016-02-22
코스피 200 초대형제외 지수,217.75,0.31,0.14,,,,2016-02-22
코스피200제외 코스피지수,2537.53,14.01,0.56,,,,2016-02-22
코스피 200 커뮤니케이션서비스,1331.04,4.15,0.31,,,,2016-02-22
코스피 200 건설,275.73,3.5,1.25,22.86,0.91,1.03,2016-02-22
코스피 200 중공업,242.73,0.95,0.39,,0.47,0.88,2016-02-22
코스피 200 철강/소재,815.51,2.23,0.27,15.76,0.53,2.64,2016-02-22
코스피 200 에너지/화학,1191.6,6.37,0.54,427.25,1.24,0.88,2016-02-22
코스피 200 정보기술,1285.2,1.87,0.15,9.66,1.34,1.35,2016-02-22
코스피 200 금융,625.38,3.96,0.63,9.36,0.63,2.36,2016-02-22
코스피 200 생활소비재,1409.18,7.45,0.53,24.5,1.38,1.15,2016-02-22
코스피 200 경기소비재,1732.6,4.32,0.25,9.66,1.2,1.22,2016-02-22
코스피 200 산업재,689.46,3.54,0.52,44.65,1.72,1.18,2016-02-22
코스피 200 헬스케어,2386.58,56.13,2.41,50.37,3.66,0.41,2016-02-22
음식료·담배,5434.75,29.2,0.54,39.41,1.88,0.7,2016-02-22
코스피,1914.22,2.14,0.11,15.6,1.08,1.36,2016-02-23
코스피 200,235.03,0.08,0.03,14.15,1.08,1.37,2016-02-23
코스피 100,1744.06,2.21,0.13,13.62,1.06,1.43,2016-02-23
코스피 50,1481.39,3.35,0.23,12.35,1.05,1.48,2016-02-23
코스피 200 중소형주,1097.55,10.86,0.98,22.04,1.35,0.84,2016-02-23
코스피 200 초대형제외 지수,217.58,0.17,0.08,,,,2016-02-23
코스피200제외 코스피지수,2525.38,12.15,0.48,,,,2016-02-23
코스피 200 커뮤니케이션서비스,1334.94,3.9,0.29,,,,2016-02-23
코스피 200 건설,275.01,0.72,0.26,22.78,0.9,1.03,2016-02-23
코스피 200 중공업,244.4,1.67,0.69,,0.48,0.88,2016-02-23
코스피 200 철강/소재,830.22,14.71,1.8,16.06,0.54,2.59,2016-02-23
코스피 200 에너지/화학,1205.25,13.65,1.15,432.46,1.25,0.87,2016-02-23
코스피 200 정보기술,1290.38,5.18,0.4,9.7,1.34,1.35,2016-02-23
코스피 200 금융,623.32,2.06,0.33,9.32,0.63,2.37,2016-02-23
코스피 200 생활소비재,1395.53,13.65,0.97,24.23,1.36,1.17,2016-02-23
코스피 200 경기소비재,1733.1,0.5,0.03,9.66,1.2,1.22,2016-02-23
코스피 200 산업재,686.17,3.29,0.48,44.43,1.71,1.18,2016-02-23
코스피 200 헬스케어,2300.99,85.59,3.59,48.61,3.53,0.43,2016-02-23
음식료·담배,5383.59,51.16,0.94,39.04,1.87,0.7,2016-02-23
코스피,1912.53,1.69,0.09,15.59,1.08,1.36,2016-02-24
코스피 200,234.91,0.12,0.05,14.14,1.08,1.37,2016-02-24
코스피 100,1743.13,0.93,0.05,13.61,1.06,1.43,2016-02-24
코스피 50,1483.77,2.38,0.16,12.37,1.05,1.48,2016-02-24
코스피 200 중소형주,1096.74,0.81,0.07,22.01,1.35,0.84,2016-02-24
코스피 200 초대형제외 지수,217.84,0.26,0.12,,,,2016-02-24
코스피200제외 코스피지수,2516.8,8.58,0.34,,,,2016-02-24
코스피 200 커뮤니케이션서비스,1330.58,4.36,0.33,,,,2016-02-24
코스피 200 건설,267.23,7.78,2.83,22.2,0.88,1.06,2016-02-24
코스피 200 중공업,247.26,2.86,1.17,,0.48,0.87,2016-02-24
코스피 200 철강/소재,830.59,0.37,0.04,16.1,0.54,2.59,2016-02-24
코스피 200 에너지/화학,1197.06,8.19,0.68,429.93,1.25,0.87,2016-02-24
코스피 200 정보기술,1302.54,12.16,0.94,9.72,1.34,1.35,2016-02-24
코스피 200 금융,628.09,4.77,0.77,9.4,0.63,2.35,2016-02-24
코스피 200 생활소비재,1390.96,4.57,0.33,24.17,1.36,1.17,2016-02-24
코스피 200 경기소비재,1738.58,5.48,0.32,9.68,1.21,1.21,2016-02-24
코스피 200 산업재,663.84,22.33,3.25,42.89,1.65,1.22,2016-02-24
코스피 200 헬스케어,2293.57,7.42,0.32,48.49,3.52,0.43,2016-02-24
음식료·담배,5342.22,41.37,0.77,38.74,1.85,0.71,2016-02-24
코스피,1918.57,6.04,0.32,15.64,1.08,1.36,2016-02-25
코스피 200,235.37,0.46,0.2,14.19,1.08,1.37,2016-02-25
코스피 100,1745.62,2.49,0.14,13.65,1.06,1.43,2016-02-25
코스피 50,1485.66,1.89,0.13,12.4,1.05,1.48,2016-02-25
코스피 200 중소형주,1105.63,8.89,0.81,22.21,1.36,0.84,2016-02-25
코스피 200 초대형제외 지수,218.05,0.21,0.1,,,,2016-02-25
코스피200제외 코스피지수,2526.69,9.89,0.39,,,,2016-02-25
코스피 200 커뮤니케이션서비스,1325.69,4.89,0.37,,,,2016-02-25
코스피 200 건설,266.4,0.83,0.31,22.18,0.88,1.06,2016-02-25
코스피 200 중공업,246.46,0.8,0.32,,0.48,0.87,2016-02-25
코스피 200 철강/소재,830.5,0.09,0.01,16.05,0.54,2.59,2016-02-25
코스피 200 에너지/화학,1193.34,3.72,0.31,428.55,1.24,0.88,2016-02-25
코스피 200 정보기술,1297.4,5.14,0.39,9.72,1.34,1.35,2016-02-25
코스피 200 금융,626.15,1.94,0.31,9.39,0.63,2.36,2016-02-25
코스피 200 생활소비재,1422.19,31.23,2.25,24.75,1.39,1.14,2016-02-25
코스피 200 경기소비재,1727.61,10.97,0.63,9.64,1.2,1.22,2016-02-25
코스피 200 산업재,657.64,6.2,0.93,42.56,1.64,1.23,2016-02-25
코스피 200 헬스케어,2328.74,35.17,1.53,49.16,3.57,0.42,2016-02-25
음식료·담배,5353.71,11.49,0.22,38.82,1.86,0.71,2016-02-25
코스피,1920.16,1.59,0.08,15.66,1.08,1.35,2016-02-26
코스피 200,235.22,0.15,0.06,14.19,1.08,1.37,2016-02-26
코스피 100,1743.81,1.81,0.1,13.65,1.06,1.43,2016-02-26
코스피 50,1484.21,1.45,0.1,12.4,1.05,1.48,2016-02-26
코스피 200 중소형주,1110.27,4.64,0.42,22.29,1.36,0.83,2016-02-26
코스피 200 초대형제외 지수,218.21,0.16,0.07,,,,2016-02-26
코스피200제외 코스피지수,2540.75,14.06,0.56,,,,2016-02-26
코스피 200 커뮤니케이션서비스,1336.75,11.06,0.83,,,,2016-02-26
코스피 200 건설,266.33,0.07,0.03,22.21,0.88,0.99,2016-02-26
코스피 200 중공업,250.35,3.89,1.58,,0.49,0.86,2016-02-26
코스피 200 철강/소재,821.12,9.38,1.13,15.82,0.53,2.63,2016-02-26
코스피 200 에너지/화학,1189.5,3.84,0.32,427.3,1.24,0.88,2016-02-26
코스피 200 정보기술,1297.41,0.01,0.0,9.69,1.34,1.35,2016-02-26
코스피 200 금융,626.03,0.12,0.02,9.38,0.63,2.36,2016-02-26
코스피 200 생활소비재,1429.62,7.43,0.52,24.89,1.4,1.13,2016-02-26
코스피 200 경기소비재,1732.09,4.48,0.26,9.69,1.21,1.21,2016-02-26
코스피 200 산업재,652.12,5.52,0.84,42.18,1.63,1.24,2016-02-26
코스피 200 헬스케어,2318.42,10.32,0.44,48.96,3.55,0.42,2016-02-26
음식료·담배,5366.72,13.01,0.24,38.92,1.86,0.71,2016-02-26
코스피,1916.66,3.5,0.18,15.63,1.08,1.36,2016-02-29
코스피 200,234.63,0.59,0.25,14.15,1.08,1.37,2016-02-29
코스피 100,1739.52,4.29,0.25,13.61,1.06,1.43,2016-02-29
코스피 50,1479.93,4.28,0.29,12.36,1.05,1.48,2016-02-29
코스피 200 중소형주,1106.63,3.64,0.33,22.23,1.36,0.84,2016-02-29
코스피 200 초대형제외 지수,217.25,0.96,0.44,,,,2016-02-29
코스피200제외 코스피지수,2553.9,13.15,0.52,,,,2016-02-29
코스피 200 커뮤니케이션서비스,1350.01,13.26,0.99,,,,2016-02-29
코스피 200 건설,265.5,0.83,0.31,22.12,0.88,0.99,2016-02-29
코스피 200 중공업,245.08,5.27,2.11,,0.48,0.88,2016-02-29
코스피 200 철강/소재,828.05,6.93,0.84,15.93,0.54,2.61,2016-02-29
코스피 200 에너지/화학,1199.59,10.09,0.85,430.89,1.25,0.87,2016-02-29
코스피 200 정보기술,1291.59,5.82,0.45,9.69,1.34,1.35,2016-02-29
코스피 200 금융,621.56,4.47,0.71,9.32,0.62,2.37,2016-02-29
코스피 200 생활소비재,1425.3,4.32,0.3,24.77,1.39,1.14,2016-02-29
코스피 200 경기소비재,1718.37,13.72,0.79,9.62,1.2,1.22,2016-02-29
코스피 200 산업재,650.42,1.7,0.26,42.04,1.62,1.25,2016-02-29
코스피 200 헬스케어,2284.1,34.32,1.48,48.28,3.5,0.43,2016-02-29
음식료·담배,5312.13,54.59,1.02,38.52,1.84,0.71,2016-02-29
코스피,1947.42,30.76,1.6,15.88,1.1,1.33,2016-03-02
코스피 200,238.63,4.0,1.7,14.38,1.1,1.35,2016-03-02
코스피 100,1769.88,30.36,1.75,13.84,1.07,1.41,2016-03-02
코스피 50,1505.91,25.98,1.76,12.57,1.07,1.46,2016-03-02
코스피 200 중소형주,1120.57,13.94,1.26,22.5,1.37,0.83,2016-03-02
코스피 200 초대형제외 지수,221.0,3.75,1.73,,,,2016-03-02
코스피200제외 코스피지수,2589.99,36.09,1.41,,,,2016-03-02
코스피 200 커뮤니케이션서비스,1345.02,4.99,0.37,,,,2016-03-02
코스피 200 건설,269.5,4.0,1.51,22.43,0.89,0.98,2016-03-02
코스피 200 중공업,253.37,8.29,3.38,,0.49,0.85,2016-03-02
코스피 200 철강/소재,851.54,23.49,2.84,16.55,0.56,2.52,2016-03-02
코스피 200 에너지/화학,1241.19,41.6,3.47,445.85,1.29,0.84,2016-03-02
코스피 200 정보기술,1316.58,24.99,1.93,9.85,1.36,1.33,2016-03-02
코스피 200 금융,630.38,8.82,1.42,9.45,0.63,2.34,2016-03-02
코스피 200 생활소비재,1437.01,11.71,0.82,25.04,1.41,1.13,2016-03-02
코스피 200 경기소비재,1733.02,14.65,0.85,9.68,1.21,1.21,2016-03-02
코스피 200 산업재,660.0,9.58,1.47,42.74,1.65,1.23,2016-03-02
코스피 200 헬스케어,2355.44,71.34,3.12,49.85,3.62,0.42,2016-03-02
음식료·담배,5372.38,60.25,1.13,38.96,1.86,0.71,2016-03-02
코스피,1958.17,10.75,0.55,15.97,1.1,1.33,2016-03-03
코스피 200,240.09,1.46,0.61,14.45,1.1,1.34,2016-03-03
코스피 100,1780.44,10.56,0.6,13.9,1.08,1.4,2016-03-03
코스피 50,1513.6,7.69,0.51,12.61,1.07,1.45,2016-03-03
코스피 200 중소형주,1129.25,8.68,0.77,22.68,1.38,0.82,2016-03-03
코스피 200 초대형제외 지수,221.63,0.63,0.29,,,,2016-03-03
코스피200제외 코스피지수,2611.39,21.4,0.83,,,,2016-03-03
코스피 200 커뮤니케이션서비스,1351.72,6.7,0.5,,,,2016-03-03
코스피 200 건설,274.82,5.32,1.97,22.92,0.91,0.96,2016-03-03
코스피 200 중공업,264.27,10.9,4.3,,0.51,0.81,2016-03-03
코스피 200 철강/소재,855.18,3.64,0.43,16.62,0.56,2.5,2016-03-03
코스피 200 에너지/화학,1234.93,6.26,0.5,443.46,1.28,0.85,2016-03-03
코스피 200 정보기술,1327.1,10.52,0.8,9.98,1.38,1.31,2016-03-03
코스피 200 금융,636.78,6.4,1.02,9.54,0.64,2.32,2016-03-03
코스피 200 생활소비재,1422.42,14.59,1.02,24.79,1.4,1.14,2016-03-03
코스피 200 경기소비재,1732.95,0.07,0.0,9.68,1.2,1.21,2016-03-03
코스피 200 산업재,669.94,9.94,1.51,43.38,1.67,1.21,2016-03-03
코스피 200 헬스케어,2424.48,69.04,2.93,51.32,3.73,0.4,2016-03-03
음식료·담배,5359.36,13.02,0.24,38.86,1.86,0.71,2016-03-03
코스피,1955.63,2.54,0.13,15.95,1.1,1.33,2016-03-04
코스피 200,239.74,0.35,0.15,14.42,1.1,1.35,2016-03-04
코스피 100,1778.29,2.15,0.12,13.88,1.08,1.4,2016-03-04
코스피 50,1510.59,3.01,0.2,12.58,1.07,1.46,2016-03-04
코스피 200 중소형주,1124.4,4.85,0.43,22.53,1.38,0.83,2016-03-04
코스피 200 초대형제외 지수,221.46,0.17,0.08,,,,2016-03-04
코스피200제외 코스피지수,2621.26,9.87,0.38,,,,2016-03-04
코스피 200 커뮤니케이션서비스,1350.74,0.98,0.07,,,,2016-03-04
코스피 200 건설,276.45,1.63,0.59,23.08,0.91,0.95,2016-03-04
코스피 200 중공업,276.32,12.05,4.56,,0.54,0.78,2016-03-04
코스피 200 철강/소재,865.41,10.23,1.2,16.85,0.57,2.47,2016-03-04
코스피 200 에너지/화학,1216.22,18.71,1.52,437.06,1.27,0.86,2016-03-04
코스피 200 정보기술,1321.04,6.06,0.46,9.93,1.37,1.32,2016-03-04
코스피 200 금융,647.25,10.47,1.64,9.68,0.65,2.28,2016-03-04
코스피 200 생활소비재,1409.84,12.58,0.88,24.56,1.38,1.15,2016-03-04
코스피 200 경기소비재,1722.09,10.86,0.63,9.62,1.2,1.22,2016-03-04
코스피 200 산업재,675.35,5.41,0.81,43.63,1.68,1.2,2016-03-04
코스피 200 헬스케어,2397.29,27.19,1.12,50.78,3.69,0.41,2016-03-04
음식료·담배,5218.0,141.36,2.64,37.84,1.81,0.73,2016-03-04
코스피,1957.87,2.24,0.11,15.83,1.1,1.33,2016-03-07
코스피 200,240.21,0.47,0.2,14.45,1.1,1.34,2016-03-07
코스피 100,1782.43,4.14,0.23,13.9,1.08,1.4,2016-03-07
코스피 50,1512.46,1.87,0.12,12.59,1.07,1.46,2016-03-07
코스피 200 중소형주,1122.17,2.23,0.2,22.51,1.37,0.83,2016-03-07
코스피 200 초대형제외 지수,221.64,0.18,0.08,,,,2016-03-07
코스피200제외 코스피지수,2618.35,2.91,0.11,,,,2016-03-07
코스피 200 커뮤니케이션서비스,1323.33,27.41,2.03,,,,2016-03-07
코스피 200 건설,277.86,1.41,0.51,23.17,0.92,0.95,2016-03-07
코스피 200 중공업,288.59,12.27,4.44,,0.56,0.75,2016-03-07
코스피 200 철강/소재,872.62,7.21,0.83,16.96,0.57,2.46,2016-03-07
코스피 200 에너지/화학,1234.68,18.46,1.52,443.09,1.28,0.85,2016-03-07
코스피 200 정보기술,1313.44,7.6,0.58,9.93,1.37,1.32,2016-03-07
코스피 200 금융,655.01,7.76,1.2,9.78,0.66,2.26,2016-03-07
코스피 200 생활소비재,1395.13,14.71,1.04,24.3,1.37,1.16,2016-03-07
코스피 200 경기소비재,1721.22,0.87,0.05,9.62,1.2,1.22,2016-03-07
코스피 200 산업재,678.5,3.15,0.47,43.93,1.69,1.19,2016-03-07
코스피 200 헬스케어,2355.72,41.57,1.73,49.93,3.62,0.42,2016-03-07
음식료·담배,5243.28,25.28,0.48,38.02,1.82,0.72,2016-03-07
코스피,1946.12,11.75,0.6,15.73,1.1,1.34,2016-03-08
코스피 200,238.44,1.77,0.74,14.35,1.1,1.35,2016-03-08
코스피 100,1768.65,13.78,0.77,13.8,1.07,1.41,2016-03-08
코스피 50,1497.59,14.87,0.98,12.47,1.06,1.47,2016-03-08
코스피 200 중소형주,1118.49,3.68,0.33,22.43,1.37,0.83,2016-03-08
코스피 200 초대형제외 지수,221.01,0.63,0.28,,,,2016-03-08
코스피200제외 코스피지수,2617.63,0.72,0.03,,,,2016-03-08
코스피 200 커뮤니케이션서비스,1325.21,1.88,0.14,,,,2016-03-08
코스피 200 건설,280.34,2.48,0.89,23.36,0.93,0.94,2016-03-08
코스피 200 중공업,286.04,2.55,0.88,,0.56,0.75,2016-03-08
코스피 200 철강/소재,885.21,12.59,1.44,17.23,0.58,2.42,2016-03-08
코스피 200 에너지/화학,1229.98,4.7,0.38,441.65,1.28,0.85,2016-03-08
코스피 200 정보기술,1299.14,14.3,1.09,9.76,1.35,1.34,2016-03-08
코스피 200 금융,653.64,1.37,0.21,9.77,0.66,2.26,2016-03-08
코스피 200 생활소비재,1378.78,16.35,1.17,23.97,1.35,1.18,2016-03-08
코스피 200 경기소비재,1725.4,4.18,0.24,9.64,1.2,1.22,2016-03-08
코스피 200 산업재,677.69,0.81,0.12,43.86,1.69,1.2,2016-03-08
코스피 200 헬스케어,2339.52,16.2,0.69,49.59,3.6,0.42,2016-03-08
음식료·담배,5243.72,0.44,0.01,38.03,1.82,0.72,2016-03-08
코스피,1952.95,6.83,0.35,15.79,1.1,1.33,2016-03-09
코스피 200,239.13,0.69,0.29,14.39,1.1,1.35,2016-03-09
코스피 100,1772.26,3.61,0.2,13.83,1.07,1.41,2016-03-09
코스피 50,1501.36,3.77,0.25,12.5,1.06,1.47,2016-03-09
코스피 200 중소형주,1132.26,13.77,1.23,22.73,1.39,0.82,2016-03-09
코스피 200 초대형제외 지수,221.71,0.7,0.32,,,,2016-03-09
코스피200제외 코스피지수,2629.19,11.56,0.44,,,,2016-03-09
코스피 200 커뮤니케이션서비스,1341.05,15.84,1.2,,,,2016-03-09
코스피 200 건설,279.3,1.04,0.37,23.28,0.92,0.94,2016-03-09
코스피 200 중공업,284.24,1.8,0.63,,0.55,0.76,2016-03-09
코스피 200 철강/소재,876.28,8.93,1.01,16.97,0.57,2.45,2016-03-09
코스피 200 에너지/화학,1217.63,12.35,1.0,437.4,1.27,0.86,2016-03-09
코스피 200 정보기술,1300.31,1.17,0.09,9.77,1.35,1.34,2016-03-09
코스피 200 금융,650.06,3.58,0.55,9.72,0.65,2.28,2016-03-09
코스피 200 생활소비재,1405.17,26.39,1.91,24.43,1.38,1.16,2016-03-09
코스피 200 경기소비재,1744.9,19.5,1.13,9.75,1.21,1.21,2016-03-09
코스피 200 산업재,673.63,4.06,0.6,43.59,1.68,1.2,2016-03-09
코스피 200 헬스케어,2375.69,36.17,1.55,50.38,3.66,0.41,2016-03-09
음식료·담배,5433.71,189.99,3.62,39.4,1.88,0.7,2016-03-09
코스피,1969.33,16.38,0.84,15.92,1.11,1.32,2016-03-10
코스피 200,241.43,2.3,0.96,14.52,1.11,1.34,2016-03-10
코스피 100,1790.51,18.25,1.03,13.97,1.08,1.39,2016-03-10
코스피 50,1516.67,15.31,1.02,12.62,1.07,1.45,2016-03-10
코스피 200 중소형주,1134.73,2.47,0.22,22.8,1.39,0.82,2016-03-10
코스피 200 초대형제외 지수,222.96,1.25,0.56,,,,2016-03-10
코스피200제외 코스피지수,2640.78,11.59,0.44,,,,2016-03-10
코스피 200 커뮤니케이션서비스,1381.39,40.34,3.01,,,,2016-03-10
코스피 200 건설,282.78,3.48,1.25,23.53,0.93,0.93,2016-03-10
코스피 200 중공업,290.13,5.89,2.07,,0.56,0.74,2016-03-10
코스피 200 철강/소재,886.53,10.25,1.17,17.18,0.58,2.42,2016-03-10
코스피 200 에너지/화학,1237.29,19.66,1.61,445.15,1.29,0.84,2016-03-10
코스피 200 정보기술,1322.79,22.48,1.73,9.96,1.38,1.31,2016-03-10
코스피 200 금융,650.02,0.04,0.01,9.71,0.65,2.28,2016-03-10
코스피 200 생활소비재,1412.17,7.0,0.5,24.59,1.38,1.15,2016-03-10
코스피 200 경기소비재,1734.62,10.28,0.59,9.69,1.21,1.21,2016-03-10
코스피 200 산업재,681.28,7.65,1.14,44.09,1.7,1.19,2016-03-10
코스피 200 헬스케어,2366.54,9.15,0.39,50.17,3.64,0.41,2016-03-10
음식료·담배,5444.15,10.44,0.19,39.48,1.89,0.7,2016-03-10
코스피,1971.41,2.08,0.11,15.93,1.11,1.32,2016-03-11
코스피 200,241.97,0.54,0.22,14.53,1.11,1.34,2016-03-11
코스피 100,1795.67,5.16,0.29,13.98,1.09,1.39,2016-03-11
코스피 50,1524.33,7.66,0.51,12.67,1.08,1.45,2016-03-11
코스피 200 중소형주,1128.85,5.88,0.52,22.7,1.39,0.82,2016-03-11
코스피 200 초대형제외 지수,222.48,0.48,0.22,,,,2016-03-11
코스피200제외 코스피지수,2646.87,6.09,0.23,,,,2016-03-11
코스피 200 커뮤니케이션서비스,1390.11,8.72,0.63,,,,2016-03-11
코스피 200 건설,277.07,5.71,2.02,23.1,0.91,0.95,2016-03-11
코스피 200 중공업,287.74,2.39,0.82,,0.56,0.75,2016-03-11
코스피 200 철강/소재,886.82,0.29,0.03,17.19,0.58,2.42,2016-03-11
코스피 200 에너지/화학,1232.14,5.15,0.42,442.94,1.28,0.85,2016-03-11
코스피 200 정보기술,1333.86,11.07,0.84,10.1,1.4,1.3,2016-03-11
코스피 200 금융,648.96,1.06,0.16,9.66,0.65,2.29,2016-03-11
코스피 200 생활소비재,1409.95,2.22,0.16,24.51,1.38,1.15,2016-03-11
코스피 200 경기소비재,1730.75,3.87,0.22,9.68,1.2,1.21,2016-03-11
코스피 200 산업재,676.45,4.83,0.71,44.44,1.72,1.22,2016-03-11
코스피 200 헬스케어,2338.22,28.32,1.2,49.58,3.6,0.42,2016-03-11
음식료·담배,5443.91,0.24,0.0,39.48,1.89,0.7,2016-03-11
코스피,1972.27,0.86,0.04,15.94,1.11,1.32,2016-03-14
코스피 200,242.15,0.18,0.07,14.55,1.11,1.34,2016-03-14
코스피 100,1798.97,3.3,0.18,14.01,1.09,1.39,2016-03-14
코스피 50,1529.79,5.46,0.36,12.72,1.08,1.44,2016-03-14
코스피 200 중소형주,1115.73,13.12,1.16,22.46,1.37,0.83,2016-03-14
코스피 200 초대형제외 지수,222.42,0.06,0.03,,,,2016-03-14
코스피200제외 코스피지수,2640.13,6.74,0.25,,,,2016-03-14
코스피 200 커뮤니케이션서비스,1376.49,13.62,0.98,,,,2016-03-14
코스피 200 건설,274.01,3.06,1.1,22.86,0.91,0.96,2016-03-14
코스피 200 중공업,283.73,4.01,1.39,,0.55,0.76,2016-03-14
코스피 200 철강/소재,863.49,23.33,2.63,16.66,0.56,2.5,2016-03-14
코스피 200 에너지/화학,1243.11,10.97,0.89,446.59,1.29,0.84,2016-03-14
코스피 200 정보기술,1326.97,6.89,0.52,10.09,1.4,1.3,2016-03-14
코스피 200 금융,660.73,11.77,1.81,9.85,0.66,2.25,2016-03-14
코스피 200 생활소비재,1420.32,10.37,0.74,24.7,1.39,1.14,2016-03-14
코스피 200 경기소비재,1722.87,7.88,0.46,9.63,1.2,1.22,2016-03-14
코스피 200 산업재,668.44,8.01,1.18,43.98,1.7,1.23,2016-03-14
코스피 200 헬스케어,2314.11,24.11,1.03,49.05,3.56,0.42,2016-03-14
음식료·담배,5402.54,41.37,0.76,39.18,1.87,0.7,2016-03-14
코스피,1969.97,2.3,0.12,15.91,1.11,1.32,2016-03-15
코스피 200,241.83,0.32,0.13,14.54,1.11,1.34,2016-03-15
코스피 100,1795.78,3.19,0.18,14.0,1.09,1.39,2016-03-15
코스피 50,1526.79,3.0,0.2,12.71,1.08,1.44,2016-03-15
코스피 200 중소형주,1119.88,4.15,0.37,22.53,1.38,0.83,2016-03-15
코스피 200 초대형제외 지수,222.13,0.29,0.13,,,,2016-03-15
코스피200제외 코스피지수,2629.6,10.53,0.4,,,,2016-03-15
코스피 200 커뮤니케이션서비스,1379.25,2.76,0.2,,,,2016-03-15
코스피 200 건설,275.79,1.78,0.65,23.0,0.91,0.95,2016-03-15
코스피 200 중공업,282.85,0.88,0.31,,0.55,0.76,2016-03-15
코스피 200 철강/소재,863.42,0.07,0.01,16.7,0.56,2.49,2016-03-15
코스피 200 에너지/화학,1241.59,1.52,0.12,443.76,1.29,0.84,2016-03-15
코스피 200 정보기술,1327.26,0.29,0.02,10.09,1.4,1.3,2016-03-15
코스피 200 금융,654.96,5.77,0.87,9.78,0.66,2.26,2016-03-15
코스피 200 생활소비재,1426.59,6.27,0.44,24.82,1.4,1.14,2016-03-15
코스피 200 경기소비재,1713.65,9.22,0.54,9.58,1.19,1.23,2016-03-15
코스피 200 산업재,671.07,2.63,0.39,44.24,1.71,1.23,2016-03-15
코스피 200 헬스케어,2308.36,5.75,0.25,48.94,3.55,0.42,2016-03-15
음식료·담배,5413.25,10.71,0.2,39.26,1.88,0.7,2016-03-15
코스피,1974.9,4.93,0.25,15.95,1.11,1.32,2016-03-16
코스피 200,242.35,0.52,0.22,14.57,1.11,1.33,2016-03-16
코스피 100,1798.73,2.95,0.16,14.03,1.09,1.39,2016-03-16
코스피 50,1529.52,2.73,0.18,12.74,1.08,1.44,2016-03-16
코스피 200 중소형주,1128.73,8.85,0.79,22.52,1.41,0.83,2016-03-16
코스피 200 초대형제외 지수,222.59,0.46,0.21,,,,2016-03-16
코스피200제외 코스피지수,2632.94,3.34,0.13,,,,2016-03-16
코스피 200 커뮤니케이션서비스,1379.89,0.64,0.05,,,,2016-03-16
코스피 200 건설,270.69,5.1,1.85,22.54,0.89,0.97,2016-03-16
코스피 200 중공업,273.56,9.29,3.28,,0.53,0.79,2016-03-16
코스피 200 철강/소재,849.68,13.74,1.59,16.34,0.55,2.55,2016-03-16
코스피 200 에너지/화학,1235.43,6.16,0.5,441.28,1.28,0.85,2016-03-16
코스피 200 정보기술,1322.18,5.08,0.38,10.09,1.39,1.3,2016-03-16
코스피 200 금융,662.65,7.69,1.17,9.89,0.66,2.24,2016-03-16
