지수명,종가,대비,등락률,PER,PBR,배당수익률,거래일자
코스피 200 헬스케어,1141.37,11.08,0.98,,,,2015-01-28
음식료·담배,4504.19,27.41,0.6,26.56,1.58,0.72,2015-01-28
코스피,1951.02,10.56,0.54,15.85,1.13,1.11,2015-01-29
코스피 200,250.46,1.75,0.69,13.58,1.12,1.14,2015-01-29
코스피 100,1887.2,13.84,0.73,12.74,1.11,1.14,2015-01-29
코스피 50,1620.38,13.19,0.81,10.95,1.1,1.19,2015-01-29
코스피 200 중소형주,956.79,1.85,0.19,,,,2015-01-29
코스피 200 초대형제외 지수,227.14,1.17,0.51,,,,2015-01-29
코스피200제외 코스피지수,2190.55,1.41,0.06,,,,2015-01-29
코스피 200 커뮤니케이션서비스,1477.09,30.16,2.0,,,,2015-01-29
코스피 200 건설,309.97,0.38,0.12,,1.04,1.16,2015-01-29
코스피 200 중공업,360.06,2.51,0.69,165.62,0.97,1.01,2015-01-29
코스피 200 철강/소재,936.25,0.19,0.02,13.09,0.7,1.91,2015-01-29
코스피 200 에너지/화학,852.56,9.86,1.14,22.82,0.82,1.87,2015-01-29
코스피 200 정보기술,1611.31,37.99,2.3,9.07,1.68,0.8,2015-01-29
코스피 200 금융,732.24,2.25,0.31,17.21,0.77,1.27,2015-01-29
코스피 200 생활소비재,1198.67,3.87,0.32,32.43,1.26,1.22,2015-01-29
코스피 200 경기소비재,1792.39,7.11,0.4,8.18,1.15,1.12,2015-01-29
코스피 200 산업재,766.69,1.11,0.14,,,,2015-01-29
코스피 200 헬스케어,1132.1,9.27,0.81,,,,2015-01-29
음식료·담배,4501.81,2.38,0.05,26.55,1.58,0.72,2015-01-29
코스피,1949.26,1.76,0.09,15.84,1.13,1.11,2015-01-30
코스피 200,249.88,0.58,0.23,13.56,1.12,1.14,2015-01-30
코스피 100,1881.44,5.76,0.31,12.71,1.11,1.15,2015-01-30
코스피 50,1611.74,8.64,0.53,10.9,1.09,1.2,2015-01-30
코스피 200 중소형주,964.52,7.73,0.81,,,,2015-01-30
코스피 200 초대형제외 지수,226.2,0.94,0.41,,,,2015-01-30
코스피200제외 코스피지수,2191.55,1.0,0.05,,,,2015-01-30
코스피 200 커뮤니케이션서비스,1473.0,4.09,0.28,,,,2015-01-30
코스피 200 건설,310.91,0.94,0.3,,1.04,1.15,2015-01-30
코스피 200 중공업,363.73,3.67,1.02,167.25,0.98,1.0,2015-01-30
코스피 200 철강/소재,921.92,14.33,1.53,12.65,0.68,1.97,2015-01-30
코스피 200 에너지/화학,860.57,8.01,0.94,23.03,0.82,1.86,2015-01-30
코스피 200 정보기술,1602.55,8.76,0.54,9.06,1.68,0.8,2015-01-30
코스피 200 금융,721.06,11.18,1.53,16.97,0.76,1.29,2015-01-30
코스피 200 생활소비재,1208.17,9.5,0.79,32.71,1.27,1.21,2015-01-30
코스피 200 경기소비재,1792.62,0.23,0.01,8.19,1.15,1.12,2015-01-30
코스피 200 산업재,783.09,16.4,2.14,,,,2015-01-30
코스피 200 헬스케어,1156.42,24.32,2.15,,,,2015-01-30
음식료·담배,4544.54,42.73,0.95,26.8,1.59,0.72,2015-01-30
코스피,1952.68,3.42,0.18,15.87,1.13,1.11,2015-02-02
코스피 200,250.61,0.73,0.29,13.6,1.13,1.14,2015-02-02
코스피 100,1888.35,6.91,0.37,12.76,1.12,1.14,2015-02-02
코스피 50,1617.96,6.22,0.39,10.94,1.1,1.19,2015-02-02
코스피 200 중소형주,956.84,7.68,0.8,,,,2015-02-02
코스피 200 초대형제외 지수,226.91,0.71,0.31,,,,2015-02-02
코스피200제외 코스피지수,2181.64,9.91,0.45,,,,2015-02-02
코스피 200 커뮤니케이션서비스,1459.45,13.55,0.92,,,,2015-02-02
코스피 200 건설,316.6,5.69,1.83,,1.06,1.13,2015-02-02
코스피 200 중공업,367.65,3.92,1.08,168.44,0.99,1.0,2015-02-02
코스피 200 철강/소재,930.03,8.11,0.88,12.76,0.68,1.95,2015-02-02
코스피 200 에너지/화학,874.97,14.4,1.67,23.38,0.84,1.83,2015-02-02
코스피 200 정보기술,1592.42,10.13,0.63,9.05,1.68,0.81,2015-02-02
코스피 200 금융,722.34,1.28,0.18,17.0,0.76,1.28,2015-02-02
코스피 200 생활소비재,1206.06,2.11,0.17,32.67,1.26,1.21,2015-02-02
코스피 200 경기소비재,1801.27,8.65,0.48,8.22,1.15,1.12,2015-02-02
코스피 200 산업재,788.5,5.41,0.69,,,,2015-02-02
코스피 200 헬스케어,1139.28,17.14,1.48,,,,2015-02-02
음식료·담배,4551.37,6.83,0.15,26.84,1.59,0.72,2015-02-02
코스피,1951.96,0.72,0.04,15.86,1.13,1.11,2015-02-03
코스피 200,250.38,0.23,0.09,13.58,1.12,1.14,2015-02-03
코스피 100,1885.7,2.65,0.14,12.74,1.11,1.14,2015-02-03
코스피 50,1613.59,4.37,0.27,10.91,1.09,1.2,2015-02-03
코스피 200 중소형주,962.91,6.07,0.63,,,,2015-02-03
코스피 200 초대형제외 지수,226.74,0.17,0.07,,,,2015-02-03
코스피200제외 코스피지수,2190.59,8.95,0.41,,,,2015-02-03
코스피 200 커뮤니케이션서비스,1472.49,13.04,0.89,,,,2015-02-03
코스피 200 건설,316.79,0.19,0.06,,1.06,1.13,2015-02-03
코스피 200 중공업,369.73,2.08,0.57,169.37,0.99,0.99,2015-02-03
코스피 200 철강/소재,928.52,1.51,0.16,12.73,0.68,1.96,2015-02-03
코스피 200 에너지/화학,888.58,13.61,1.56,23.72,0.85,1.8,2015-02-03
코스피 200 정보기술,1593.7,1.28,0.08,9.04,1.68,0.81,2015-02-03
코스피 200 금융,726.18,3.84,0.53,17.06,0.76,1.28,2015-02-03
코스피 200 생활소비재,1201.98,4.08,0.34,32.58,1.26,1.21,2015-02-03
코스피 200 경기소비재,1776.03,25.24,1.4,8.11,1.14,1.13,2015-02-03
코스피 200 산업재,794.67,6.17,0.78,,,,2015-02-03
코스피 200 헬스케어,1141.14,1.86,0.16,,,,2015-02-03
음식료·담배,4584.63,33.26,0.73,27.04,1.6,0.71,2015-02-03
코스피,1962.79,10.83,0.55,15.95,1.14,1.1,2015-02-04
코스피 200,251.6,1.22,0.49,13.65,1.13,1.14,2015-02-04
코스피 100,1895.4,9.7,0.51,12.81,1.12,1.14,2015-02-04
코스피 50,1620.57,6.98,0.43,10.96,1.1,1.19,2015-02-04
코스피 200 중소형주,964.05,1.14,0.12,,,,2015-02-04
코스피 200 초대형제외 지수,228.52,1.78,0.79,,,,2015-02-04
코스피200제외 코스피지수,2208.89,18.3,0.84,,,,2015-02-04
코스피 200 커뮤니케이션서비스,1475.49,3.0,0.2,,,,2015-02-04
코스피 200 건설,319.78,2.99,0.94,,1.07,1.12,2015-02-04
코스피 200 중공업,370.66,0.93,0.25,169.95,1.0,0.99,2015-02-04
코스피 200 철강/소재,931.9,3.38,0.36,12.86,0.69,1.94,2015-02-04
코스피 200 에너지/화학,893.98,5.4,0.61,23.89,0.85,1.79,2015-02-04
코스피 200 정보기술,1611.23,17.53,1.1,9.07,1.68,0.8,2015-02-04
코스피 200 금융,728.46,2.28,0.31,17.11,0.76,1.28,2015-02-04
코스피 200 생활소비재,1206.51,4.53,0.38,32.71,1.27,1.21,2015-02-04
코스피 200 경기소비재,1791.51,15.48,0.87,8.18,1.15,1.12,2015-02-04
코스피 200 산업재,802.16,7.49,0.94,,,,2015-02-04
코스피 200 헬스케어,1148.3,7.16,0.63,,,,2015-02-04
음식료·담배,4648.87,64.24,1.4,27.42,1.63,0.7,2015-02-04
코스피,1952.84,9.95,0.51,15.88,1.13,1.11,2015-02-05
코스피 200,249.78,1.82,0.72,13.58,1.12,1.14,2015-02-05
코스피 100,1879.94,15.46,0.82,12.73,1.11,1.15,2015-02-05
코스피 50,1606.34,14.23,0.88,10.87,1.09,1.2,2015-02-05
코스피 200 중소형주,969.83,5.78,0.6,,,,2015-02-05
코스피 200 초대형제외 지수,226.43,2.09,0.91,,,,2015-02-05
코스피200제외 코스피지수,2209.98,1.09,0.05,,,,2015-02-05
코스피 200 커뮤니케이션서비스,1466.93,8.56,0.58,,,,2015-02-05
코스피 200 건설,319.73,0.05,0.02,,1.08,1.12,2015-02-05
코스피 200 중공업,367.73,2.93,0.79,199.5,0.99,1.0,2015-02-05
코스피 200 철강/소재,930.8,1.1,0.12,12.87,0.69,1.94,2015-02-05
코스피 200 에너지/화학,870.95,23.03,2.58,23.29,0.83,1.84,2015-02-05
코스피 200 정보기술,1595.47,15.76,0.98,9.02,1.67,0.81,2015-02-05
코스피 200 금융,708.34,20.12,2.76,16.72,0.75,1.31,2015-02-05
코스피 200 생활소비재,1206.09,0.42,0.03,32.72,1.27,1.21,2015-02-05
코스피 200 경기소비재,1797.79,6.28,0.35,8.2,1.15,1.12,2015-02-05
코스피 200 산업재,799.53,2.63,0.33,,,,2015-02-05
코스피 200 헬스케어,1156.15,7.85,0.68,,,,2015-02-05
음식료·담배,4657.36,8.49,0.18,27.47,1.63,0.7,2015-02-05
코스피,1955.52,2.68,0.14,15.91,1.14,1.11,2015-02-06
코스피 200,250.16,0.38,0.15,13.6,1.13,1.14,2015-02-06
코스피 100,1883.27,3.33,0.18,12.75,1.11,1.14,2015-02-06
코스피 50,1609.96,3.62,0.23,10.89,1.09,1.2,2015-02-06
코스피 200 중소형주,968.07,1.76,0.18,,,,2015-02-06
코스피 200 초대형제외 지수,226.19,0.24,0.11,,,,2015-02-06
코스피200제외 코스피지수,2211.92,1.94,0.09,,,,2015-02-06
코스피 200 커뮤니케이션서비스,1455.4,11.53,0.79,,,,2015-02-06
코스피 200 건설,318.03,1.7,0.53,,1.07,1.12,2015-02-06
코스피 200 중공업,372.28,4.55,1.24,202.89,1.01,0.98,2015-02-06
코스피 200 철강/소재,928.2,2.6,0.28,12.89,0.69,1.93,2015-02-06
코스피 200 에너지/화학,891.67,20.72,2.38,23.81,0.85,1.8,2015-02-06
코스피 200 정보기술,1591.46,4.01,0.25,9.06,1.68,0.81,2015-02-06
코스피 200 금융,711.95,3.61,0.51,16.8,0.75,1.3,2015-02-06
코스피 200 생활소비재,1209.36,3.27,0.27,32.8,1.27,1.21,2015-02-06
코스피 200 경기소비재,1761.29,36.5,2.03,8.04,1.13,1.14,2015-02-06
코스피 200 산업재,802.29,2.76,0.35,,,,2015-02-06
코스피 200 헬스케어,1155.96,0.19,0.02,,,,2015-02-06
음식료·담배,4661.94,4.58,0.1,27.49,1.63,0.7,2015-02-06
코스피,1947.0,8.52,0.44,15.84,1.13,1.11,2015-02-09
코스피 200,249.26,0.9,0.36,13.56,1.12,1.15,2015-02-09
코스피 100,1877.12,6.15,0.33,12.71,1.11,1.15,2015-02-09
코스피 50,1605.86,4.1,0.25,10.87,1.09,1.2,2015-02-09
코스피 200 중소형주,959.67,8.4,0.87,,,,2015-02-09
코스피 200 초대형제외 지수,224.01,2.18,0.96,,,,2015-02-09
코스피200제외 코스피지수,2189.68,22.24,1.01,,,,2015-02-09
코스피 200 커뮤니케이션서비스,1441.94,13.46,0.92,,,,2015-02-09
코스피 200 건설,317.98,0.05,0.02,,1.07,1.12,2015-02-09
코스피 200 중공업,374.04,1.76,0.47,203.54,1.01,0.98,2015-02-09
코스피 200 철강/소재,913.37,14.83,1.6,12.69,0.68,1.97,2015-02-09
코스피 200 에너지/화학,898.25,6.58,0.74,23.99,0.86,1.78,2015-02-09
코스피 200 정보기술,1585.49,5.97,0.38,9.13,1.69,0.8,2015-02-09
코스피 200 금융,700.37,11.58,1.63,16.58,0.74,1.32,2015-02-09
코스피 200 생활소비재,1206.34,3.02,0.25,32.72,1.27,1.21,2015-02-09
코스피 200 경기소비재,1720.18,41.11,2.33,7.85,1.1,1.17,2015-02-09
코스피 200 산업재,794.96,7.33,0.91,,,,2015-02-09
코스피 200 헬스케어,1155.26,0.7,0.06,,,,2015-02-09
음식료·담배,4651.41,10.53,0.23,27.43,1.63,0.7,2015-02-09
코스피,1935.86,11.14,0.57,15.75,1.12,1.12,2015-02-10
코스피 200,247.66,1.6,0.64,13.48,1.11,1.15,2015-02-10
코스피 100,1864.41,12.71,0.68,12.63,1.1,1.15,2015-02-10
코스피 50,1594.98,10.88,0.68,10.8,1.08,1.21,2015-02-10
코스피 200 중소형주,958.28,1.39,0.14,,,,2015-02-10
코스피 200 초대형제외 지수,222.96,1.05,0.47,,,,2015-02-10
코스피200제외 코스피지수,2180.42,9.26,0.42,,,,2015-02-10
코스피 200 커뮤니케이션서비스,1424.26,17.68,1.23,,,,2015-02-10
코스피 200 건설,315.75,2.23,0.7,,1.07,1.13,2015-02-10
코스피 200 중공업,366.08,7.96,2.13,199.26,0.99,1.0,2015-02-10
코스피 200 철강/소재,912.3,1.07,0.12,12.74,0.68,1.96,2015-02-10
코스피 200 에너지/화학,902.16,3.91,0.44,24.1,0.86,1.77,2015-02-10
코스피 200 정보기술,1561.63,23.86,1.5,9.01,1.67,0.81,2015-02-10
코스피 200 금융,698.64,1.73,0.25,16.52,0.74,1.32,2015-02-10
코스피 200 생활소비재,1203.1,3.24,0.27,32.64,1.26,1.21,2015-02-10
코스피 200 경기소비재,1718.54,1.64,0.1,7.84,1.1,1.17,2015-02-10
코스피 200 산업재,791.96,3.0,0.38,,,,2015-02-10
코스피 200 헬스케어,1142.1,13.16,1.14,,,,2015-02-10
음식료·담배,4596.52,54.89,1.18,27.11,1.61,0.71,2015-02-10
코스피,1945.7,9.84,0.51,15.83,1.13,1.11,2015-02-11
코스피 200,248.4,0.74,0.3,13.52,1.12,1.15,2015-02-11
코스피 100,1869.14,4.73,0.25,12.67,1.11,1.15,2015-02-11
코스피 50,1597.65,2.67,0.17,10.82,1.08,1.21,2015-02-11
코스피 200 중소형주,967.63,9.35,0.98,,,,2015-02-11
코스피 200 초대형제외 지수,224.96,2.0,0.9,,,,2015-02-11
코스피200제외 코스피지수,2213.79,33.37,1.53,,,,2015-02-11
코스피 200 커뮤니케이션서비스,1442.98,18.72,1.31,,,,2015-02-11
코스피 200 건설,318.65,2.9,0.92,,1.07,1.12,2015-02-11
코스피 200 중공업,372.12,6.04,1.65,203.06,1.01,0.98,2015-02-11
코스피 200 철강/소재,919.21,6.91,0.76,12.78,0.68,1.95,2015-02-11
코스피 200 에너지/화학,897.69,4.47,0.5,23.96,0.86,1.78,2015-02-11
코스피 200 정보기술,1578.37,16.74,1.07,8.97,1.66,0.81,2015-02-11
코스피 200 금융,703.82,5.18,0.74,16.65,0.74,1.31,2015-02-11
코스피 200 생활소비재,1214.25,11.15,0.93,32.95,1.28,1.2,2015-02-11
코스피 200 경기소비재,1730.96,12.42,0.72,7.9,1.11,1.16,2015-02-11
코스피 200 산업재,803.6,11.64,1.47,,,,2015-02-11
코스피 200 헬스케어,1152.01,9.91,0.87,,,,2015-02-11
음식료·담배,4594.37,2.15,0.05,27.1,1.61,0.71,2015-02-11
코스피,1941.63,4.07,0.21,15.8,1.13,1.11,2015-02-12
코스피 200,247.71,0.69,0.28,13.5,1.12,1.15,2015-02-12
코스피 100,1863.06,6.08,0.33,12.64,1.1,1.15,2015-02-12
코스피 50,1593.86,3.79,0.24,10.81,1.08,1.21,2015-02-12
코스피 200 중소형주,971.81,4.18,0.43,,,,2015-02-12
코스피 200 초대형제외 지수,224.69,0.27,0.12,,,,2015-02-12
코스피200제외 코스피지수,2206.62,7.17,0.32,,,,2015-02-12
코스피 200 커뮤니케이션서비스,1453.32,10.34,0.72,,,,2015-02-12
코스피 200 건설,315.91,2.74,0.86,,1.06,1.13,2015-02-12
코스피 200 중공업,372.86,0.74,0.2,203.87,1.01,0.97,2015-02-12
코스피 200 철강/소재,917.27,1.94,0.21,12.75,0.68,1.96,2015-02-12
코스피 200 에너지/화학,884.82,12.87,1.43,23.64,0.84,1.81,2015-02-12
코스피 200 정보기술,1576.2,2.17,0.14,8.93,1.65,0.82,2015-02-12
코스피 200 금융,699.1,4.72,0.67,16.57,0.74,1.32,2015-02-12
코스피 200 생활소비재,1226.97,12.72,1.05,33.28,1.29,1.19,2015-02-12
코스피 200 경기소비재,1729.48,1.48,0.09,7.89,1.1,1.16,2015-02-12
코스피 200 산업재,799.87,3.73,0.46,,,,2015-02-12
코스피 200 헬스케어,1153.61,1.6,0.14,,,,2015-02-12
음식료·담배,4610.18,15.81,0.34,27.19,1.61,0.71,2015-02-12
코스피,1957.5,15.87,0.82,15.92,1.14,1.1,2015-02-13
코스피 200,249.76,2.05,0.83,13.6,1.12,1.14,2015-02-13
코스피 100,1878.68,15.62,0.84,12.73,1.11,1.14,2015-02-13
코스피 50,1606.83,12.97,0.81,10.89,1.09,1.2,2015-02-13
코스피 200 중소형주,978.14,6.33,0.65,,,,2015-02-13
코스피 200 초대형제외 지수,226.26,1.57,0.7,,,,2015-02-13
코스피200제외 코스피지수,2231.38,24.76,1.12,,,,2015-02-13
코스피 200 커뮤니케이션서비스,1451.59,1.73,0.12,,,,2015-02-13
코스피 200 건설,317.04,1.13,0.36,,1.07,1.13,2015-02-13
코스피 200 중공업,369.88,2.98,0.8,201.37,1.0,0.99,2015-02-13
코스피 200 철강/소재,921.79,4.52,0.49,12.83,0.69,1.94,2015-02-13
코스피 200 에너지/화학,905.11,20.29,2.29,24.16,0.86,1.77,2015-02-13
코스피 200 정보기술,1579.22,3.02,0.19,9.0,1.67,0.81,2015-02-13
코스피 200 금융,700.54,1.44,0.21,16.51,0.74,1.32,2015-02-13
코스피 200 생활소비재,1246.91,19.94,1.63,33.85,1.31,1.17,2015-02-13
코스피 200 경기소비재,1742.14,12.66,0.73,7.95,1.11,1.16,2015-02-13
코스피 200 산업재,799.59,0.28,0.04,,,,2015-02-13
코스피 200 헬스케어,1172.1,18.49,1.6,,,,2015-02-13
음식료·담배,4668.12,57.94,1.26,27.53,1.63,0.7,2015-02-13
코스피,1958.23,0.73,0.04,15.93,1.14,1.1,2015-02-16
코스피 200,249.81,0.05,0.02,13.58,1.12,1.14,2015-02-16
코스피 100,1878.62,0.06,0.0,12.72,1.11,1.15,2015-02-16
코스피 50,1607.45,0.62,0.04,10.88,1.09,1.2,2015-02-16
코스피 200 중소형주,981.65,3.51,0.36,,,,2015-02-16
코스피 200 초대형제외 지수,225.68,0.58,0.26,,,,2015-02-16
코스피200제외 코스피지수,2250.79,19.41,0.87,,,,2015-02-16
코스피 200 커뮤니케이션서비스,1453.2,1.61,0.11,,,,2015-02-16
코스피 200 건설,318.85,1.81,0.57,,1.07,1.12,2015-02-16
코스피 200 중공업,365.75,4.13,1.12,198.58,0.99,1.0,2015-02-16
코스피 200 철강/소재,920.92,0.87,0.09,12.87,0.69,1.94,2015-02-16
코스피 200 에너지/화학,893.15,11.96,1.32,23.84,0.85,1.79,2015-02-16
코스피 200 정보기술,1578.42,0.8,0.05,9.03,1.67,0.81,2015-02-16
코스피 200 금융,700.54,0.0,0.0,16.49,0.74,1.32,2015-02-16
코스피 200 생활소비재,1240.95,5.96,0.48,33.65,1.3,1.18,2015-02-16
코스피 200 경기소비재,1742.75,0.61,0.04,7.95,1.11,1.16,2015-02-16
코스피 200 산업재,793.48,6.11,0.76,,,,2015-02-16
코스피 200 헬스케어,1196.64,24.54,2.09,,,,2015-02-16
음식료·담배,4639.24,28.88,0.62,27.36,1.62,0.7,2015-02-16
코스피,1961.45,3.22,0.16,15.96,1.14,1.1,2015-02-17
코스피 200,250.37,0.56,0.22,13.61,1.13,1.14,2015-02-17
코스피 100,1883.0,4.38,0.23,12.75,1.11,1.14,2015-02-17
코스피 50,1610.27,2.82,0.18,10.89,1.09,1.2,2015-02-17
코스피 200 중소형주,982.72,1.07,0.11,,,,2015-02-17
코스피 200 초대형제외 지수,226.2,0.52,0.23,,,,2015-02-17
코스피200제외 코스피지수,2248.29,2.5,0.11,,,,2015-02-17
코스피 200 커뮤니케이션서비스,1448.62,4.58,0.32,,,,2015-02-17
코스피 200 건설,324.3,5.45,1.71,,1.09,1.1,2015-02-17
코스피 200 중공업,368.45,2.7,0.74,200.39,0.99,0.99,2015-02-17
코스피 200 철강/소재,923.55,2.63,0.29,12.9,0.69,1.93,2015-02-17
코스피 200 에너지/화학,903.02,9.87,1.11,24.1,0.86,1.77,2015-02-17
코스피 200 정보기술,1572.72,5.7,0.36,9.03,1.67,0.81,2015-02-17
코스피 200 금융,697.21,3.33,0.48,16.4,0.73,1.33,2015-02-17
코스피 200 생활소비재,1234.28,6.67,0.54,33.42,1.29,1.18,2015-02-17
코스피 200 경기소비재,1765.16,22.41,1.29,8.05,1.13,1.14,2015-02-17
코스피 200 산업재,805.44,11.96,1.51,,,,2015-02-17
코스피 200 헬스케어,1195.78,0.86,0.07,,,,2015-02-17
음식료·담배,4653.0,13.76,0.3,27.44,1.63,0.7,2015-02-17
코스피,1968.39,6.94,0.35,16.84,1.14,1.1,2015-02-23
코스피 200,250.8,0.43,0.17,14.36,1.13,1.14,2015-02-23
코스피 100,1885.42,2.42,0.13,12.77,1.12,1.14,2015-02-23
코스피 50,1611.1,0.83,0.05,10.91,1.09,1.2,2015-02-23
코스피 200 중소형주,990.37,7.65,0.78,,,,2015-02-23
코스피 200 초대형제외 지수,227.19,0.99,0.44,,,,2015-02-23
코스피200제외 코스피지수,2269.53,21.24,0.94,,,,2015-02-23
코스피 200 커뮤니케이션서비스,1440.36,8.26,0.57,,,,2015-02-23
코스피 200 건설,328.86,4.56,1.41,,1.1,1.09,2015-02-23
코스피 200 중공업,366.22,2.23,0.61,199.12,0.99,1.0,2015-02-23
코스피 200 철강/소재,926.96,3.41,0.37,12.99,0.69,1.92,2015-02-23
코스피 200 에너지/화학,909.02,6.0,0.66,24.25,0.87,1.76,2015-02-23
코스피 200 정보기술,1561.25,11.47,0.73,8.97,1.66,0.81,2015-02-23
코스피 200 금융,700.76,3.55,0.51,16.48,0.74,1.32,2015-02-23
코스피 200 생활소비재,1246.35,12.07,0.98,33.79,1.31,1.17,2015-02-23
코스피 200 경기소비재,1776.9,11.74,0.67,8.1,1.13,1.13,2015-02-23
코스피 200 산업재,804.61,0.83,0.1,,,,2015-02-23
코스피 200 헬스케어,1204.5,8.72,0.73,,,,2015-02-23
음식료·담배,4691.64,38.64,0.83,27.67,1.64,0.69,2015-02-23
코스피,1976.12,7.73,0.39,16.91,1.15,1.09,2015-02-24
코스피 200,251.28,0.48,0.19,14.38,1.13,1.14,2015-02-24
코스피 100,1888.35,2.93,0.16,12.79,1.12,1.14,2015-02-24
코스피 50,1613.5,2.4,0.15,10.92,1.1,1.2,2015-02-24
코스피 200 중소형주,997.21,6.84,0.69,,,,2015-02-24
코스피 200 초대형제외 지수,227.75,0.56,0.25,,,,2015-02-24
코스피200제외 코스피지수,2304.32,34.79,1.53,,,,2015-02-24
코스피 200 커뮤니케이션서비스,1439.45,0.91,0.06,,,,2015-02-24
코스피 200 건설,330.44,1.58,0.48,,1.11,1.08,2015-02-24
코스피 200 중공업,359.85,6.37,1.74,195.3,0.97,1.02,2015-02-24
코스피 200 철강/소재,925.79,1.17,0.13,12.98,0.69,1.92,2015-02-24
코스피 200 에너지/화학,910.19,1.17,0.13,24.29,0.87,1.76,2015-02-24
코스피 200 정보기술,1570.65,9.4,0.6,9.0,1.67,0.81,2015-02-24
코스피 200 금융,702.69,1.93,0.28,16.52,0.74,1.32,2015-02-24
코스피 200 생활소비재,1248.67,2.32,0.19,33.86,1.31,1.17,2015-02-24
코스피 200 경기소비재,1783.84,6.94,0.39,8.13,1.14,1.13,2015-02-24
코스피 200 산업재,799.21,5.4,0.67,,,,2015-02-24
코스피 200 헬스케어,1212.56,8.06,0.67,,,,2015-02-24
음식료·담배,4686.32,5.32,0.11,27.64,1.64,0.69,2015-02-24
코스피,1990.47,14.35,0.73,17.03,1.16,1.09,2015-02-25
코스피 200,252.96,1.68,0.67,14.48,1.14,1.13,2015-02-25
코스피 100,1902.13,13.78,0.73,12.88,1.13,1.13,2015-02-25
코스피 50,1624.82,11.32,0.7,11.01,1.1,1.19,2015-02-25
코스피 200 중소형주,995.3,1.91,0.19,,,,2015-02-25
코스피 200 초대형제외 지수,229.13,1.38,0.61,,,,2015-02-25
코스피200제외 코스피지수,2325.97,21.65,0.94,,,,2015-02-25
코스피 200 커뮤니케이션서비스,1429.1,10.35,0.72,,,,2015-02-25
코스피 200 건설,337.84,7.4,2.24,,1.13,1.06,2015-02-25
코스피 200 중공업,367.06,7.21,2.0,198.67,0.99,1.0,2015-02-25
코스피 200 철강/소재,938.04,12.25,1.32,13.17,0.7,1.89,2015-02-25
코스피 200 에너지/화학,934.77,24.58,2.7,24.94,0.89,1.71,2015-02-25
코스피 200 정보기술,1562.62,8.03,0.51,9.01,1.67,0.81,2015-02-25
코스피 200 금융,707.88,5.19,0.74,16.65,0.74,1.31,2015-02-25
코스피 200 생활소비재,1245.94,2.73,0.22,33.81,1.31,1.17,2015-02-25
코스피 200 경기소비재,1792.82,8.98,0.5,8.18,1.15,1.12,2015-02-25
코스피 200 산업재,803.25,4.04,0.51,,,,2015-02-25
코스피 200 헬스케어,1197.74,14.82,1.22,,,,2015-02-25
음식료·담배,4670.93,15.39,0.33,27.55,1.63,0.7,2015-02-25
코스피,1993.08,2.61,0.13,17.05,1.16,1.08,2015-02-26
코스피 200,252.93,0.03,0.01,14.48,1.14,1.13,2015-02-26
코스피 100,1902.35,0.22,0.01,12.88,1.13,1.13,2015-02-26
코스피 50,1624.01,0.81,0.05,11.0,1.1,1.19,2015-02-26
코스피 200 중소형주,992.02,3.28,0.33,,,,2015-02-26
코스피 200 초대형제외 지수,229.3,0.17,0.07,,,,2015-02-26
코스피200제외 코스피지수,2350.13,24.16,1.04,,,,2015-02-26
코스피 200 커뮤니케이션서비스,1426.16,2.94,0.21,,,,2015-02-26
코스피 200 건설,347.45,9.61,2.84,,1.16,1.03,2015-02-26
코스피 200 중공업,377.62,10.56,2.88,203.17,1.01,0.98,2015-02-26
코스피 200 철강/소재,946.22,8.18,0.87,13.21,0.71,1.89,2015-02-26
