"시점",선행종합지수(2020=100),선행종합지수(2020=100),선행종합지수(2020=100),선행종합지수 전월비(%),선행종합지수 전월비(%),선행종합지수 전월비(%),재고순환지표(전월차)(%p),재고순환지표(전월차)(%p),재고순환지표(전월차)(%p),경제심리지수(전월차)(p),경제심리지수(전월차)(p),경제심리지수(전월차)(p),기계류내수출하지수(선박제외)(전월비)(%),기계류내수출하지수(선박제외)(전월비)(%),기계류내수출하지수(선박제외)(전월비)(%),건설수주액(전월비)(%),건설수주액(전월비)(%),건설수주액(전월비)(%),수출입물가비율(전월비)(%),수출입물가비율(전월비)(%),수출입물가비율(전월비)(%),코스피(전월비)(%),코스피(전월비)(%),코스피(전월비)(%),장단기금리차(전월차)(%p),장단기금리차(전월차)(%p),장단기금리차(전월차)(%p),선행지수 순환변동치,선행지수 순환변동치,선행지수 순환변동치,〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),선행지수 전년동월비(%),선행지수 전년동월비(%),선행지수 전년동월비(%),〔전년동월비 전월차〕(%p),〔전년동월비 전월차〕(%p),〔전년동월비 전월차〕(%p),동행종합지수(2020=100),동행종합지수(2020=100),동행종합지수(2020=100),동행종합지수 전월비(%),동행종합지수 전월비(%),동행종합지수 전월비(%),광공업생산지수(전월비)(%),광공업생산지수(전월비)(%),광공업생산지수(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),건설기성액(전월비)(%),건설기성액(전월비)(%),건설기성액(전월비)(%),소매판매액지수(전월비)(%),소매판매액지수(전월비)(%),소매판매액지수(전월비)(%),내수출하지수(전월비)(%),내수출하지수(전월비)(%),내수출하지수(전월비)(%),수입액(전월비)(%),수입액(전월비)(%),수입액(전월비)(%),비농림어업취업자수(전월비)(%),비농림어업취업자수(전월비)(%),비농림어업취업자수(전월비)(%),동행지수 순환변동치,동행지수 순환변동치,동행지수 순환변동치,〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),〔순환변동치 전월차〕(p),후행종합지수(2020=100),후행종합지수(2020=100),후행종합지수(2020=100),후행종합지수 전월비(%),후행종합지수 전월비(%),후행종합지수 전월비(%),생산자제품재고지수(전월비)(%),생산자제품재고지수(전월비)(%),생산자제품재고지수(전월비)(%),소비자물가지수변화율(서비스)(전월차)(%p),소비자물가지수변화율(서비스)(전월차)(%p),소비자물가지수변화율(서비스)(전월차)(%p),소비재수입액(전월비)(%),소비재수입액(전월비)(%),소비재수입액(전월비)(%),취업자수(전월비)(%),취업자수(전월비)(%),취업자수(전월비)(%),CP유통수익률(전월차)(%p),CP유통수익률(전월차)(%p),CP유통수익률(전월차)(%p)
"시점",원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률,원데이터,전년동월 대비 증감,증감률
"2021.08",107.4,6.9,6.9,0.1,-0.8,-88.9,-5.9,-8.2,-356.5,0.0,-6.5,-100.0,-0.9,-1.5,-250.0,10.8,6.7,163.4,-0.5,,,0.1,-6.0,-98.4,-0.03,-0.10,-160.0,102.7,3.3,3.3,-0.2,-0.8,-133.3,6.4,2.5,64.1,-0.4,-0.9,-180.0,104.4,5.0,5.0,0.2,-0.4,-66.7,1.1,-2.2,-66.7,-0.3,-1.1,-137.5,0.1,2.1,105.0,0.6,0.5,500.0,-0.2,-2.7,-108.0,-0.9,2.7,75.0,0.2,-0.1,-33.3,99.6,2.6,2.7,0.0,-0.4,-100.0,104.1,3.9,3.9,0.3,0.0,0.0,2.0,,,0.1,,,-2.3,-4.0,-235.3,0.2,-0.1,-33.3,0.0,0.2,100.0
"2021.09",107.3,6.2,6.1,-0.1,-0.7,-116.7,-6.0,-8.8,-314.3,-1.6,-4.7,-151.6,-2.5,-2.4,-2400.0,-0.6,1.4,70.0,-0.3,-1.3,-130.0,-1.2,-4.7,-134.3,-0.06,-0.10,-400.0,102.3,2.6,2.6,-0.4,-0.7,-233.3,5.7,1.4,32.6,-0.7,-1.1,-275.0,104.7,4.5,4.5,0.3,-0.5,-62.5,0.6,-1.9,-76.0,0.1,0.0,0.0,0.2,-1.6,-88.9,0.9,1.0,1000.0,-0.9,-2.3,-164.3,-0.3,-2.0,-117.6,0.2,0.1,100.0,99.6,2.0,2.0,0.0,-0.6,-100.0,104.5,4.0,4.0,0.4,0.1,33.3,2.8,3.8,380.0,0.1,0.0,0.0,-0.5,-1.6,-145.5,0.2,0.1,100.0,0.1,0.2,200.0
"2021.10",107.1,5.4,5.3,-0.2,-0.8,-133.3,-6.1,-8.9,-317.9,0.7,-3.3,-82.5,-2.5,-1.9,-316.7,-0.7,2.8,80.0,-1.3,-2.0,-285.7,-2.8,-5.1,-221.7,0.08,0.10,166.7,101.9,1.9,1.9,-0.4,-0.7,-233.3,4.9,0.2,4.3,-0.8,-1.2,-300.0,105.1,4.4,4.4,0.4,-0.1,-20.0,0.1,-1.6,-94.1,0.8,,,0.2,2.5,108.7,0.6,-0.4,-40.0,-0.5,-1.9,-135.7,0.7,-0.9,-56.3,0.2,0.1,100.0,99.7,1.8,1.8,0.1,-0.2,-66.7,105.1,4.5,4.5,0.6,0.5,500.0,2.5,3.9,278.6,0.4,0.7,233.3,-0.4,-4.8,-109.1,0.2,0.1,100.0,0.1,0.2,200.0
"2021.11",107.1,4.6,4.5,0.0,-0.8,-100.0,-4.2,-9.0,-187.5,0.5,-2.4,-82.8,-1.4,-3.0,-187.5,-9.7,-11.4,-670.6,-1.2,-1.3,-1300.0,-2.3,-4.5,-204.5,0.10,0.00,42.9,101.5,1.0,1.0,-0.4,-0.9,-180.0,4.2,-1.0,-19.2,-0.7,-1.2,-240.0,105.7,4.2,4.1,0.6,-0.2,-25.0,0.4,-1.0,-71.4,1.4,0.8,133.3,-0.4,-2.3,-121.1,-0.1,-0.2,-200.0,0.5,-0.9,-64.3,1.0,-0.1,-9.1,0.3,0.1,50.0,100.0,1.5,1.5,0.3,-0.3,-50.0,105.7,4.9,4.9,0.6,0.4,200.0,1.3,3.3,165.0,0.1,0.0,0.0,3.0,1.2,66.7,0.2,0.0,0.0,0.1,0.2,200.0
"2021.12",107.3,4.2,4.1,0.2,-0.4,-66.7,-0.9,-0.5,-125.0,0.0,-2.8,-100.0,0.9,-0.8,-47.1,-0.2,0.7,77.8,-0.7,0.0,0.0,-1.7,-7.0,-132.1,-0.02,-0.10,-166.7,101.4,0.6,0.6,-0.1,-0.4,-133.3,3.7,-1.8,-32.7,-0.5,-0.8,-266.7,106.5,4.9,4.8,0.8,0.7,700.0,2.0,1.6,400.0,0.8,0.6,300.0,1.6,4.1,164.0,-0.3,0.1,25.0,1.6,1.5,1500.0,1.8,0.6,50.0,0.2,,,100.7,2.3,2.3,0.7,0.8,800.0,106.3,5.2,5.1,0.6,0.3,100.0,1.8,2.7,300.0,0.2,,,2.5,0.2,8.7,0.2,0.1,100.0,0.1,,
"2022.01",107.6,3.8,3.7,0.3,-0.4,-57.1,1.2,-0.4,-25.0,-0.1,-1.5,-107.1,4.0,1.2,42.9,3.6,-0.5,-12.2,-0.7,0.4,36.4,-1.4,-11.0,-114.6,-0.11,-0.20,-320.0,101.5,0.3,0.3,0.1,-0.3,-75.0,3.4,-2.6,-43.3,-0.3,-0.8,-160.0,107.3,5.8,5.7,0.8,0.9,900.0,1.7,1.1,183.3,0.7,1.0,333.3,1.7,2.4,342.9,-0.7,-1.4,-200.0,1.0,1.6,266.7,2.1,1.9,950.0,0.2,0.6,150.0,101.2,3.1,3.2,0.5,0.8,266.7,106.7,5.3,5.2,0.4,0.1,33.3,0.2,,,-0.2,-0.8,-133.3,3.7,3.9,1950.0,0.3,0.7,175.0,0.1,,
"2022.02",107.7,3.3,3.2,0.1,-0.5,-83.3,0.1,-1.7,-94.4,-0.2,-1.8,-112.5,-0.3,-2.1,-116.7,3.4,5.9,236.0,-1.5,-0.3,-25.0,-2.7,-9.7,-138.6,-0.03,-0.10,-250.0,101.3,-0.2,-0.2,-0.2,-0.5,-166.7,2.9,-3.3,-53.2,-0.5,-0.7,-350.0,107.6,5.9,5.8,0.3,0.1,50.0,1.0,-0.3,-23.1,-0.5,,,0.0,1.6,100.0,-0.6,,,-0.2,0.0,0.0,0.8,-0.8,-50.0,0.5,0.6,600.0,101.2,3.1,3.2,0.0,,,107.2,5.4,5.3,0.5,0.1,25.0,0.4,-0.1,-20.0,0.2,0.0,0.0,1.9,0.8,72.7,0.5,0.6,600.0,0.1,,
"2022.03",107.8,2.7,2.6,0.1,-0.6,-85.7,0.2,-1.7,-89.5,-0.3,-5.6,-105.7,0.4,-0.9,-69.2,4.8,6.9,328.6,-2.3,-1.6,-228.6,-3.4,-6.5,-209.7,0.13,0.10,62.5,101.1,-0.8,-0.8,-0.2,-0.6,-150.0,2.5,-3.9,-60.9,-0.4,-0.6,-300.0,107.7,5.4,5.3,0.1,-0.5,-83.3,0.0,-0.7,-100.0,0.3,-1.2,-80.0,-2.4,-1.6,-200.0,-0.6,-1.2,-200.0,-0.7,-0.3,-75.0,0.3,-1.1,-78.6,0.4,0.0,0.0,101.0,2.4,2.4,-0.2,-0.7,-140.0,107.6,5.4,5.3,0.4,0.0,0.0,-1.2,-1.1,-1100.0,0.1,-0.2,-66.7,0.7,-1.0,-58.8,0.4,0.1,33.3,0.0,,
"2022.04",108.0,2.2,2.1,0.2,-0.5,-71.4,-1.5,-2.9,-207.1,0.1,-4.3,-97.7,-3.9,-5.4,-360.0,2.4,-3.1,-56.4,-0.6,-1.3,-185.7,-2.0,-2.8,-350.0,0.25,0.20,177.8,101.0,-1.3,-1.3,-0.1,-0.5,-125.0,2.3,-4.4,-65.7,-0.2,-0.5,-166.7,107.6,4.2,4.1,-0.1,-1.2,-109.1,-0.5,-0.9,-225.0,0.9,-0.7,-43.8,-2.0,-2.6,-433.3,-0.2,-0.7,-140.0,-1.5,-1.9,-475.0,-1.8,-4.2,-175.0,0.4,-0.4,-50.0,100.7,1.3,1.3,-0.3,-1.1,-137.5,108.0,5.3,5.2,0.4,-0.1,-20.0,0.1,0.4,133.3,0.1,-0.1,-50.0,0.2,-2.3,-92.0,0.4,-0.4,-50.0,0.1,,
"2022.05",108.5,2.0,1.9,0.5,-0.2,-28.6,0.1,-3.0,-96.8,0.3,-2.7,-90.0,1.8,0.9,100.0,1.2,3.3,157.1,0.0,-0.6,-100.0,-1.2,-2.0,-250.0,0.15,0.10,50.0,101.2,-1.5,-1.5,0.2,-0.2,-50.0,2.4,-4.6,-65.7,0.1,-0.2,-66.7,108.0,4.2,4.0,0.4,0.0,0.0,-0.8,0.2,20.0,1.6,0.5,45.5,2.6,3.9,300.0,0.4,-0.6,-60.0,-0.6,0.1,14.3,-1.0,-2.3,-176.9,0.1,-0.3,-75.0,100.9,1.3,1.3,0.2,0.0,0.0,108.4,5.3,5.1,0.4,0.0,0.0,-0.5,0.0,0.0,0.1,-0.1,-50.0,1.2,-1.0,-45.5,0.2,-0.1,-33.3,0.1,,
"2022.06",108.8,1.6,1.5,0.3,-0.4,-57.1,-3.4,-5.6,-254.5,-0.3,-3.1,-110.7,0.5,-0.8,-61.5,2.9,4.8,252.6,0.7,,,-2.8,-5.2,-216.7,0.18,0.10,350.0,101.2,-1.8,-1.7,0.0,-0.3,-100.0,2.3,-4.9,-68.1,-0.1,-0.3,-150.0,108.3,4.3,4.1,0.3,0.1,50.0,-0.7,-0.4,-133.3,1.4,0.8,133.3,1.1,2.1,210.0,-0.6,-1.3,-185.7,-0.4,-0.1,-33.3,0.5,1.0,200.0,0.2,0.0,0.0,101.0,1.4,1.4,0.1,,,109.0,5.6,5.4,0.6,0.3,100.0,2.3,2.7,675.0,0.3,0.2,200.0,-0.4,,,0.2,0.0,0.0,0.2,,
"2022.07",108.9,1.6,1.5,0.1,0.0,0.0,-1.9,-0.7,-58.3,-2.7,-2.2,-440.0,2.6,3.5,388.9,-0.4,8.0,95.2,-0.1,0.7,87.5,-4.4,-5.3,-588.9,-0.17,-0.20,-950.0,100.9,-2.0,-1.9,-0.3,-0.2,-200.0,2.0,-4.8,-70.6,-0.3,0.1,25.0,108.8,4.6,4.4,0.5,0.3,150.0,-0.5,-1.3,-162.5,0.6,0.5,500.0,0.4,1.4,140.0,-0.3,-0.8,-160.0,0.9,1.2,400.0,2.1,,,0.1,-0.1,-50.0,101.2,1.6,1.6,0.2,,,109.7,5.9,5.7,0.6,0.2,50.0,2.3,1.9,475.0,0.3,0.2,200.0,1.8,2.1,700.0,0.2,0.0,0.0,0.3,,
"2022.08",109.1,1.7,1.6,0.2,0.1,100.0,-0.1,5.8,98.3,-2.6,,,3.3,4.2,466.7,7.3,-3.5,-32.4,0.0,0.5,100.0,-2.0,-2.1,-2100.0,-0.23,-0.20,-666.7,100.8,-1.9,-1.9,-0.1,0.1,50.0,2.0,-4.4,-68.8,0.0,0.4,100.0,109.4,5.0,4.8,0.6,0.4,200.0,-1.2,-2.3,-209.1,0.7,1.0,333.3,-0.5,-0.6,-600.0,1.0,0.4,66.7,1.0,1.2,600.0,3.6,4.5,500.0,0.1,-0.1,-50.0,101.5,1.9,1.9,0.3,,,110.4,6.3,6.1,0.6,0.3,100.0,1.8,-0.2,-10.0,0.2,0.1,100.0,3.0,5.3,230.4,0.0,-0.2,-100.0,0.3,,
"2022.09",109.3,2.0,1.9,0.2,0.3,300.0,4.2,10.2,170.0,-1.6,0.0,0.0,0.8,3.3,132.0,-0.3,0.3,50.0,-0.2,0.1,33.3,-1.9,-0.7,-58.3,-0.17,-0.10,-183.3,100.7,-1.6,-1.6,-0.1,0.3,75.0,2.0,-3.7,-64.9,0.0,0.7,100.0,109.7,5.0,4.8,0.3,0.0,0.0,-1.7,-2.3,-383.3,0.5,0.4,400.0,0.8,0.6,300.0,0.6,-0.3,-33.3,-0.2,0.7,77.8,1.9,2.2,733.3,0.1,-0.1,-50.0,101.6,2.0,2.0,0.1,,,110.9,6.4,6.1,0.5,0.1,25.0,-0.5,-3.3,-117.9,0.1,0.0,0.0,3.1,3.6,720.0,0.0,-0.2,-100.0,0.3,0.2,200.0
"2022.10",109.6,2.5,2.3,0.3,0.5,250.0,3.3,9.4,154.1,-0.9,-1.6,-228.6,1.9,4.4,176.0,-12.5,-11.8,-1685.7,-0.3,1.0,76.9,-1.8,1.0,35.7,0.00,-0.10,-100.0,100.7,-1.2,-1.2,0.0,0.4,100.0,2.0,-2.9,-59.2,0.0,0.8,100.0,109.8,4.7,4.5,0.1,-0.3,-75.0,-2.2,-2.3,-2300.0,0.3,-0.5,-62.5,3.1,2.9,1450.0,0.7,0.1,16.7,-1.0,-0.5,-100.0,0.5,-0.2,-28.6,0.0,-0.2,-100.0,101.5,1.8,1.8,-0.1,-0.2,-200.0,111.3,6.2,5.9,0.4,-0.2,-33.3,-0.7,-3.2,-128.0,0.0,-0.4,-100.0,-0.1,0.3,75.0,0.0,-0.2,-100.0,0.5,0.4,400.0
"2022.11",109.5,2.4,2.2,-0.1,,,-1.8,2.4,57.1,-2.7,-3.2,-640.0,-1.0,0.4,28.6,-16.5,-6.8,-70.1,-0.2,1.0,83.3,-0.9,1.4,60.9,-0.06,-0.20,-160.0,100.4,-1.1,-1.1,-0.3,0.1,25.0,1.8,-2.4,-57.1,-0.2,0.5,71.4,109.6,3.9,3.7,-0.2,-0.8,-133.3,-0.9,-1.3,-325.0,0.1,-1.3,-92.9,1.6,2.0,500.0,-1.4,-1.3,-1300.0,-0.7,-1.2,-240.0,-1.3,-2.3,-230.0,0.1,-0.2,-66.7,101.0,1.0,1.0,-0.5,-0.8,-266.7,111.8,6.1,5.8,0.4,-0.2,-33.3,1.0,-0.3,-23.1,0.0,-0.1,-100.0,-2.9,-5.9,-196.7,0.0,-0.2,-100.0,0.8,0.7,700.0
"2022.12",109.3,2.0,1.9,-0.2,-0.4,-200.0,-2.6,-1.7,-188.9,-2.2,,,0.4,-0.5,-55.6,-14.6,-14.4,-7200.0,0.2,0.9,128.6,0.4,2.1,123.5,-0.35,-0.30,-1650.0,99.9,-1.5,-1.5,-0.5,-0.4,-400.0,1.5,-2.2,-59.5,-0.3,0.2,40.0,109.1,2.6,2.4,-0.5,-1.3,-162.5,-2.2,-4.2,-210.0,0.0,-0.8,-100.0,0.9,-0.7,-43.8,-0.7,-0.4,-133.3,-0.9,-2.5,-156.3,-2.9,-4.7,-261.1,0.1,-0.1,-50.0,100.4,-0.3,-0.3,-0.6,-1.3,-185.7,112.3,6.0,5.6,0.4,-0.2,-33.3,1.2,-0.6,-33.3,-0.1,-0.3,-150.0,-2.3,-4.8,-192.0,0.0,-0.2,-100.0,0.8,0.7,700.0
"2023.01",109.2,1.6,1.5,-0.1,-0.4,-133.3,-4.4,-5.6,-466.7,-1.7,-1.6,-1600.0,-4.3,-8.3,-207.5,25.4,21.8,605.6,-0.1,0.6,85.7,1.9,3.3,235.7,-0.39,-0.30,-254.5,99.6,-1.9,-1.9,-0.3,-0.4,-400.0,1.3,-2.1,-61.8,-0.2,0.1,33.3,108.8,1.5,1.4,-0.3,-1.1,-137.5,-0.5,-2.2,-129.4,0.0,-0.7,-100.0,-0.8,-2.5,-147.1,-1.9,-1.2,-171.4,-0.3,-1.3,-130.0,-1.0,-3.1,-147.6,0.0,-0.2,-100.0,99.9,-1.3,-1.3,-0.5,-1.0,-200.0,112.7,6.0,5.6,0.4,0.0,0.0,1.8,1.6,800.0,-0.1,0.1,50.0,-0.3,-4.0,-108.1,0.0,-0.3,-100.0,0.3,0.2,200.0
"2023.02",109.2,1.5,1.4,0.0,-0.1,-100.0,0.0,-0.1,-100.0,0.0,0.2,100.0,-3.2,-2.9,-966.7,0.0,-3.4,-100.0,-0.6,0.9,60.0,0.5,3.2,118.5,-0.27,-0.20,-800.0,99.3,-2.0,-2.0,-0.3,-0.1,-50.0,1.1,-1.8,-62.1,-0.2,0.3,60.0,109.2,1.6,1.5,0.4,0.1,33.3,-0.9,-1.9,-190.0,0.4,0.9,180.0,2.9,,,1.0,1.6,266.7,-0.4,-0.2,-100.0,0.8,0.0,0.0,0.2,-0.3,-60.0,100.1,-1.1,-1.1,0.2,,,112.9,5.7,5.3,0.2,-0.3,-60.0,0.8,0.4,100.0,-0.1,-0.3,-150.0,-0.4,-2.3,-121.1,0.2,-0.3,-60.0,-0.3,-0.4,-400.0
"2023.03",109.2,1.4,1.3,0.0,-0.1,-100.0,0.3,0.1,50.0,-0.1,0.2,66.7,-2.8,-3.2,-800.0,-4.7,-9.5,-197.9,-0.2,2.1,91.3,0.8,4.2,123.5,-0.11,-0.20,-184.6,99.1,-2.0,-2.0,-0.2,0.0,0.0,1.1,-1.4,-56.0,0.0,0.4,100.0,109.9,2.2,2.0,0.6,0.5,500.0,2.0,,,0.3,0.0,0.0,1.3,3.7,154.2,0.3,0.9,150.0,0.4,1.1,157.1,0.4,0.1,33.3,0.2,-0.2,-50.0,100.5,-0.5,-0.5,0.4,0.6,300.0,113.0,5.4,5.0,0.1,-0.3,-75.0,0.3,1.5,125.0,0.0,-0.1,-100.0,0.7,0.0,0.0,0.3,-0.1,-25.0,-0.5,,
"2023.04",109.4,1.4,1.3,0.2,0.0,0.0,-0.2,1.3,86.7,1.3,1.2,1200.0,-0.7,3.2,82.1,-24.4,-26.8,-1116.7,-0.1,0.5,83.3,2.2,4.2,210.0,-0.12,-0.40,-148.0,98.9,-2.1,-2.1,-0.2,-0.1,-100.0,1.0,-1.3,-56.5,-0.1,0.1,50.0,110.4,2.8,2.6,0.5,0.6,600.0,0.7,1.2,240.0,0.6,-0.3,-33.3,1.2,3.2,160.0,1.0,1.2,600.0,-0.3,1.2,80.0,-0.3,1.5,83.3,0.2,-0.2,-50.0,100.7,0.0,0.0,0.2,0.5,166.7,113.3,5.3,4.9,0.3,-0.1,-25.0,1.7,1.6,1600.0,0.0,-0.1,-100.0,-0.9,-1.1,-550.0,0.3,-0.1,-25.0,-0.3,-0.4,-400.0
"2023.05",109.8,1.3,1.2,0.4,-0.1,-20.0,-0.7,-0.8,-800.0,1.0,0.7,233.3,0.4,-1.4,-77.8,3.0,1.8,150.0,0.9,,,1.0,2.2,183.3,-0.10,-0.30,-166.7,99.1,-2.1,-2.1,0.2,0.0,0.0,1.2,-1.2,-50.0,0.2,0.1,100.0,110.7,2.7,2.5,0.3,-0.1,-25.0,2.1,2.9,362.5,0.1,-1.5,-93.8,-1.9,-4.5,-173.1,-0.8,-1.2,-300.0,0.4,1.0,166.7,1.0,2.0,200.0,0.1,0.0,0.0,100.8,-0.1,-0.1,0.1,-0.1,-50.0,113.5,5.1,4.7,0.2,-0.2,-50.0,1.5,2.0,400.0,-0.1,-0.2,-200.0,-2.0,-3.2,-266.7,0.2,0.0,0.0,-0.1,-0.2,-200.0
"2023.06",110.5,1.7,1.6,0.6,0.3,100.0,4.0,7.4,217.6,1.5,1.8,600.0,0.0,-0.5,-100.0,8.6,5.7,196.6,0.7,0.0,0.0,2.4,5.2,185.7,-0.01,-0.20,-105.6,99.4,-1.8,-1.8,0.3,,,1.7,-0.6,-26.1,0.5,0.6,600.0,110.9,2.6,2.4,0.2,-0.1,-33.3,0.0,0.7,100.0,0.3,-1.1,-78.6,0.3,-0.8,-72.7,0.2,0.8,133.3,0.1,0.5,125.0,-0.3,-0.8,-160.0,0.1,-0.1,-50.0,100.8,-0.2,-0.2,0.0,-0.1,-100.0,113.7,4.7,4.3,0.2,-0.4,-66.7,0.2,-2.1,-91.3,-0.2,-0.5,-166.7,1.7,2.1,525.0,0.0,-0.2,-100.0,0.0,-0.2,-100.0
"2023.07",111.1,2.2,2.0,0.5,0.4,400.0,3.8,5.7,300.0,0.1,2.8,103.7,0.0,-2.6,-100.0,2.2,2.6,650.0,0.7,0.8,800.0,0.9,5.3,120.5,0.11,0.30,164.7,99.8,-1.1,-1.1,0.4,0.7,233.3,2.1,0.1,5.0,0.4,0.7,233.3,110.8,2.0,1.8,-0.1,-0.6,-120.0,-0.2,0.3,60.0,0.4,-0.2,-33.3,-0.1,-0.5,-125.0,-0.4,-0.1,-33.3,0.2,-0.7,-77.8,-3.0,-5.1,-242.9,0.0,-0.1,-100.0,100.5,-0.7,-0.7,-0.3,-0.5,-250.0,113.7,4.0,3.6,0.0,-0.6,-100.0,-1.5,-3.8,-165.2,-0.3,-0.6,-200.0,-1.9,-3.7,-205.6,0.0,-0.2,-100.0,0.0,-0.3,-100.0
"2023.08",111.5,2.4,2.2,0.4,0.2,100.0,1.9,2.0,2000.0,-0.1,2.5,96.2,-1.4,-4.7,-142.4,-10.6,-17.9,-245.2,0.1,,,0.5,2.5,125.0,0.16,0.40,169.6,99.8,-1.0,-1.0,0.0,0.1,100.0,2.4,0.4,20.0,0.3,,,110.9,1.5,1.4,0.1,-0.5,-83.3,0.1,1.3,108.3,0.5,-0.2,-28.6,0.7,1.2,240.0,-0.3,-1.3,-130.0,-0.4,-1.4,-140.0,-0.8,-4.4,-122.2,0.0,-0.1,-100.0,100.4,-1.1,-1.1,-0.1,-0.4,-133.3,113.7,3.3,3.0,0.0,-0.6,-100.0,-0.7,-2.5,-138.9,-0.3,-0.5,-250.0,-0.7,-3.7,-123.3,0.0,,,0.0,-0.3,-100.0
"2023.09",111.8,2.5,2.3,0.3,0.1,50.0,-1.4,-5.6,-133.3,-1.0,0.6,37.5,0.9,0.1,12.5,2.6,2.9,966.7,-0.4,-0.2,-100.0,-0.7,1.2,63.2,0.10,0.30,158.8,99.8,-0.9,-0.9,0.0,0.1,100.0,2.5,0.5,25.0,0.1,,,111.0,1.3,1.2,0.1,-0.2,-66.7,1.5,3.2,188.2,0.4,-0.1,-20.0,1.3,0.5,62.5,-0.7,-1.3,-216.7,-0.2,0.0,0.0,-2.7,-4.6,-242.1,0.0,-0.1,-100.0,100.3,-1.3,-1.3,-0.1,-0.2,-200.0,113.9,3.0,2.7,0.2,-0.3,-60.0,0.5,1.0,200.0,-0.1,-0.2,-200.0,-3.4,-6.5,-209.7,0.0,,,0.0,-0.3,-100.0
"2023.10",112.3,2.7,2.5,0.4,0.1,33.3,1.2,-2.1,-63.6,-0.8,0.1,11.1,2.8,0.9,47.4,8.1,20.6,164.8,-0.4,-0.1,-33.3,-2.6,-0.8,-44.4,0.17,,,100.0,-0.7,-0.7,0.2,,,2.9,0.9,45.0,0.4,,,111.3,1.5,1.4,0.3,0.2,200.0,1.4,3.6,163.6,0.2,-0.1,-33.3,0.4,-2.7,-87.1,0.4,-0.3,-42.9,0.2,1.2,120.0,-1.8,-2.3,-460.0,0.1,,,100.3,-1.2,-1.2,0.0,0.1,100.0,114.2,2.9,2.6,0.3,-0.1,-25.0,0.0,0.7,100.0,0.0,,,2.1,2.2,2200.0,0.2,,,0.1,-0.4,-80.0
"2023.11",112.8,3.3,3.0,0.4,0.5,500.0,4.5,6.3,350.0,-1.0,1.7,63.0,2.4,3.4,340.0,1.2,17.7,107.3,-0.2,0.0,0.0,-1.4,-0.5,-55.6,0.01,0.10,116.7,100.2,-0.2,-0.2,0.2,0.5,166.7,3.3,1.5,83.3,0.4,0.6,300.0,111.6,2.0,1.8,0.3,0.5,250.0,0.7,1.6,177.8,0.0,-0.1,-100.0,-0.7,-2.3,-143.8,0.1,1.5,107.1,0.6,1.3,185.7,0.9,2.2,169.2,0.0,-0.1,-100.0,100.4,-0.6,-0.6,0.1,0.6,120.0,114.5,2.7,2.4,0.3,-0.1,-25.0,-1.1,-2.1,-210.0,0.0,,,1.0,3.9,134.5,0.0,,,0.1,-0.7,-87.5
"2023.12",113.3,4.0,3.7,0.4,0.6,300.0,4.9,7.5,288.5,-0.6,1.6,72.7,0.7,0.3,75.0,9.2,23.8,163.0,0.4,0.2,100.0,0.1,-0.3,-75.0,-0.19,0.20,45.7,100.4,0.5,0.5,0.2,0.7,140.0,3.6,2.1,140.0,0.3,0.6,200.0,111.6,2.5,2.3,0.0,0.5,100.0,-0.4,1.8,81.8,0.1,,,-3.9,-4.8,-533.3,0.3,1.0,142.9,-0.2,0.7,77.8,0.8,3.7,127.6,0.1,0.0,0.0,100.2,-0.2,-0.2,-0.2,0.4,66.7,114.7,2.4,2.1,0.2,-0.2,-50.0,-1.8,-3.0,-250.0,0.0,0.1,100.0,0.6,2.9,126.1,0.0,,,0.1,-0.7,-87.5
