회사명,상장일,PC1,cycle_pc1,경기국면
아스타,2017-03,3.1099508370207305,-0.2065103915746231,0
에스디생명공학,2017-03,3.1099508370207305,-0.2065103915746231,0
신신제약,2017-02,3.2370878482078447,-0.1643401043736667,0
에프엔에스테크,2017-02,3.2370878482078447,-0.1643401043736667,0
모바일어플라이언스,2017-02,3.2370878482078447,-0.1643401043736667,0
피씨엘,2017-02,3.2370878482078447,-0.1643401043736667,0
서플러스글로벌,2017-01,3.5529344576554687,0.0665887533373026,1
유바이오로직스,2017-01,3.5529344576554687,0.0665887533373026,1
퓨전데이타,2016-12,3.566840346296445,-0.0043741271922419,0
DSC인베스트먼트,2016-12,3.566840346296445,-0.0043741271922419,0
티에스인베스트먼트,2016-12,3.566840346296445,-0.0043741271922419,0
마이크로프랜드,2016-12,3.566840346296445,-0.0043741271922419,0
애니젠,2016-12,3.566840346296445,-0.0043741271922419,0
신라젠,2016-12,3.566840346296445,-0.0043741271922419,0
오션브릿지,2016-12,3.566840346296445,-0.0043741271922419,0
뉴파워프라즈마,2016-11,3.701322343264848,0.0452875796862959,1
에이치엔티,2016-11,3.701322343264848,0.0452875796862959,1
클리오,2016-11,3.701322343264848,0.0452875796862959,1
오가닉티코스메틱,2016-11,3.701322343264848,0.0452875796862959,1
로고스바이오,2016-11,3.701322343264848,0.0452875796862959,1
인크로스,2016-10,3.7514983228582417,0.0106912785359809,1
에이치엘사이언스,2016-10,3.7514983228582417,0.0106912785359809,1
코스메카코리아,2016-10,3.7514983228582417,0.0106912785359809,1
GRT,2016-10,3.7514983228582417,0.0106912785359809,1
골든센츄리,2016-10,3.7514983228582417,0.0106912785359809,1
인텔리안테크,2016-10,3.7514983228582417,0.0106912785359809,1
에이치시티,2016-10,3.7514983228582417,0.0106912785359809,1
앤디포스,2016-10,3.7514983228582417,0.0106912785359809,1
수산아이앤티,2016-10,3.7514983228582417,0.0106912785359809,1
미투온,2016-10,3.7514983228582417,0.0106912785359809,1
유니테크노,2016-09,3.854463600662786,0.0289314657672772,1
자이글,2016-09,3.854463600662786,0.0289314657672772,1
헝셩그룹,2016-08,3.8157976803128415,-0.0944132566555859,0
에코마케팅,2016-08,3.8157976803128415,-0.0944132566555859,0
팍스넷,2016-08,3.8157976803128415,-0.0944132566555859,0
엔지스테크널러지,2016-07,3.997110951901669,0.0022663764539014,1
우리손에프앤지,2016-07,3.997110951901669,0.0022663764539014,1
장원테크,2016-07,3.997110951901669,0.0022663764539014,1
대유위니아,2016-07,3.997110951901669,0.0022663764539014,1
피앤씨테크,2016-07,3.997110951901669,0.0022663764539014,1
로스웰,2016-06,4.111249793670442,0.0318163469275178,1
녹십자랩셀,2016-06,4.111249793670442,0.0318163469275178,1
에스티팜,2016-06,4.111249793670442,0.0318163469275178,1
레이언스,2016-04,4.446945826609475,0.1984670377448001,1
씨엠에스에듀,2016-04,4.446945826609475,0.1984670377448001,1
동양파일,2016-04,4.446945826609475,0.1984670377448001,1
팬젠,2016-03,4.472637161989348,0.1396999148456297,1
AP위성통신,2016-03,4.472637161989348,0.1396999148456297,1
큐리언트,2016-02,4.5558883710654765,0.1385321720370358,1
안트로젠,2016-02,4.5558883710654765,0.1385321720370358,1
아이엠텍,2016-02,4.5558883710654765,0.1385321720370358,1
유니트론텍,2016-02,4.5558883710654765,0.1385321720370358,1
크리스탈신소재,2016-01,4.610399983129943,0.1086604012391188,1
한솔씨앤피,2016-01,4.610399983129943,0.1086604012391188,1
에스와이패널,2015-12,4.575963466097505,-0.0101289359264287,0
휴젤,2015-12,4.575963466097505,-0.0101289359264287,0
육일씨엔에쓰,2015-12,4.575963466097505,-0.0101289359264287,0
이에스브이,2015-12,4.575963466097505,-0.0101289359264287,0
한국맥널티,2015-12,4.575963466097505,-0.0101289359264287,0
아진산업,2015-12,4.575963466097505,-0.0101289359264287,0
덱스터,2015-12,4.575963466097505,-0.0101289359264287,0
씨트리,2015-12,4.575963466097505,-0.0101289359264287,0
강스템바이오텍,2015-12,4.575963466097505,-0.0101289359264287,0
메가엠디,2015-12,4.575963466097505,-0.0101289359264287,0
파크시스템스,2015-12,4.575963466097505,-0.0101289359264287,0
보광산업,2015-12,4.575963466097505,-0.0101289359264287,0
뉴트리바이오텍,2015-12,4.575963466097505,-0.0101289359264287,0
멕아이씨에스,2015-12,4.575963466097505,-0.0101289359264287,0
미래테크놀로지,2015-12,4.575963466097505,-0.0101289359264287,0
하이즈항공,2015-11,4.462699838398085,-0.2077206657517694,0
케이디켐,2015-11,4.462699838398085,-0.2077206657517694,0
네오오토,2015-11,4.462699838398085,-0.2077206657517694,0
케어젠,2015-11,4.462699838398085,-0.2077206657517694,0
유앤아이,2015-11,4.462699838398085,-0.2077206657517694,0
나무가,2015-11,4.462699838398085,-0.2077206657517694,0
더블유게임즈,2015-11,4.462699838398085,-0.2077206657517694,0
연우,2015-11,4.462699838398085,-0.2077206657517694,0
에이티젠,2015-10,4.509070918363407,-0.2456587364718938,0
에치디프로,2015-10,4.509070918363407,-0.2456587364718938,0
제너셈,2015-09,4.691049525111263,-0.1479744927528088,0
타이거일렉,2015-09,4.691049525111263,-0.1479744927528088,0
인포마크,2015-09,4.691049525111263,-0.1479744927528088,0
웹스,2015-08,5.004477274316592,0.0811714128115639,1
파인텍,2015-08,5.004477274316592,0.0811714128115639,1
흥국에프엔비,2015-08,5.004477274316592,0.0811714128115639,1
아시아경제,2015-07,5.090636818738434,0.0830605064899039,1
아이쓰리시스템,2015-07,5.090636818738434,0.0830605064899039,1
로지시스,2015-07,5.090636818738434,0.0830605064899039,1
파마리서치프로덕트,2015-07,5.090636818738434,0.0830605064899039,1
펩트론,2015-07,5.090636818738434,0.0830605064899039,1
동운아나텍,2015-06,5.104933779234029,0.0130966563264571,1
유테크,2015-06,5.104933779234029,0.0130966563264571,1
민앤지,2015-06,5.104933779234029,0.0130966563264571,1
에스엔텍,2015-06,5.104933779234029,0.0130966563264571,1
코아스템,2015-06,5.104933779234029,0.0130966563264571,1
세미콘라이트,2015-06,5.104933779234029,0.0130966563264571,1
싸이맥스,2015-06,5.104933779234029,0.0130966563264571,1
픽셀플러스,2015-06,5.104933779234029,0.0130966563264571,1
제노포커스,2015-05,5.158757301241486,-0.0173333859526296,0
유지인트,2015-04,5.164692583156796,-0.0956469167177775,0
포시에스,2015-02,5.374610883291363,-0.054220693194142,0
