회사명,종목코드,상장일,상장유형,증권구분,업종,국적,상장주선인,액면가 (원),공모가 (원),공모금액 (천원),주요제품,최초상장주식수 (주)
엔에이치스팩27호,440820,2022-12-16,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","13,000,000",기타 금융 지원 서비스업,"7,800,000"
IBKS제21호스팩,442770,2022-12-16,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","8,000,000",기업인수 및 합병,"4,210,000"
SAMG엔터,419530,2022-12-06,신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",대한민국,엔에이치투자증권주식회사,500,"17,000","23,800,000",애니메이션 IP 기획 및 관련 제품 제작,"8,590,930"
대신밸런스제14호스팩,442310,2022-12-05,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","11,000,000",금융 지원 서비스업,"6,710,000"
엔에이치스팩26호,439410,2022-12-01,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","15,000,000",기타 금융 지원 서비스업,"8,800,000"
유진스팩9호,442130,2022-12-01,신규상장,주권,금융 지원 서비스업,대한민국,유진투자증권(주),100,"2,000","6,500,000",기업인수합병,"3,460,000"
대신밸런스제13호스팩,438220,2022-11-28,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","10,000,000",금융 지원 서비스업,"5,640,000"
펨트론,168360,2022-11-24,신규상장,주권,특수 목적용 기계 제조업,대한민국,하나증권주식회사,500,"8,000","8,800,000",3D 정밀측정 검사장비,"10,644,142"
인벤티지랩,389470,2022-11-22,신규상장,주권,의약품 제조업,대한민국,한국투자증권(주),500,"12,000","12,480,000",마이크로/나노 입자 기반 약물전달 플랫폼 및 관련 제품,"8,205,348"
엔젯,419080,2022-11-18,신규상장,주권,특수 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"10,000","21,000,000","EHD 잉크젯 프린터, EHD 코터","10,517,817"
티쓰리,204610,2022-11-17,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,미래에셋증권 주식회사,100,"1,700","28,900,000",온라인 및 모바일 게임 등,"65,587,752"
티에프이,425420,2022-11-17,신규상장,주권,전자부품 제조업,대한민국,IBK투자증권(주),100,"10,500","28,350,000","COK, Board, Test Socket","11,381,000"
윤성에프앤씨,372170,2022-11-14,신규상장,주권,"구조용 금속제품, 탱크 및 증기발생기 제조업",대한민국,미래에셋증권 주식회사,100,"49,000","97,743,338",2차전지용 믹싱시스템,"7,979,048"
디티앤씨알오,383930,2022-11-11,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,키움증권(주),500,"17,000","23,800,000",비임상 및 임상시험 대체 용역,"6,315,256"
뉴로메카,348340,2022-11-04,신규상장,주권,특수 목적용 기계 제조업,대한민국,대신증권(주),500,"16,900","25,350,000","협동로봇, 협동로봇 자동화 플랫폼, 로봇제어기 등","9,855,420"
제이아이테크,417500,2022-11-04,신규상장,주권,기타 화학제품 제조업,대한민국,미래에셋증권 주식회사,100,"16,000","27,661,920",반도체 프리커서 및 쿼츠/블랭크/포토마스크용 케이스,"8,196,186"
엔에이치스팩25호,438580,2022-11-03,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","5,000,000",기업인수합병,"3,020,000"
케이비제23호스팩,440200,2022-11-03,신규상장,주권,금융 지원 서비스업,대한민국,KB증권(주),100,"2,000","12,000,000",기업인수목적,"6,125,000"
큐알티,405100,2022-11-02,신규상장,주권,"그외 기타 전문, 과학 및 기술 서비스업",대한민국,미래에셋증권 주식회사,500,"44,000","43,582,000",반도체 신뢰성 검사 및 종합분석,"3,984,556"
교보13호스팩,440790,2022-11-02,신규상장,주권,금융 지원 서비스업,대한민국,교보증권(주),100,"2,000","7,600,000",기업 인수 및 합병,"4,050,000"
저스템,417840,2022-10-28,신규상장,주권,특수 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"10,500","18,060,000",반도체 습도제어 System,"6,941,600"
IBKS제20호스팩,439730,2022-10-28,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","8,000,000",기업인수 및 합병,"4,310,000"
산돌,419120,2022-10-27,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,KB증권(주),500,"18,800","28,012,000",리테일 폰트 등,"7,671,826"
삼성스팩7호,439250,2022-10-26,신규상장,주권,금융 지원 서비스업,대한민국,삼성증권(주),500,"10,000","30,000,000",기업인수합병,"3,502,000"
플라즈맵,405000,2022-10-21,신규상장,주권,의료용 기기 제조업,대한민국,미래에셋증권 주식회사,500,"7,000","12,397,000",플라즈마 멸균기 및 표면처리기기,"17,706,940"
핀텔,291810,2022-10-20,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,대신증권(주),500,"8,900","17,800,000",AI 영상 분석 솔루션 및 소프트웨어,"9,957,412"
하나금융25호스팩,435620,2022-10-20,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,500,"10,000","40,000,000",기업인수합병,"4,302,000"
한국제11호스팩,436610,2022-10-20,신규상장,주권,금융 지원 서비스업,대한민국,한국투자증권(주),100,"2,000","10,000,000",기업인수합병,"6,020,000"
엔에이치스팩24호,437780,2022-10-20,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","8,600,000",기업인수합병,"5,030,000"
샤페론,378800,2022-10-19,신규상장,주권,기초 의약물질 제조업,대한민국,엔에이치투자증권주식회사,500,"5,000","13,735,000",합성신약 및 항체치료제신약 기술제품 및 기술이전,"22,231,781"
탑머티리얼,360070,2022-10-18,신규상장,주권,일차전지 및 이차전지 제조업,대한민국,한국투자증권(주),500,"30,000","60,000,000","이차전지 시스템 엔지니어링, 전극소재, 양극소재","7,984,343"
에스비비테크,389500,2022-10-17,신규상장,주권,일반 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"12,400","22,320,000","베어링, 감속기","5,944,490"
오에스피,368970,2022-10-14,신규상장,주권,기타 식품 제조업,대한민국,대신증권(주),500,"8,400","17,270,400",프리미엄 반려동물 사료,"9,346,160"
이노룰스,296640,2022-10-07,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,엔에이치투자증권주식회사,500,"12,500","14,434,300","InnoRules, InnoProduct","5,141,760"
모델솔루션,417970,2022-10-07,신규상장,주권,특수 목적용 기계 제조업,대한민국,KB증권(주),500,"27,000","27,000,000","하이엔드 프로토타입 제조, 다품종 소량생산 서비스","6,396,700"
유안타제10호스팩,435380,2022-10-06,신규상장,주권,금융 지원 서비스업,대한민국,유안타증권(주),100,"2,000","11,000,000",기업인수목적회사,"5,730,000"
SK증권제8호스팩,435870,2022-10-06,신규상장,주권,금융 지원 서비스업,대한민국,SK증권(주),100,"2,000","7,000,000",기업인수목적회사,"3,720,000"
더블유씨피,393890,2022-09-30,신규상장,주권,일차전지 및 이차전지 제조업,대한민국,"신한투자증권 주식회사,KB증권(주)",500,"60,000","432,000,000",이차전지용 분리막,"33,696,518"
알피바이오,314140,2022-09-29,신규상장,주권,의약품 제조업,대한민국,한국투자증권(주),500,"13,000","15,600,000",연질캡슐 제형의 의약품 및 건강기능식품,"7,823,942"
하나금융24호스팩,430230,2022-09-29,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","14,000,000",기업인수합병,"8,004,000"
한화플러스제3호스팩,430460,2022-09-29,신규상장,주권,금융 지원 서비스업,대한민국,한화투자증권(주),100,"2,000","10,000,000",기업 인수 합병,"5,920,000"
오픈엣지테크놀로지,394280,2022-09-26,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,삼성증권(주),100,"10,000","33,850,000",시스템 반도체 IP,"20,870,474"
케이비제22호스팩,436530,2022-09-22,신규상장,주권,금융 지원 서비스업,대한민국,KB증권(주),100,"2,000","10,000,000",기업인수목적,"5,220,000"
하나금융23호스팩,427950,2022-09-15,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","9,000,000",기업인수합병,"4,830,000"
키움제7호스팩,433530,2022-09-07,신규상장,주권,금융 지원 서비스업,대한민국,키움증권(주),100,"2,000","8,000,000",기업 인수합병,"4,105,000"
IBKS19호스팩,426550,2022-08-26,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","9,500,000",기업인수 및 합병,"5,080,000"
신영스팩8호,430220,2022-08-26,신규상장,주권,금융 지원 서비스업,대한민국,신영증권(주),100,"2,000","12,500,000",기업인수,"6,760,000"
대성하이텍,129920,2022-08-22,신규상장,주권,특수 목적용 기계 제조업,대한민국,신한투자증권 주식회사,100,"9,000","29,903,040","정밀부품, 스위스턴 자동선반, 컴팩트 머시닝센터","13,278,546"
에이치와이티씨,148930,2022-08-09,신규상장,주권,기타 금속 가공제품 제조업,대한민국,신영증권(주),500,"15,000","33,900,000",2차전지 장비 초정밀 부품,"10,075,713"
새빗켐,107600,2022-08-04,신규상장,주권,기타 화학제품 제조업,대한민국,한국투자증권(주),500,"35,000","37,450,000","폐전지재활용소재, 폐산재활용","4,754,545"
유안타제9호스팩,430700,2022-08-04,신규상장,주권,금융 지원 서비스업,대한민국,유안타증권(주),100,"2,000","10,000,000",기업인수목적회사,"5,240,000"
아이씨에이치,368600,2022-07-29,신규상장,주권,그외 기타 제품 제조업,대한민국,삼성증권(주),500,"34,000","40,120,000",스마트기기용 필름형 안테나,"5,664,755"
신한제10호스팩,418210,2022-07-29,신규상장,주권,금융 지원 서비스업,대한민국,신한투자증권 주식회사,100,"2,000","6,500,000",금융서비스(기업인수목적 회사),"3,660,000"
성일하이텍,365340,2022-07-28,신규상장,주권,기초 화학물질 제조업,대한민국,"대신증권(주),KB증권(주)",500,"50,000","133,500,000","코발트, 니켈, 리튬 등","11,613,649"
에이프릴바이오,397030,2022-07-28,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,엔에이치투자증권주식회사,"1,000","16,000","20,736,000",항체의약품 및 재조합 단백질 의약품,"10,514,725"
IBKS제18호스팩,424760,2022-07-22,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","8,000,000",기업인수 및 합병,"4,230,000"
루닛,328130,2022-07-21,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,엔에이치투자증권주식회사,500,"30,000","36,474,000",Lunit INSIGHT,"10,519,873"
HPSP,403870,2022-07-15,신규상장,주권,특수 목적용 기계 제조업,대한민국,엔에이치투자증권주식회사,500,"25,000","75,000,000",고압 수소 어닐링 장비,"19,749,715"
영창케미칼,112290,2022-07-14,신규상장,주권,기타 화학제품 제조업,대한민국,하나증권주식회사,"1,000","18,600","44,640,000",반도체 및 디스플레이용 화학소재,"10,110,545"
대신밸런스제12호스팩,426670,2022-07-14,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","10,000,000",금융 지원 서비스업,"5,810,000"
코난테크놀로지,402030,2022-07-07,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),500,"25,000","30,000,000","AI 기반 검색엔진(Konan Search), AI기반 영상인식 솔루션(D: Watcher)","5,680,444"
넥스트칩,396270,2022-07-01,신규상장,주권,반도체 제조업,대한민국,대신증권(주),500,"13,000","33,800,000","차량 및 자율주행차용 비메모리 반도체(ISP, AHD, ADAS/AD)","17,384,240"
삼성스팩6호,425290,2022-06-30,신규상장,주권,금융 지원 서비스업,대한민국,삼성증권(주),100,"2,000","10,000,000",기업인수합병,"5,520,000"
엔에이치스팩23호,422040,2022-06-28,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","12,300,000",금융 지원 서비스,"7,160,000"
보로노이,310210,2022-06-24,신규상장,주권,기초 의약물질 제조업,대한민국,"한국투자증권(주),미래에셋증권 주식회사",500,"40,000","52,000,000",표적치료제,"12,638,949"
레이저쎌,412350,2022-06-24,신규상장,주권,특수 목적용 기계 제조업,대한민국,삼성증권(주),500,"16,000","25,600,000","에어리어 레이저솔루션, LSR, LCB, LSB, BSOM 등","8,425,772"
교보12호스팩,421800,2022-06-24,신규상장,주권,금융 지원 서비스업,대한민국,교보증권(주),100,"2,000","11,500,000",기업인수 및 합병,"5,980,000"
위니아에이드,377460,2022-06-23,신규상장,주권,기타 운송관련 서비스업,대한민국,신한투자증권 주식회사,500,"16,200","86,930,609","전자제품 소매, 물류주선, 서비스대행","15,393,405"
케이비제21호스팩,424140,2022-06-23,신규상장,주권,금융 지원 서비스업,대한민국,KB증권(주),100,"2,000","15,000,000",기업인수목적회사,"7,710,000"
범한퓨얼셀,382900,2022-06-17,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,"한국투자증권(주),엔에이치투자증권주식회사",500,"40,000","85,440,000","잠수함용 연료전지모듈, 건물용 연료전지 시스템, 수소충전소 구축","8,761,000"
청담글로벌,362320,2022-06-03,신규상장,주권,생활용품 도매업,대한민국,"대신증권(주),KB증권(주)",500,"6,000","30,440,094",글로벌 화장품 유통,"20,551,290"
하나금융22호스팩,418170,2022-05-26,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","10,000,000",기업인수합병,"6,010,000"
가온칩스,399720,2022-05-20,신규상장,주권,반도체 제조업,대한민국,대신증권(주),500,"14,000","28,000,000",설계 솔루션 및 주문형 반도체,"11,488,320"
대명에너지,389260,2022-05-16,신규상장,주권,건물 건설업,대한민국,"한국투자증권(주),삼성증권(주)",100,"15,000","37,500,000",신재생에너지 발전 공사 및 용역,"17,000,000"
상상인제3호스팩,415580,2022-04-29,신규상장,주권,금융 지원 서비스업,대한민국,(주)상상인증권,100,"2,000","9,000,000",기업인수 및 합병,"5,310,000"
포바이포,389140,2022-04-28,신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",대한민국,미래에셋증권 주식회사,500,"17,000","30,174,439",광고영화 및 비디오물 제작업,"10,224,235"
신영스팩7호,419270,2022-04-28,신규상장,주권,금융 지원 서비스업,대한민국,신영증권(주),100,"2,000","8,400,000",기업인수,"4,305,000"
신한제9호스팩,405640,2022-04-27,신규상장,주권,금융 지원 서비스업,대한민국,신한투자증권 주식회사,100,"2,000","8,000,000",SPAC 합병,"4,535,000"
미래에셋비전스팩1호,412930,2022-04-21,신규상장,주권,금융 지원 서비스업,대한민국,미래에셋증권 주식회사,100,"2,000","11,700,000",기업인수합병,"6,176,000"
키움제6호스팩,413600,2022-04-07,신규상장,주권,금융 지원 서비스업,대한민국,키움증권(주),100,"2,000","6,400,000",기업 인수합병,"3,430,000"
지투파워,388050,2022-04-01,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,"한국투자증권(주),KB증권(주)",500,"16,400","14,514,000","수·배전반, 태양광발전시스템, 인버터(PCS)","3,686,835"
유진스팩8호,413630,2022-03-31,신규상장,주권,금융 지원 서비스업,대한민국,유진투자증권(주),100,"2,000","10,000,000",기업인수합병,"5,920,000"
세아메카닉스,396300,2022-03-24,신규상장,주권,기타 금속 가공제품 제조업,대한민국,신한투자증권 주식회사,100,"4,400","29,260,000","TV스탠드, 전기 수소차 부품 등","26,489,500"
공구우먼,366030,2022-03-23,신규상장,주권,"섬유, 의복, 신발 및 가죽제품 소매업",대한민국,미래에셋증권 주식회사,100,"20,000","22,400,000",플러스사이즈 여성용 의류 및 잡화,"3,672,100"
유일로보틱스,388720,2022-03-18,신규상장,주권,특수 목적용 기계 제조업,대한민국,한국투자증권(주),500,"10,000","21,500,000","취출로봇, 사출장비 및 자동화시스템","8,580,846"
모아데이타,288980,2022-03-10,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,하나증권주식회사,500,"20,000","16,000,000",인공지능 기반 ICT 시스템 이상탐지 및 예측 솔루션,"5,361,072"
에스케이증권7호스팩,408920,2022-03-07,신규상장,주권,금융 지원 서비스업,대한민국,SK증권(주),100,"2,000","6,000,000",기업인수합병,"3,620,000"
비씨엔씨,146320,2022-03-03,신규상장,주권,반도체 제조업,대한민국,엔에이치투자증권주식회사,500,"13,000","32,500,000",반도체용 합성쿼츠 포커스링,"12,367,923"
노을,376930,2022-03-03,신규상장,주권,의료용 기기 제조업,대한민국,"한국투자증권(주),삼성증권(주)",500,"10,000","15,000,000",융복합 체외진단 플랫폼,"10,425,050"
풍원정밀,371950,2022-02-28,신규상장,주권,전자부품 제조업,대한민국,대신증권(주),500,"15,200","45,600,000",OLED 증착용 Metal Mask,"21,040,488"
스톤브릿지벤처스,330730,2022-02-25,신규상장,주권,기타 금융업,대한민국,"KB증권(주),삼성증권(주)",500,"8,000","32,400,000","창업투자, 사모투자","17,878,830"
하나금융21호스팩,406760,2022-02-25,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","12,000,000",기업인수합병,"7,410,000"
브이씨,365900,2022-02-24,신규상장,주권,운동 및 경기용구 제조업,대한민국,한국투자증권(주),500,"15,000","15,000,000",골프용 거리측정기,"6,987,800"
퓨런티어,370090,2022-02-23,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",대한민국,"신한투자증권 주식회사,유안타증권(주)",500,"15,000","24,000,000","전장카메라모듈장비, 모바일카메라모듈장비, PC및 광원","7,965,980"
바이오에프디엔씨,251120,2022-02-21,신규상장,주권,기초 의약물질 제조업,대한민국,DB증권주식회사,500,"28,000","36,400,000",식물세포 유래 유효물질 및 약리물질,"8,695,700"
한국제10호스팩,409570,2022-02-21,신규상장,주권,금융 지원 서비스업,대한민국,한국투자증권(주),100,"2,000","9,000,000",기업인수합병,"5,410,000"
IBKS제17호스팩,405350,2022-02-18,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","5,000,000",금융 지원 서비스,"2,720,000"
나래나노텍,137080,2022-02-08,신규상장,주권,특수 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"17,500","54,250,000","디스플레이 장비 (포토, 코팅, 모듈 장비)","11,059,422"
아셈스,136410,2022-02-07,신규상장,주권,플라스틱제품 제조업,대한민국,한국투자증권(주),500,"8,000","16,000,000",핫멜트 접착 필름,"11,019,106"
스코넥,276040,2022-02-04,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,신영증권(주),500,"13,000","28,941,900","XR 교육/훈련 시스템, VR 게임 콘텐츠 등","12,072,009"
이지트로닉스,377330,2022-02-04,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,엔에이치투자증권주식회사,500,"22,000","43,560,000",전력변환장치,"7,965,454"
케이옥션,102370,2022-01-24,신규상장,주권,상품 중개업,대한민국,신영증권(주),500,"20,000","32,000,000",미술품 경매 및 판매,"8,909,420"
오토앤,353590,2022-01-20,신규상장,주권,자동차 부품 및 내장품 판매업,대한민국,미래에셋증권 주식회사,500,"5,300","15,251,169",자동차 지급품 및 애프터마켓 제품,"12,875,570"
디비금융스팩10호,404950,2022-01-20,신규상장,주권,기타 금융업,대한민국,DB증권주식회사,100,"2,000","10,000,000",인수목적,"5,840,000"
하나금융20호스팩,400560,2021-12-27,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","6,000,000",금융지원 서비스업,"3,050,000"
엔에이치스팩22호,396770,2021-12-24,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","12,000,000",금융 지원 서비스,"6,440,000"
교보11호스팩,397880,2021-12-20,신규상장,주권,금융 지원 서비스업,대한민국,교보증권(주),100,"2,000","8,400,000",기업인수 및 합병,"4,440,000"
하이제7호스팩,400840,2021-12-20,신규상장,주권,금융 지원 서비스업,대한민국,iM증권,100,"2,000","5,000",기업인수합병,"5,120,000"
케이티비네트워크,298870,2021-12-16,신규상장,주권,기타 금융업,대한민국,한국투자증권(주),500,"5,800","116,000,000","창업투자금융, 벤처기업투자 등","100,000,000"
대신밸런스제11호스팩,397500,2021-12-02,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","13,000,000",금융 지원 서비스업,"7,610,000"
마인즈랩,377480,2021-11-23,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,"엔에이치투자증권주식회사,하나증권주식회사",500,"30,000","18,133,770",종합 인공지능 엔진 및 플랫폼,"5,064,283"
알비더블유,361570,2021-11-22,신규상장,주권,오디오물 출판 및 원판 녹음업,대한민국,미래에셋증권 주식회사,500,"21,400","26,814,200",음반 및 음원 등(콘텐츠),"7,930,590"
트윔,290090,2021-11-17,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,대신증권(주),500,"22,000","26,840,000",AI 기반 스마트팩토리 검사 소프트웨어 및 설비,"7,254,894"
지오엘리먼트,311320,2021-11-11,신규상장,주권,전자부품 제조업,대한민국,엔에이치투자증권주식회사,500,"10,000","15,470,000","센서, 캐니스터","6,193,410"
아이티아이즈,372800,2021-11-11,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,신한투자증권 주식회사,500,"14,300","25,411,100","디지털금융솔루션 제공 및 AI, Big Data 서비스, 클라우드 통합 플랫폼 (GURMWI)","5,776,980"
비트나인,357880,2021-11-10,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,하나증권주식회사,500,"11,000","22,781,000","그래프데이터베이스, 그래프분석서비스","10,353,956"
디어유,376300,2021-11-10,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),500,"26,000","85,800,000","모바일 어플리케이션(DearU bubble, Lysn)","20,151,230"
지니너스,389030,2021-11-08,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,대신증권(주),500,"20,000","40,000,000","NGS기반 조직생검 암유전체 동반진단(CancerSCAN), 액체생검 암유전체 동반진단(LiquidSCAN), 단일세포분석(Celinus) 등","10,869,315"
피코그램,376180,2021-11-03,신규상장,주권,그외 기타 제품 제조업,대한민국,IBK투자증권(주),100,"12,500","12,500,000","정수기, 정수기 필터","3,061,578"
엔켐,348370,2021-11-01,신규상장,주권,기초 화학물질 제조업,대한민국,"신한투자증권 주식회사,대신증권(주)",500,"42,000","95,030,250",2차전지 전해액,"15,107,973"
리파인,377450,2021-10-29,신규상장,주권,기타 정보 서비스업,대한민국,KB증권(주),100,"21,000","90,930,000",권리조사,"17,330,000"
지앤비에스엔지니어링,382800,2021-10-29,신규상장,주권,특수 목적용 기계 제조업,대한민국,삼성증권(주),500,"17,400","24,795,000","스크러버, 트랩, 백연제거장치 등","7,164,618"
아이패밀리에스씨,114840,2021-10-28,신규상장,주권,기타 화학제품 제조업,대한민국,삼성증권(주),500,"25,000","20,480,000","색조화장품 브랜드 `롬앤(Rom&nd)', IT기반 웨딩서비스 브랜드 `아이웨딩`","4,120,276"
차백신연구소,261780,2021-10-22,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,삼성증권(주),500,"11,000","43,450,000",백신 및 면역증강제 등,"26,429,162"
지아이텍,382480,2021-10-21,신규상장,주권,특수 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"14,000","37,800,000","SLOT DIE, SLIT NOZZLE, REPAIR, 기타","7,871,428"
엔에이치스팩21호,391710,2021-10-15,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","12,500,000",금융 지원 서비스(SPAC),"7,460,000"
씨유테크,376290,2021-10-08,신규상장,주권,전자부품 제조업,대한민국,대신증권(주),500,"6,000","31,500,000","휴대폰, 전장 등 실장부품","17,657,500"
아스플로,159010,2021-10-07,신규상장,주권,일반 목적용 기계 제조업,대한민국,미래에셋증권 주식회사,500,"25,000","15,750,000","강관, 피팅, 밸브류 등","4,444,913"
원준,382840,2021-10-07,신규상장,주권,특수 목적용 기계 제조업,대한민국,엔에이치투자증권주식회사,100,"65,000","65,312,455",2차전지용 열처리 장비,"5,020,191"
하나금융19호스팩,388220,2021-10-07,신규상장,주권,금융 지원 서비스업,대한민국,하나증권주식회사,100,"2,000","11,000,000",기업인수목적,"6,310,000"
엔에이치스팩20호,391060,2021-10-05,신규상장,주권,금융 지원 서비스업,대한민국,엔에이치투자증권주식회사,100,"2,000","40,000,000",기업 인수합병,"25,500,000"
실리콘투,257720,2021-09-29,신규상장,주권,상품 종합 도매업,대한민국,"미래에셋증권 주식회사,삼성증권(주)",500,"27,200","44,988,800",화장품 유통,"10,024,764"
프롬바이오,377220,2021-09-28,신규상장,주권,도시락 및 식사용 조리식품 제조업,대한민국,엔에이치투자증권주식회사,100,"18,000","43,200,000",개별인정형 건강기능식품,"13,835,000"
바이오플러스,099430,2021-09-27,신규상장,주권,기초 의약물질 제조업,대한민국,키움증권(주),500,"31,500","44,100,000","생체재료 개질 기술을 사용한 히알루론산(HA) 기반 더말필러, 유착방지제 및 그 응용제품","13,910,746"
신한제8호스팩,393360,2021-09-27,신규상장,주권,금융 지원 서비스업,대한민국,신한투자증권 주식회사,100,"2,000","12,500,000",SPAC합병,"7,350,000"
대신밸런스제10호스팩,387310,2021-09-17,신규상장,주권,금융 지원 서비스업,대한민국,대신증권(주),100,"2,000","10,000,000",금융 지원 서비스업,"5,460,000"
유진스팩7호,388800,2021-09-13,신규상장,주권,금융 지원 서비스업,대한민국,유진투자증권(주),100,"2,000","8,000,000",합병,"5,010,000"
와이엠텍,273640,2021-09-10,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",대한민국,KB증권(주),500,"28,000","16,800,000",계전기(EV Relay),"5,393,000"
IBKS제16호스팩,388790,2021-09-03,신규상장,주권,금융 지원 서비스업,대한민국,IBK투자증권(주),100,"2,000","6,380,000",금융 지원 서비스,"3,410,000"
바이젠셀,308080,2021-08-25,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,"대신증권(주),KB증권(주)",500,"52,700","99,417,496","면역세포치료제 (면역항암제, 면역조절치료제 등)","9,432,400"
브레인즈컴퍼니,099390,2021-08-19,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,키움증권(주),500,"25,000","15,000,000",IT 인프라 통합관리 솔루션,"4,108,796"
딥노이드,315640,2021-08-17,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,KB증권(주),500,"42,000","12,600,000","의료 인공지능플랫폼, 인공지능 임상의사결정 시스템","4,290,997"
플래티어,367000,2021-08-12,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,KB증권(주),500,"11,000","19,800,000",E-Commerce Platform 구축,"8,269,707"
원티드랩,376980,2021-08-11,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,한국투자증권(주),500,"35,000","25,550,000",채용 플랫폼,"4,703,068"
HK이노엔,195940,2021-08-09,신규상장,주권,의약품 제조업,대한민국,"한국투자증권(주),제이피모간증권회사 서울지점,삼성증권(주)",500,"59,000","596,903,000","전문의약품, 숙취해소음료","28,904,499"
한화플러스제2호스팩,386580,2021-08-05,신규상장,주권,금융 지원 서비스업,대한민국,한화투자증권(주),100,"2,000","7,500,000",-,"4,160,000"
맥스트,377030,2021-07-27,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,하나증권주식회사,500,"15,000","15,000,000",AR 개발 플랫폼/AR솔루션,"8,533,491"
큐라클,365270,2021-07-22,신규상장,주권,자연과학 및 공학 연구개발업,대한민국,삼성증권(주),500,"25,000","53,333,325",혈관질환치료제 등,"13,355,968"
오비고,352910,2021-07-13,신규상장,주권,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",대한민국,엔에이치투자증권주식회사,500,"14,300","34,791,929",스마트카 소프트웨어 플랫폼,"11,283,858"
아모센스,357580,2021-06-25,신규상장,주권,전자부품 제조업,대한민국,신한투자증권 주식회사,500,"12,400","34,470,239",무선충전 차폐시트,"11,200,076"
이노뎁,303530,2021-06-18,신규상장,주권,소프트웨어 개발 및 공급업,대한민국,iM증권,500,"18,000","18,900,000",영상인식 및 데이터플랫폼 솔루션,"6,950,135"
