회사명_d1,stock_code,업종,상장주선인,공모가 (원),공모금액 (천원),최초상장주식수 (주),call,kospi,modified_esi,6개월 확약,3개월 확약,1개월 확약,15일 확약,미확약,수요예측_최종값,회사명_bs,corp_code,상장일,업력,유동자산,유동부채,부채총계,자본금,자본총계,매출액,영업이익,당기순이익,target,TA,WC,log_TA,log_S,capital_deficit,wc_neg_dummy,ta_negative,current_ratio,wc_sales,wc_ta,cl_tl,de_ratio,equity_ratio,cs_te,debt_asset,op_margin,net_margin,roe,roe_sign_dummy,roe_nan,roa,oi_ta,ni_oi_ratio,asset_turnover,sales_equity,z_simplified,WICS_large
두산로보틱스,454910,특수 목적용 기계 제조업,"한국투자증권(주),CS증권 서울지점,KB증권(주),엔에이치투자증권주식회사,미래에셋증권 주식회사",26000.0,"421,200,000","64,819,980",3.527,"2,403.60",93.5,24.6,23.65,9.83,1.35,40.57,272.03,두산로보틱스,1105153,2023-10-05,9,37108,26203,33356,24310,32424,23652,-9932,-9333,1,65780,10905,11.094086321816611,10.071245235769604,0,0,0,1.4161737205663474,0.4610603754439371,0.1657798723016114,0.7855558220410122,1.028744140143104,0.4929157798723016,0.749753269183321,0.5070842201276984,-0.4199222053103331,-0.3945966514459665,-0.2878423390081421,1.0,0,-0.1418820310124658,-0.1509881422924901,0.939689891260572,0.3595621769534813,0.729459659511473,0.4566011645981615,산업재
넥스틸,92790,1차 철강 제조업,하나증권주식회사,11500.0,"80,500,000","26,002,000",3.545,"2,508.80",93.5,0.0,0.0,1.82,0.0,98.18,235.56,넥스틸,220613,2023-08-21,34,285364,188351,262268,11176,340517,231674,77558,65888,0,602785,97013,13.309317520514542,12.353090806454892,0,0,0,1.515064958508317,0.4187478957500626,0.1609412974775417,0.7181623377613738,0.7702053054619887,0.5649062269299999,0.0328206814931413,0.4350937730700001,0.3347721367093416,0.284399630515293,0.1934940105780328,0.0,0,0.10930597144919,0.1286661081480129,0.8495319631759457,0.3843393581459393,0.6803595708877971,2.161652651876446,소재
바이오노트,377740,의료용품 및 기타 의약 관련제품 제조업,"한국투자증권(주),엔에이치투자증권주식회사",9000.0,"93,600,000","101,876,048",3.208,"2,356.73",94.2,0.0,7.5,0.4,0.0,92.1,3.29,바이오노트,622787,2022-12-22,20,868333,97100,202130,46778,1671964,456866,307553,447032,1,1874094,771233,14.44363643419893,13.032147599072957,0,0,0,8.942667353244078,1.6880945397556395,0.4115231146356586,0.4803839113441844,0.1208937513008653,0.8921452179026239,0.0279778751217131,0.1078547820973761,0.6731798820660763,0.978475088975761,0.2673693931209045,0.0,0,0.2385323254863416,0.1641075634413215,1.4535120775931305,0.2437796609988613,0.2732510987078669,7.21247721360044,건강관리
쏘카,403550,운송장비 임대업,미래에셋증권 주식회사,28000.0,"101,920,000","32,725,652",2.217,"2,462.50",99.1,0.0,0.0,0.0,7.65,92.35,56.07,쏘카,1026157,2022-08-22,12,90324,214304,360628,2908,144845,159148,-7112,-18755,0,505473,-123980,13.133251881896337,11.97759614931004,0,1,0,0.4214760340450948,-0.7790232990675346,-0.245275217469578,0.5942522488547756,2.489751113259001,0.2865533866299485,0.0200766336428596,0.7134466133700514,-0.0446879634051323,-0.1178462814487144,-0.1294832407055818,1.0,0,-0.0371038611360052,-0.0140699898906568,2.637092238470191,0.3148496556690466,1.0987469363802689,0.2933472186263253,산업재
수산인더스트리,126720,건물설비 설치 공사업,삼성증권(주),35000.0,"200,025,000","14,286,000",2.238,"2,452.25",99.1,3.73,5.0,9.21,2.09,79.97,130.37,수산인더스트리,193328,2022-08-01,40,181203,57589,122790,2000,283682,67049,13038,10851,0,406472,123614,12.915272785099846,11.113193888709825,0,0,0,3.1464863081491257,1.8436367432773049,0.3041144285461237,0.4690039905529766,0.4328438180779887,0.6979127713594049,0.0070501477005943,0.3020872286405952,0.1944548017121806,0.161836865575922,0.0382505763495745,0.0,0,0.026695565746226,0.032076010155681,0.8322595490105844,0.1649535515361451,0.2363526765885745,2.8271587694249,기타
LG에너지솔루션,373220,일차전지 및 이차전지 제조업,"KB증권(주),모건스탠리 인터내셔날증권회사 서울지점",300000.0,"12,750,000,000","234,000,000",1.201,"2,614.49",106.9,42.6,8.0,7.5,0.2,41.7,2023.37,LG에너지솔루션,1515323,2022-01-27,2,9860210,8977353,14390128,100000,9222178,13412546,692737,858057,1,23612306,882857,16.97727861712165,16.4117011701088,0,0,0,1.098342685199078,0.0658232225261333,0.0373896984055686,0.6238549789133216,1.5603828076187642,0.390566596926196,0.0108434254901607,0.609433403073804,0.0516484342346337,0.0639742074323547,0.0930427714581089,0.0,0,0.0363393986169754,0.0293379647036591,1.23864756754728,0.5680320253345861,1.4543794318435406,1.067068072788718,정보기술
카카오페이,377300,금융 지원 서비스업,"삼성증권(주),골드만삭스증권 서울지점,제이피모간증권회사 서울지점",90000.0,"1,530,000,000","130,367,125",0.68,"2,975.71",107.6,18.2,23.8,11.7,0.0,46.3,1714.47,카카오페이,1244601,2021-11-03,5,719588,598020,1335338,56684,245123,216323,2617,2708,1,1580461,121568,14.273227767324412,12.284532562790035,0,0,0,1.2032841710979565,0.561974454866103,0.0769193292336856,0.4478416700490812,5.447624253945978,0.1550958865799282,0.2312471697882287,0.8449041134200718,0.0120976502729714,0.0125183175159368,0.0110475149210804,0.0,0,0.0017134241211899,0.001655845984178,1.034772640427971,0.1368733553058253,0.8825079653888048,0.3748298041742836,정보기술
케이카,381970,자동차 판매업,"엔에이치투자증권주식회사,골드만삭스증권 서울지점",25000.0,"336,605,775","48,086,533",0.8,"2,944.41",107.6,0.0,0.0,0.0,0.0,100.0,40.0,케이카,1323032,2021-10-13,5,233528,228406,286891,23442,198053,910583,38477,26543,0,484944,5122,13.091790761427264,13.721841430896031,0,0,0,1.0224249800793324,0.0056249677404476,0.0105620442772773,0.7961420888072474,1.448556699469334,0.4084038569401828,0.1183622565676864,0.5915961430598172,0.0422553463001176,0.029149456996232,0.1340196816003797,0.0,0,0.0547341548714903,0.079343181893167,0.6898406840450139,1.877707529116764,4.597673350062862,1.1928023052390602,경기관련소비재
현대중공업,329180,선박 및 보트 건조업,"한국투자증권(주),CS증권 서울지점,미래에셋증권 주식회사",60000.0,"1,080,000,000","88,773,116",0.77,"3,140.51",107.4,0.0,0.0,0.0,0.0,100.0,1835.87,현대중공업,1390344,2021-09-17,2,7771788,6238737,8944514,353865,5553594,6315727,101457,-67597,1,14498108,1533051,16.489528785093082,15.658553588199178,0,0,0,1.2457309868968671,0.2427354760584173,0.1057414526088507,0.6974931226000652,1.6105811840044484,0.3830564650228844,0.0637181976212161,0.6169435349771156,0.0160641839015524,-0.0107029642034875,-0.0121717576041748,1.0,0,-0.0046624704409706,0.0069979475942654,-0.6662625545797727,0.4356242207603916,1.1372323940136784,1.0246276145241031,산업재
일진하이솔루스,271940,그외 기타 운송장비 제조업,"미래에셋증권 주식회사,삼성증권(주)",34300.0,"373,663,857","36,313,190",0.83,"3,207.02",107.4,24.0,28.5,15.5,9.6,22.40000000000001,1471.04,일진하이솔루스,972503,2021-09-01,10,61739,36107,40141,14525,58239,57468,6269,5021,1,98380,25632,11.496602974965286,10.95900095096759,0,0,0,1.7098900490209654,0.4460221340572144,0.2605407603171376,0.8995042475274657,0.6892460378783977,0.5919800772514738,0.2494033207987774,0.4080199227485261,0.1090867961300201,0.0873703626365977,0.0862137055924723,0.0,0,0.0510367960967676,0.0637223012807481,0.8009251874302121,0.5841431185200244,0.9867614485138824,2.0155225283862794,경기관련소비재
아주스틸,139990,1차 철강 제조업,미래에셋증권 주식회사,15100.0,"104,756,250","26,452,189",0.5,"3,060.51",107.0,7.7,5.6,5.7,1.8000000000000005,79.2,1776.9,아주스틸,486705,2021-08-20,23,241255,223289,287333,11226,153905,174043,14477,12121,1,441238,17966,12.997341957740437,12.067063419792754,0,0,0,1.0804607481783697,0.1032273633527346,0.0407172546335537,0.7771087901494085,1.8669503914752608,0.3488026869852551,0.0729411000292388,0.6511973130147449,0.0831805933016553,0.069643708738645,0.0787563756862999,0.0,0,0.0274704354566016,0.0328099574379359,0.8372591006423983,0.3944424550922631,1.130846951041227,0.9312181777085412,소재
롯데렌탈,89860,운송장비 임대업,"한국투자증권(주),엔에이치투자증권주식회사",59000.0,"850,898,000","36,634,063",0.51,"3,097.83",107.0,0.0,0.0,0.0,0.0,100.0,217.63,롯데렌탈,545716,2021-08-19,17,1439576,2205646,5000369,183170,1222312,1808614,183181,84850,0,6222681,-766070,15.643711561490404,14.408071916961964,0,1,0,0.6526777189086553,-0.4235674389339018,-0.1231093157434874,0.4410966470674464,4.090910504028432,0.1964285169045303,0.1498553560792989,0.8035714830954697,0.1012825290526336,0.0469143775288701,0.0694176282323989,0.0,0,0.0136356017607201,0.0294376330716615,0.4632030614528799,0.2906486769930838,1.479666402686057,0.3298693384315799,산업재
한컴라이프케어,372910,의료용 기기 제조업,미래에셋증권 주식회사,13700.0,"113,741,798","27,674,406",0.51,"3,143.09",107.0,0.0,0.1,1.1,0.1,98.7,418.99,한컴라이프케어,534598,2021-08-17,26,87077,93007,136430,3938,40392,22456,3314,2380,0,176822,-5930,12.082904511222385,10.01935764857854,0,1,0,0.9362413581773414,-0.2640719629497684,-0.0335365508816776,0.6817195631459356,3.377649039413745,0.2284331135265973,0.0974945533769063,0.7715668864734027,0.1475774848592803,0.1059850374064838,0.0589225589225589,0.0,0,0.0134598635916345,0.0187420117406205,0.7181653590826795,0.126997771770481,0.5559516735987324,0.4878701078282466,건강관리
크래프톤,259960,소프트웨어 개발 및 공급업,미래에셋증권 주식회사,498000.0,"4,309,806,540","48,898,070",0.51,"3,243.19",107.0,3.7000000000000006,23.8,16.9,0.5,55.1,243.15,크래프톤,760971,2021-08-10,15,1440578,509714,676633,4279,1421055,460993,227178,194018,0,2097688,930864,14.556346820534642,13.041140306709703,0,0,0,2.8262476604527245,2.019258426917545,0.4437571268939899,0.7533094011081339,0.4761483545675572,0.6774386848759205,0.0030111431295762,0.3225613151240795,0.4928014091320258,0.4208697312106691,0.1365309576335891,0.0,0,0.0924913523841486,0.1082992322976534,0.8540351618554614,0.219762424154593,0.3244019408115801,3.095565830576799,커뮤니케이션서비스
에스디바이오센서,137310,의료용 기기 제조업,"한국투자증권(주),엔에이치투자증권주식회사",52000.0,"776,380,800","103,271,353",0.56,"3,276.91",106.3,1.9,7.3,19.0,3.3000000000000003,68.5,1143.76,에스디바이오센서,854997,2021-07-16,12,1648494,666486,680968,46659,1151424,1179116,576315,437547,1,1832392,982008,14.421133320860818,13.9802764112371,0,0,0,2.473411294460799,0.8328340892668745,0.5359158957253688,0.9787332150703116,0.5914137624367739,0.6283720950538968,0.0405228655994664,0.3716279049461032,0.4887687046906326,0.371080538301575,0.3800051067200267,0.0,0,0.2387846050408427,0.3145151255844819,0.7592150126233049,0.6434845819016891,1.0240502195542216,3.5395892657452537,건강관리
SK아이이테크놀로지,361610,일차전지 및 이차전지 제조업,"미래에셋증권 주식회사,제이피모간증권회사 서울지점",105000.0,"2,245,950,000","71,297,592",0.47,"3,209.43",103.8,24.9,17.2,22.2,0.3,35.400000000000006,1882.88,SK아이이테크놀로지,1386916,2021-05-11,2,566775,272644,783378,62741,1208250,469309,125218,88162,1,1991628,294131,14.50446345480101,13.059018809887048,0,0,0,2.078809729904197,0.6267320677847644,0.1476837039848807,0.3480363247372277,0.6483575418994414,0.6066644975868988,0.0519271673908545,0.3933355024131012,0.2668135492820295,0.1878549100912192,0.0729666873577488,0.0,0,0.044266298726469,0.0628721829578616,0.7040681052244885,0.2356408927771652,0.3884204427891579,2.1153409454253023,정보기술
SK바이오사이언스,302440,기초 의약물질 제조업,엔에이치투자증권주식회사,65000.0,"1,491,750,000","76,500,000",0.48,"3,066.01",99.6,31.28,26.39,24.71,2.89,14.730000000000004,1275.47,SK바이오사이언스,1319899,2021-03-18,3,293144,147237,272396,10200,253456,158602,26799,23011,1,525852,145907,13.17277698498087,11.974159503514707,0,0,0,1.9909669444501044,0.919956873179405,0.2774678046294395,0.5405255583782435,1.0747269743071777,0.4819911305842708,0.040243671485386,0.5180088694157291,0.16897012648012,0.1450864427939118,0.0907889337794331,0.0,0,0.0437594608368894,0.0509630086031811,0.8586514422179932,0.3016095783604512,0.6257575279338425,1.7070522726754307,건강관리
솔루엠,248070,전자부품 제조업,"미래에셋증권 주식회사,KB증권(주)",17000.0,"108,800,000","42,508,362",0.47,"3,096.81",96.9,4.41,8.33,17.35,3.05,66.86,1167.55,솔루엠,1159233,2021-02-02,6,406036,381200,402908,19966,115759,812097,45766,33957,1,518667,24836,13.159019265743147,13.607376301516576,0,0,0,1.065152151101784,0.0305825535619513,0.0478842879921028,0.9461216952753482,3.4805760243264023,0.2231855892123462,0.1724790297082732,0.7768144107876538,0.0563553368624684,0.041813970498598,0.2933422023341597,0.0,0,0.0654697522687967,0.0882377324950305,0.7419700214132763,1.5657387109648386,7.015411328708783,0.7795979794661725,정보기술
명신산업,9900,자동차 신품 부품 제조업,"미래에셋증권 주식회사,현대차증권주식회사",6500.0,"102,237,142","40,779,120",0.46,"2,745.44",90.8,3.69,22.24,18.83,3.71,51.53,1195.69,명신산업,173078,2020-12-07,39,220940,218720,277387,11922,124070,354760,22761,11889,1,401457,2220,12.90285819917614,12.779199602293495,0,0,0,1.0101499634235551,0.0062577517194723,0.0055298574940778,0.788501263577601,2.2357298299347144,0.3090492879685744,0.096090916418151,0.6909507120314256,0.0641588679670763,0.033512797384147,0.0958249375352623,0.0,0,0.0296146287149059,0.0566959848750924,0.5223408461842626,0.8836811912608324,2.859353590714919,0.8531947623627573,경기관련소비재
에이플러스에셋,244920,보험 및 연금관련 서비스업,"엔에이치투자증권주식회사,IBK투자증권(주)",7500.0,"16,788,518","22,607,693",0.49,"2,553.50",87.6,0.0,0.0,0.0,0.0,100.0,3.66,에이플러스에셋,684802,2020-11-20,10,23915,35524,38557,10000,22019,51009,-962,-1155,0,60576,-11609,11.011670562060852,10.839776970916972,0,1,0,0.6732068460758923,-0.2275872885177125,-0.1916435552033809,0.9213372409679176,1.7510786139243382,0.3634937929212889,0.4541532313002407,0.6365062070787111,-0.0188594169656335,-0.0226430629888843,-0.0524546982151778,1.0,0,-0.0190669572107765,-0.0158808769149498,1.2006237006237006,0.8420661648177497,2.3165902175393978,0.3380434699138017,금융
교촌에프앤비,339770,음·식료품 및 담배 도매업,미래에셋증권 주식회사,12300.0,"71,340,000","24,982,540",0.48,"2,475.62",87.6,0.04,4.44,3.07,0.77,91.68,999.44,교촌에프앤비,453284,2020-11-12,22,47170,54097,83749,10549,86366,215551,15322,5393,1,170115,-6927,12.044235836276656,12.28095745872189,0,1,0,0.8719522339501267,-0.0321362461783986,-0.0407195132704347,0.6459420410989982,0.9696987240349212,0.5076918555095082,0.1221429729291619,0.4923081444904917,0.0710829455674063,0.0250196009297103,0.062443554176412,0.0,0,0.0317020838844311,0.0900684830849719,0.3519775486228952,1.2670899097669224,2.4957853785054303,1.4910646669634506,필수소비재
빅히트,352820,오디오물 출판 및 원판 녹음업,"한국투자증권(주),제이피모간증권회사 서울지점,엔에이치투자증권주식회사",135000.0,"962,550,000","33,846,192",0.47,"2,361.21",84.2,24.83,17.87,30.879999999999995,4.8,21.620000000000005,1117.25,빅히트,1204056,2020-10-15,16,367787,229964,618616,13358,202044,293995,49754,33169,1,820660,137823,13.617865392079263,12.591321440786087,0,0,0,1.5993242420552782,0.4687936869674654,0.1679416567153266,0.3717394959069924,3.0617885213121894,0.2461969634196865,0.0661143117340777,0.7538030365803134,0.1692341706491607,0.1128216466266433,0.1641672111025321,0.0,0,0.040417468866522,0.060626812565496,0.6666599670378262,0.3582421465649599,1.4551038387677933,0.9194501120043068,커뮤니케이션서비스
에스케이바이오팜,326030,자연과학 및 공학 연구개발업,"엔에이치투자증권주식회사,씨티그룹글로벌마켓증권(주)",49000.0,"959,337,190","78,313,250",0.47,"2,135.37",75.5,37.25,12.91,1.99,0.1,47.75,835.66,에스케이바이오팜,878696,2020-07-02,10,143270,256057,265138,32500,-77213,3928,-65118,-66595,1,187925,-112787,12.143803547303296,8.27614021955846,1,1,0,0.5595238560164338,-10.0,-0.6001702806970866,0.9657499113669108,,,,1.4108713582546228,-10.0,-10.0,,,1,-0.3543700944525741,-0.3465105760276706,1.0226819005497712,0.0209019555673806,,-2.855757900309058,건강관리
센트랄모텍,308170,자동차 신품 부품 제조업,한국투자증권(주),6000.0,"12,600,000","8,400,000",1.27,"2,123.50",91.3,0.7,9.7,3.1,0.6,85.9,862.63,센트랄모텍,450010,2019-11-25,26,72593,87362,145963,3150,84810,152901,7279,4008,1,230773,-14769,12.34919415562396,11.93755247227634,0,1,0,0.8309448043771892,-0.0965919124139148,-0.0639979547000732,0.5985215431307934,1.72105883740125,0.3675039974347086,0.0371418464803678,0.6324960025652915,0.0476059672598609,0.0262130398100731,0.0472585779978776,0.0,0,0.0173677163272999,0.0315418181503035,0.5506250858634428,0.6625601781837563,1.802865228157057,0.871308958926785,경기관련소비재
현대에너지솔루션,322000,반도체 제조업,한국투자증권(주),18000.0,"57,600,000","11,200,000",1.29,"2,153.24",91.3,0.1,0.0,0.0,0.0,99.9,26.63,현대에너지솔루션,1199550,2019-11-19,4,219400,67121,72571,40000,247352,195507,10367,9864,0,319923,152279,12.675838746568315,12.18335657828644,0,0,0,3.2687236483365862,0.7788928273667951,0.4759864092297209,0.9249011313058936,0.2933916038681717,0.7731610418757013,0.1617128626410944,0.2268389581242986,0.0530262343547801,0.0504534364498457,0.0398783919272938,0.0,0,0.0308324190508341,0.03240467237429,0.9514806597858588,0.6111064224829099,0.7903999159093115,3.630550746556113,기타
한화시스템,272210,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","한국투자증권(주),씨티그룹글로벌마켓증권(주),엔에이치투자증권주식회사",12250.0,"402,552,444","110,230,389",1.32,"2,122.45",91.3,0.0,0.0,0.13,0.03,99.84,23.61,한화시스템,339391,2019-11-13,20,1224085,1044326,1243671,510336,841676,654698,35171,36498,0,2085347,179759,14.550446305762524,13.39193086701088,0,0,0,1.1721292010349258,0.2745678160006598,0.0862010015599322,0.8397124319856296,1.477612525484866,0.4036143625017803,0.6063330782866566,0.5963856374982197,0.0537209522558492,0.0557478409892805,0.0433634795336923,0.0,0,0.0175021231478502,0.01686577821341,1.0377299479684967,0.3139515869541136,0.777850384233363,0.7876041883260603,산업재
자이에스앤디,317400,부동산 임대 및 공급업,한국투자증권(주),5200.0,"45,760,000","26,782,520",1.24,"2,144.15",91.3,4.7,4.8,2.4,0.4,87.7,768.58,자이에스앤디,367844,2019-11-06,20,109576,71938,118854,17983,93944,133321,7762,5765,1,212798,37638,12.268103337190464,11.800522533809303,0,0,0,1.5232005337929884,0.2823111137780245,0.1768719630823598,0.6052636007202113,1.2651579664480967,0.4414703145706257,0.1914225496040194,0.5585296854293743,0.0582203853856481,0.043241499838735,0.0613663459082006,0.0,0,0.0270914200321431,0.0364759067284466,0.7427209482092244,0.6265143469393509,1.4191539640636974,1.3066140445377452,산업재
지누스,13890,가구 제조업,엔에이치투자증권주식회사,70000.0,"169,169,000","14,206,749",1.26,"2,080.27",93.0,6.38,23.31,0.31,0.0,70.0,45.68,지누스,150633,2019-10-30,41,385888,291670,376797,6225,217362,338460,42247,32619,1,594159,94218,13.294903922343178,12.732164150516596,0,0,0,1.3230294510919876,0.2783726289664953,0.1585737151166606,0.7740772883011277,1.7334998757832556,0.3658313683710926,0.0286388605183978,0.6341686316289075,0.1248212491874963,0.096374756248892,0.1500676291164049,0.0,0,0.05489944610786,0.0711038627707398,0.7721021611001965,0.569645498932104,1.557125900571397,1.2685479201902028,산업재
