,count_0,mean_0,std_0,min_0,25%_0,50%_0,75%_0,max_0,count_1,mean_1,std_1,min_1,25%_1,50%_1,75%_1,max_1
금(-11~-15),248.0,0.007100464774193549,0.004074471717801945,0.001367374,0.004273610000000001,0.0060253095,0.009039475,0.027921938,284.0,0.006628748095070422,0.0035887213576085452,0.000481421,0.003922269999999999,0.0056758435,0.009198299,0.018597884
금(-16~-20),248.0,0.006518917052419354,0.0041994062466684445,0.000170532,0.003476033,0.0056025225,0.00837292625,0.027921938,284.0,0.005630565929577465,0.003107305411677224,0.000633223,0.0032428705,0.0050750364999999995,0.007485196,0.02152962
구리_미국(-1~-5),248.0,0.00984352923387097,0.005110417698344153,0.000733638,0.006101099,0.008856726499999999,0.01318475425,0.024523029,284.0,0.009296845485915492,0.005185125146688169,0.000694558,0.00515109325,0.0086046325,0.0118877355,0.028654258
구리_미국(-6~-10),248.0,0.010862501536290323,0.006044434090947004,0.002450407,0.00683396475,0.0092671635,0.013114933,0.036604311,284.0,0.011059961109154928,0.005527546721788604,0.000699036,0.00699962475,0.010115846500000001,0.01531895225,0.028450746
구리_미국(-11~-15),248.0,0.010204819963709678,0.005818275369317323,0.001324609,0.0062808939999999995,0.008689991000000001,0.012592971,0.038040213,284.0,0.010500898845070423,0.0057384562523034735,0.001359185,0.0062603885,0.0088422695,0.01395057975,0.029080425
구리_미국(-16~-20),248.0,0.009927113838709678,0.005825242759393882,0.000699036,0.005886835,0.0088031365,0.01297479725,0.036604311,284.0,0.010148466742957747,0.005757268284046927,0.000694545,0.00581813025,0.008625776,0.013426583,0.029770161
미국_커피(-1~-5),248.0,0.015940065129032257,0.008133952289673042,0.002869925,0.0102998245,0.0140798435,0.019997578250000002,0.049354653,284.0,0.013604273397887324,0.007681647776683405,0.001912267,0.0083187105,0.01230505,0.01703059675,0.059897541
미국_커피(-6~-10),248.0,0.01754012695564516,0.008671410179992501,0.001971346,0.011314589,0.016222291,0.0226150525,0.05239633,284.0,0.015284085985915493,0.007773220563662836,0.002773752,0.009261140499999999,0.014193478,0.019502978,0.044833968
미국_커피(-11~-15),248.0,0.01617007611693548,0.0083095746972825,0.000452196,0.01045821525,0.014902829,0.021020052499999997,0.049354653,284.0,0.014331862285211269,0.008272509795430087,0.002256706,0.008279683,0.012679308,0.017929267,0.067562889
미국_커피(-16~-20),248.0,0.014966710745967742,0.007579129334424632,0.001161076,0.00896746525,0.0137573335,0.0198025205,0.037440976,284.0,0.014314027088028168,0.008259742195157134,0.002026181,0.008927795,0.013148366500000001,0.01725720125,0.059897541
돈육(-1~-5),248.0,0.01596152173387097,0.0153063912015186,0.000997437,0.0070071512499999995,0.011226956,0.017471782249999998,0.084419339,284.0,0.015752421834507042,0.016235871400940093,0.001364303,0.006700171,0.01148977,0.01785432125,0.094015772
돈육(-6~-10),248.0,0.019027335802419353,0.01688991661486631,0.002266577,0.00805197475,0.015024632999999999,0.02223195525,0.079253945,284.0,0.01845402230633803,0.01629324365794797,0.001176774,0.0087613115,0.013971395000000001,0.021984829,0.094829159
돈육(-11~-15),248.0,0.01627050568548387,0.013034562427659841,0.000577241,0.00804869275,0.0134227815,0.020991089,0.075794801,284.0,0.016425914246478872,0.015226894147025622,0.00044621,0.00770002925,0.0130350935,0.020394442500000002,0.094015772
돈육(-16~-20),248.0,0.015074740262096775,0.015183722878318142,0.000577241,0.0062878347499999996,0.010440272,0.01824392775,0.092515668,284.0,0.014382965137323947,0.012788550474970623,0.00044621,0.00642110575,0.0118446135,0.016701835,0.084945169
미국_옥수수(-1~-5),248.0,0.010457597354838708,0.006188131019017853,0.001149186,0.006466298499999999,0.009222256,0.0134224845,0.036339548,284.0,0.01118064121830986,0.008170582486173278,0.000740166,0.0063590405000000004,0.0095418665,0.013074545,0.090458181
미국_옥수수(-6~-10),248.0,0.011507954883064516,0.006679718633587013,0.000740166,0.0073231797500000004,0.010359839999999999,0.014204521,0.057492891,284.0,0.012852504908450703,0.008520411220053013,0.001060353,0.0073342254999999995,0.0113296295,0.0158814355,0.089960132
미국_옥수수(-11~-15),248.0,0.010467051608870967,0.007718865043550746,0.001209698,0.0061778995,0.008342869,0.013041766,0.060365461,284.0,0.012381540338028168,0.007972633553156593,0.001116732,0.0071819885,0.010770542000000001,0.015960248,0.089960132
미국_옥수수(-16~-20),248.0,0.010168834112903225,0.007354926930415071,0.001149186,0.00568960275,0.0082840655,0.01220097475,0.058728691,284.0,0.010889110841549296,0.00625599744021541,0.000880162,0.00663321975,0.009414538,0.013647771,0.036507148
코스피수익률표준편차(-1~-5),248.0,0.009514149995967742,0.005306879483825332,0.001089792,0.00592169675,0.008202899,0.012135683,0.03697357,284.0,0.007652867056338028,0.0038760515001821844,0.001624996,0.004989615,0.007044073,0.0093046675,0.024257241
코스피수익률표준편차(-6~-10),248.0,0.009373517342741937,0.004226790409542044,0.002295437,0.0065427925,0.008626980499999999,0.012080635999999999,0.021832252,284.0,0.0073404493978873235,0.00371526343769695,0.001549883,0.0048512225,0.006582149,0.009235182000000002,0.026777325
코스피수익률표준편차(-11~-15),248.0,0.010270637358870969,0.005730700945270709,0.002202517,0.00657716325,0.0091982825,0.01284663175,0.03697357,284.0,0.007374743996478873,0.004001899272442615,0.001214768,0.0046408362500000005,0.0066077689999999994,0.00907085925,0.026777325
코스피수익률표준편차(-16~-20),248.0,0.009940540661290322,0.00442798222788568,0.002089399,0.0065018904999999995,0.0090266035,0.0125737715,0.02296485,284.0,0.0077618506584507035,0.004039251875265998,0.001658795,0.0050544145,0.007185403,0.00969252725,0.025969347
나스닥수익률표준편차(-1~-5),248.0,0.014067752623865348,0.00897745264213939,0.0026882151904667,0.008019017147090225,0.012195257321864099,0.018512975994756174,0.0815332277435286,284.0,0.009427721509155431,0.0063595257737781834,0.0018932024600335,0.00501702989353415,0.00742226385699665,0.011869666892078,0.0339125806683455
나스닥수익률표준편차(-6~-10),248.0,0.01339064630822267,0.007563685396048125,0.001434976037709,0.0071871397805784495,0.012856462824204,0.0177079133501626,0.0403439256325616,284.0,0.009271245304766432,0.0057795604611961485,0.0015469917795674,0.0052177846632225746,0.00758469483172205,0.01189453402812735,0.0313977367553741
나스닥수익률표준편차(-11~-15),248.0,0.013368916522250073,0.00729748744181918,0.0017239694504447,0.0073442107080654,0.0124757159171799,0.01888963537812665,0.0338633648670886,284.0,0.009307158606130479,0.005855731744899655,0.0015469917795674,0.0054999766166664,0.0077114296336307005,0.011608724441080525,0.0359977203530693
나스닥수익률표준편차(-16~-20),248.0,0.013226417497011565,0.006749922331686482,0.0022313368418483,0.007702551922368625,0.0129000409050384,0.01745956719953485,0.0359036618575484,284.0,0.00905309414325372,0.005582703253737923,0.0014065029169557,0.0056734924586710755,0.0078665562432188,0.010668845595405149,0.0286792154865016
원달러환율수익률표준편차(-1~-5),248.0,0.005091566740079824,0.002598358573629822,0.0013832262256324,0.003445109029815175,0.0044032981406694,0.006184190339963674,0.0195620552211228,284.0,0.0049430855052713645,0.0022644687849406866,0.0009641740267239,0.00336857068674965,0.00459213689589775,0.0062758484036130255,0.0151553520156436
원달러환율수익률표준편차(-6~-10),248.0,0.004972389923132079,0.0021912939248267998,0.001086504785598,0.003418696299833825,0.004584734162469999,0.006426610222599025,0.0138091400419819,284.0,0.004997483852378146,0.0021538023647987383,0.000915312377646,0.0035669958116206,0.00470413799700275,0.0062451328115714,0.0148308677416604
원달러환율수익률표준편차(-11~-15),248.0,0.005180031698070809,0.002391839481677303,0.0011545254471047,0.00353243559625495,0.004645437800319,0.00655965137794335,0.0204920381820373,284.0,0.004912604213387574,0.002295349155094788,0.0003560073486516,0.00345734862426705,0.00454582499507265,0.0061671961139441,0.0157340123982629
원달러환율수익률표준편차(-16~-20),248.0,0.005106848241914362,0.0024208891699841265,0.001086504785598,0.0033032349250292498,0.0046374509234031,0.00645336135072985,0.0136431193729038,284.0,0.004511796930353147,0.0019308513884299869,0.0003560073486516,0.003182493960272375,0.00434662215916445,0.005694044579303375,0.0110795662566036
위치,248.0,0.5428322902642657,1.0596449100795462,-2.8,0.0,1.0,1.0,3.0,284.0,0.7211436461522325,1.0634178172628161,-3.0,0.0,1.0,1.0,4.0
