函券,盔磊丰,老喊 荐劳伏,扁埃备埃,荐劳伏_钎霖祈瞒
2019-07-02,2122.02,-0.003624855616178424,1~5老,0.006773444781635014
2019-07-03,2096.02,-0.01225247641398286,1~5老,0.006773444781635014
2019-07-04,2108.73,0.006063873436322087,1~5老,0.006773444781635014
2019-07-05,2110.59,0.0008820474882986762,1~5老,0.006773444781635014
2019-07-08,2064.17,-0.021993850060883502,6~10老,0.012502719619184786
2019-07-09,2052.03,-0.005881298536457691,6~10老,0.012502719619184786
2019-07-10,2058.78,0.003289425593193007,6~10老,0.012502719619184786
2019-07-11,2080.58,0.010588795305957799,6~10老,0.012502719619184786
2019-07-12,2086.66,0.0029222620615405592,6~10老,0.012502719619184786
2019-07-15,2082.48,-0.0020032012881829875,11~15老,0.008573383320598562
2019-07-16,2091.87,0.004509046905612379,11~15老,0.008573383320598562
2019-07-17,2072.92,-0.00905888033195168,11~15老,0.008573383320598562
2019-07-18,2066.55,-0.0030729598826775284,11~15老,0.008573383320598562
2019-07-19,2094.36,0.013457211294185978,11~15老,0.008573383320598562
2019-07-22,2093.34,-0.0004870222884317821,16~20老,0.004794471068742668
2019-07-23,2101.45,0.0038741914834663493,16~20老,0.004794471068742668
2019-07-24,2082.3,-0.00911275547835999,16~20老,0.004794471068742668
2019-07-25,2074.48,-0.0037554627095039983,16~20老,0.004794471068742668
2019-07-26,2066.26,-0.003962438779838706,16~20老,0.004794471068742668
2019-08-01,2017.34,-0.0035612852238768866,1~5老,0.009141375459327812
2019-08-02,1998.13,-0.009522440441373181,1~5老,0.009141375459327812
2019-08-05,1946.98,-0.02559893500422905,1~5老,0.009141375459327812
2019-08-06,1917.5,-0.015141398473533352,1~5老,0.009141375459327812
2019-08-07,1909.71,-0.004062581486310335,1~5老,0.009141375459327812
2019-08-08,1920.61,0.005707672892742766,6~10老,0.0068347514056573975
2019-08-09,1937.75,0.008924248025367065,6~10老,0.0068347514056573975
2019-08-12,1942.29,0.0023429234937426546,6~10老,0.0068347514056573975
2019-08-13,1925.83,-0.008474532639307197,6~10老,0.0068347514056573975
2019-08-14,1938.37,0.006511478167854801,6~10老,0.0068347514056573975
2019-08-16,1927.17,-0.005778050630168563,11~15老,0.007608213580030527
2019-08-19,1939.9,0.00660554076703157,11~15老,0.007608213580030527
2019-08-20,1960.25,0.010490231455229537,11~15老,0.007608213580030527
2019-08-21,1964.65,0.002244611656676554,11~15老,0.007608213580030527
2019-08-22,1951.01,-0.0069427124424198405,11~15老,0.007608213580030527
2019-08-23,1948.3,-0.0013890241464677988,16~20老,0.009533732282528443
2019-08-26,1916.31,-0.01641944259097672,16~20老,0.009533732282528443
2019-08-27,1924.6,0.004326022407648011,16~20老,0.009533732282528443
2019-08-28,1941.09,0.008568014132806834,16~20老,0.009533732282528443
2019-08-29,1933.41,-0.003956539882230992,16~20老,0.009533732282528443
