날짜,코스피수익률표준편차(1~5),코스피수익률표준편차(6~10),코스피수익률표준편차(11~15),코스피수익률표준편차(16~20)
2021-12-16,,,0.009859120976987833,
2021-12-17,,,0.009859120976987833,
2021-12-20,,,0.009859120976987833,
2021-12-21,,,0.009859120976987833,
2021-12-22,,,,0.004294092820305351
2021-12-23,,,,0.004294092820305351
2021-12-24,,,,0.004294092820305351
2021-12-27,,,,0.004294092820305351
2021-12-28,,,,0.004294092820305351
2021-12-29,,,,
2021-12-30,,,,
2022-01-03,0.010107108154934652,,,
2022-01-04,0.010107108154934652,,,
2022-01-05,0.010107108154934652,,,
2022-01-06,0.010107108154934652,,,
2022-01-07,0.010107108154934652,,,
2022-01-10,,0.011184813609067376,,
2022-01-11,,0.011184813609067376,,
2022-01-12,,0.011184813609067376,,
2022-01-13,,0.011184813609067376,,
2022-01-14,,0.011184813609067376,,
2022-01-17,,,0.007489268368192532,
2022-01-18,,,0.007489268368192532,
2022-01-19,,,0.007489268368192532,
2022-01-20,,,0.007489268368192532,
2022-01-21,,,0.007489268368192532,
2022-01-24,,,,0.02077460952738982
2022-01-25,,,,0.02077460952738982
2022-01-26,,,,0.02077460952738982
2022-01-27,,,,0.02077460952738982
2022-01-28,,,,0.02077460952738982
